OrderID,CustomerID,StoreID,PromotionID,OrderDateKey,OrderChannel,OrderStatus,TotalAmount
5043,4412,39,116,20230303,Online,Cancelled,30966.84
5044,1514,36,132,20240920,Marketplace,Completed,58459.6
5045,1929,15,89,20261103,Marketplace,Cancelled,35925.5
5046,1437,51,101,20250919,Online,Cancelled,34348.43
5047,4211,3,135,20241203,Marketplace,Completed,8693.16
5048,4885,57,77,20240226,Marketplace,Completed,63302.13
5049,1024,35,137,20240420,Marketplace,Completed,57791.83
5050,2586,41,27,20240228,Marketplace,Completed,72212.77
5051,2836,8,99,20240324,Online,Completed,50917.42
5052,4971,19,123,20251202,Marketplace,Completed,26211.7
5053,1761,36,95,20241120,Offline,Completed,48226.34
5054,2805,51,137,20240421,Online,Pending,12384.16
5055,147,46,19,20250713,Offline,Completed,52288.56
5056,4139,32,120,20261124,Online,Pending,62676.78
5057,2577,46,3,20250217,Offline,Completed,2969.2
5058,3391,5,67,20250322,Marketplace,Completed,42136.04
5059,1937,3,64,20250416,Offline,Cancelled,63929.46
5060,3345,72,10,20250124,Offline,Completed,8991.55
5061,3071,1,93,20260422,Online,Completed,21652.61
5062,4685,57,11,20260309,Marketplace,Completed,46709.51
5063,3451,6,138,20250312,Online,Completed,69424.9
5064,2615,46,145,20230525,Online,Completed,15268.87
5065,843,42,68,20250703,Online,Cancelled,39850.85
5066,859,10,64,20261212,Online,Completed,43275.39
5067,436,16,137,20240108,Offline,Pending,2993.3
5068,1827,25,46,20251206,Marketplace,Completed,53541.54
5069,3670,60,111,20240911,Marketplace,Completed,14298.82
5070,3849,24,94,20250102,Online,Completed,19488.35
5071,4500,68,3,20230921,Online,Completed,32821.72
5072,3769,53,47,20240624,Online,Completed,53205.63
5073,4014,5,115,20240415,Marketplace,Completed,6227.61
5074,3913,16,131,20250529,Online,Cancelled,13601.29
5075,792,39,103,20240419,Marketplace,Completed,1764.39
5076,4137,52,104,20241221,Online,Completed,11195.51
5077,3349,25,34,20251009,Marketplace,Completed,32264.27
5078,4345,51,99,20250103,Marketplace,Completed,3467.15
5079,858,63,91,20231213,Marketplace,Completed,39234.38
5080,1394,79,69,20240108,Offline,Completed,45115.49
5081,4859,6,10,20240822,Online,Completed,48680.58
5082,2435,8,38,20250830,Marketplace,Completed,3371.98
5083,4769,38,103,20251116,Online,Completed,5511.64
5084,3908,42,57,20260411,Offline,Completed,69482.0
5085,1819,55,128,20260620,Marketplace,Pending,17123.06
5086,2442,13,18,20260703,Online,Completed,56099.26
5087,4287,76,28,20251010,Marketplace,Completed,59304.34
5088,1941,55,77,20241216,Marketplace,Completed,24073.79
5089,2766,14,76,20250206,Online,Completed,649.66
5090,229,18,78,20251008,Online,Completed,1482.33
5091,2333,11,76,20240109,Online,Cancelled,12028.73
5092,2048,62,135,20261109,Online,Completed,74930.62
5093,537,11,22,20240606,Marketplace,Completed,45477.72
5094,911,60,135,20251027,Offline,Completed,50553.11
5095,4853,57,52,20231006,Offline,Completed,6434.36
5096,1390,77,141,20260128,Offline,Pending,74352.44
5097,3730,22,60,20230211,Marketplace,Pending,21895.68
5098,345,52,12,20260902,Online,Cancelled,68237.67
5099,2904,18,100,20240310,Offline,Completed,15149.71
5100,875,64,83,20250718,Online,Completed,25850.43
5101,2686,61,27,20241018,Offline,Completed,56617.0
5102,3,50,150,20230814,Online,Completed,42950.21
5103,4747,26,4,20250314,Online,Completed,69325.71
5104,3013,48,106,20230210,Offline,Completed,36433.62
5105,1842,9,50,20250322,Marketplace,Completed,30754.86
5106,1311,26,89,20260525,Marketplace,Pending,51263.2
5107,3121,21,71,20230917,Online,Completed,46137.9
5108,3996,60,130,20250926,Marketplace,Completed,26713.5
5109,214,52,54,20230628,Online,Completed,23891.85
5110,624,58,13,20240831,Marketplace,Completed,38728.69
5111,1375,38,9,20251011,Offline,Pending,51706.86
5112,607,65,99,20251222,Online,Completed,68011.22
5113,4319,68,146,20250612,Offline,Completed,22002.12
5114,952,57,112,20251013,Online,Completed,44429.23
5115,2576,57,143,20231115,Online,Completed,1033.35
5116,3885,74,87,20241216,Marketplace,Completed,2782.22
5117,3601,43,10,20250702,Marketplace,Completed,58370.84
5118,2772,12,102,20251019,Offline,Completed,4883.4
5119,4041,30,26,20240317,Online,Completed,4218.73
5120,3358,29,27,20230224,Marketplace,Completed,47870.36
5121,1302,55,10,20250809,Marketplace,Completed,7122.41
5122,2148,73,26,20251112,Online,Cancelled,17099.35
5123,4569,31,100,20230611,Marketplace,Completed,46941.52
5124,741,69,20,20231229,Offline,Completed,19969.33
5125,748,39,127,20250513,Offline,Completed,32120.0
5126,2287,34,42,20260123,Offline,Completed,62753.05
5127,604,38,59,20261231,Marketplace,Completed,64397.18
5128,2223,39,121,20240827,Offline,Completed,69042.85
5129,829,56,8,20240327,Marketplace,Completed,38246.92
5130,206,17,43,20230519,Marketplace,Completed,25359.34
5131,1652,58,90,20260925,Offline,Completed,55405.06
5132,1442,68,76,20240904,Online,Completed,57068.69
5133,3557,6,14,20230727,Online,Cancelled,23055.08
5134,4034,3,34,20230729,Online,Completed,1684.11
5135,3994,66,114,20260920,Marketplace,Completed,27965.04
5136,2724,50,77,20240310,Offline,Completed,32665.42
5137,4464,22,116,20240708,Marketplace,Completed,16972.49
5138,1523,8,38,20241228,Marketplace,Completed,35257.42
5139,650,35,10,20231126,Marketplace,Completed,5474.78
5140,4345,51,48,20250407,Offline,Completed,32159.13
5141,1276,74,136,20250317,Marketplace,Completed,38348.97
5142,557,53,88,20260125,Marketplace,Pending,23575.7
5143,204,67,116,20260316,Marketplace,Completed,6485.5
5144,672,57,127,20260108,Offline,Pending,53483.13
5145,4294,27,101,20230821,Online,Completed,3367.27
5146,708,7,86,20231230,Offline,Cancelled,60879.8
5147,1722,1,25,20250222,Offline,Completed,49170.41
5148,1542,13,82,20230725,Marketplace,Completed,15507.6
5149,464,12,7,20261221,Marketplace,Completed,13734.57
5150,745,69,16,20230111,Online,Completed,32900.95
5151,955,39,55,20260327,Offline,Completed,50253.7
5152,1247,16,121,20240509,Offline,Completed,11824.63
5153,1584,7,136,20250801,Marketplace,Completed,8155.11
5154,3293,17,78,20260920,Marketplace,Completed,63805.0
5155,2779,39,61,20250217,Offline,Cancelled,40303.75
5156,1146,74,84,20261214,Online,Completed,3559.71
5157,952,79,7,20240709,Marketplace,Completed,11139.59
5158,3703,39,15,20230515,Marketplace,Pending,40598.21
5159,1909,48,48,20241011,Online,Completed,73276.08
5160,2921,1,32,20261031,Online,Completed,1129.89
5161,2868,23,3,20241015,Marketplace,Completed,50620.94
5162,4304,15,79,20230420,Online,Completed,1036.96
5163,596,28,78,20230813,Marketplace,Cancelled,44666.83
5164,4036,20,101,20240524,Offline,Completed,16302.78
5165,3070,57,93,20230314,Marketplace,Completed,69398.71
5166,2545,4,15,20251109,Offline,Completed,21605.78
5167,4663,48,40,20240325,Offline,Completed,30668.73
5168,1239,12,92,20240924,Offline,Completed,68408.44
5169,2325,17,59,20260621,Online,Completed,69026.55
5170,3901,51,119,20241122,Marketplace,Completed,10513.5
5171,1480,44,29,20260227,Offline,Completed,33625.45
5172,1514,9,46,20260305,Marketplace,Completed,39325.78
5173,1708,56,134,20260710,Online,Completed,29421.56
5174,4712,16,67,20260804,Online,Completed,54231.82
5175,3448,24,10,20250404,Online,Completed,57730.96
5176,2453,63,84,20260702,Offline,Pending,12375.46
5177,2147,80,95,20240921,Offline,Completed,35805.73
5178,3729,75,96,20230131,Marketplace,Completed,54156.65
5179,1851,65,66,20261225,Marketplace,Cancelled,62552.6
5180,4781,78,27,20230922,Marketplace,Completed,36954.82
5181,1370,47,108,20260716,Marketplace,Completed,61444.01
5182,1671,43,31,20240511,Marketplace,Completed,70944.14
5183,3518,22,110,20240630,Offline,Completed,30130.15
5184,1107,58,67,20260127,Marketplace,Completed,2469.34
5185,3216,8,24,20250617,Online,Cancelled,44876.24
5186,469,74,31,20260312,Offline,Completed,61454.35
5187,3855,60,109,20261225,Marketplace,Pending,43931.91
5188,2134,16,30,20250315,Marketplace,Completed,8815.4
5189,3013,78,83,20230716,Offline,Completed,49028.19
5190,329,79,52,20241205,Offline,Completed,29949.22
5191,3861,31,59,20240919,Offline,Cancelled,60507.67
5192,4590,45,121,20231218,Online,Completed,24655.89
5193,1489,36,63,20250628,Online,Completed,65805.75
5194,2127,14,78,20240203,Online,Completed,50570.49
5195,3654,5,143,20230611,Marketplace,Completed,6278.11
5196,1263,35,141,20250619,Online,Cancelled,14436.22
5197,4702,41,106,20240925,Offline,Completed,66354.82
5198,2007,26,129,20250302,Marketplace,Completed,13262.53
5199,1972,50,34,20230101,Offline,Completed,55326.61
5200,1286,7,44,20240526,Online,Completed,68680.51
5201,1668,18,115,20260520,Marketplace,Completed,8322.13
5202,4533,5,146,20241205,Offline,Completed,8141.87
5203,2957,47,15,20260622,Offline,Cancelled,53447.52
5204,1096,75,150,20260214,Marketplace,Completed,34820.12
5205,3939,52,18,20250905,Online,Completed,6775.95
5206,4409,8,29,20241107,Online,Completed,56846.63
5207,4211,57,110,20240618,Offline,Completed,7537.52
5208,2658,15,108,20240805,Offline,Completed,32806.26
5209,4720,55,149,20251008,Marketplace,Completed,72927.23
5210,382,7,72,20230520,Offline,Completed,64244.01
5211,254,57,114,20240418,Online,Completed,12064.99
5212,4047,51,117,20250627,Marketplace,Completed,44641.6
5213,1354,56,22,20241101,Offline,Pending,37529.81
5214,3434,18,85,20241118,Offline,Cancelled,16394.82
5215,4808,31,60,20250306,Online,Completed,24851.96
5216,3539,2,9,20230517,Offline,Completed,5707.36
5217,55,10,113,20230218,Offline,Completed,64705.25
5218,4385,43,95,20230323,Marketplace,Completed,26951.08
5219,4144,46,25,20240222,Offline,Pending,39177.47
5220,232,68,41,20230701,Online,Completed,34963.72
5221,1407,60,79,20241205,Online,Completed,27942.12
5222,618,55,34,20240402,Online,Completed,34148.34
5223,4289,18,33,20250731,Offline,Pending,3199.09
5224,3802,35,25,20230312,Marketplace,Completed,36026.14
5225,2982,39,63,20231023,Online,Pending,28656.31
5226,1226,44,54,20260622,Offline,Completed,40423.88
5227,2844,31,79,20260818,Offline,Completed,57480.25
5228,2516,45,143,20260826,Offline,Completed,24511.37
5229,923,52,44,20260810,Online,Completed,14866.49
5230,1431,6,149,20251206,Marketplace,Completed,25575.35
5231,3300,26,48,20230907,Online,Completed,61484.72
5232,3429,54,111,20240115,Marketplace,Completed,31116.54
5233,911,23,7,20250515,Online,Pending,8604.87
5234,2612,22,148,20240426,Marketplace,Completed,12992.72
5235,6,10,116,20250405,Online,Completed,893.69
5236,4046,18,62,20251023,Offline,Completed,44008.11
5237,2552,37,49,20250309,Online,Completed,13184.82
5238,2401,74,122,20260904,Marketplace,Completed,45844.22
5239,3027,18,128,20240117,Online,Completed,42556.41
5240,519,33,57,20240513,Online,Completed,703.95
5241,4810,23,120,20230528,Marketplace,Completed,43628.94
5242,807,64,29,20230804,Online,Completed,19039.58
5243,1188,7,116,20241225,Online,Completed,27741.31
5244,1424,25,64,20250221,Online,Cancelled,36960.32
5245,2065,56,120,20240221,Offline,Completed,42298.29
5246,69,48,116,20250609,Marketplace,Completed,49842.17
5247,2534,77,75,20260209,Offline,Completed,16138.75
5248,1258,5,25,20230308,Offline,Completed,59598.79
5249,1268,49,26,20230312,Offline,Completed,11327.92
5250,3944,8,134,20230723,Offline,Completed,52403.51
5251,747,42,132,20251216,Marketplace,Completed,68922.79
5252,628,17,42,20250611,Marketplace,Completed,53843.72
5253,1112,26,87,20231213,Offline,Completed,56817.61
5254,2836,30,60,20231113,Offline,Completed,3184.73
5255,4011,49,24,20260121,Offline,Completed,22746.06
5256,2096,18,29,20261113,Marketplace,Completed,39036.73
5257,2038,9,2,20231016,Marketplace,Completed,8971.38
5258,4653,28,39,20250615,Offline,Completed,43334.97
5259,665,36,20,20250320,Marketplace,Completed,1391.76
5260,2284,69,2,20260323,Online,Completed,45166.34
5261,1468,10,42,20240426,Marketplace,Completed,59250.6
5262,3747,31,81,20250517,Online,Completed,21334.67
5263,4697,21,5,20250520,Marketplace,Pending,63362.39
5264,1555,16,7,20250101,Offline,Completed,67669.69
5265,814,3,74,20240131,Offline,Completed,55620.09
5266,2147,46,51,20250725,Offline,Completed,47032.31
5267,4778,7,63,20230724,Offline,Completed,67419.76
5268,1650,11,10,20250115,Marketplace,Completed,427.93
5269,769,7,135,20260818,Online,Completed,30354.02
5270,3135,9,76,20230424,Offline,Cancelled,4046.85
5271,2712,41,115,20240424,Offline,Pending,54884.84
5272,90,54,37,20240516,Online,Cancelled,12331.94
5273,3434,10,113,20231014,Offline,Completed,71051.32
5274,652,18,47,20231213,Offline,Completed,24550.68
5275,4495,72,1,20230210,Marketplace,Pending,35927.88
5276,1058,55,143,20240311,Marketplace,Completed,24419.86
5277,2591,68,30,20250216,Online,Completed,68825.6
5278,1085,13,48,20260324,Marketplace,Completed,17595.71
5279,302,3,81,20241104,Online,Pending,4148.62
5280,814,11,10,20241013,Online,Cancelled,58366.46
5281,4393,68,128,20260910,Online,Cancelled,59358.75
5282,801,75,43,20240922,Offline,Completed,1427.12
5283,2872,22,128,20261108,Offline,Pending,26299.44
5284,3412,16,68,20231206,Online,Cancelled,21133.44
5285,33,17,132,20230521,Offline,Completed,21118.21
5286,2873,4,118,20240321,Marketplace,Completed,22724.43
5287,3205,45,57,20260731,Marketplace,Completed,64841.07
5288,1155,31,100,20251004,Marketplace,Completed,8441.14
5289,2179,36,114,20241122,Marketplace,Completed,38111.99
5290,2935,39,62,20240119,Offline,Completed,41318.5
5291,4662,44,40,20250324,Marketplace,Completed,37276.18
5292,4172,45,68,20261026,Online,Completed,38445.2
5293,2729,39,86,20240828,Online,Completed,56028.68
5294,2726,13,119,20241214,Marketplace,Completed,47537.56
5295,2694,66,40,20240612,Online,Completed,30623.04
5296,197,48,28,20250528,Offline,Cancelled,70758.3
5297,135,9,121,20250912,Marketplace,Cancelled,12868.27
5298,1045,33,76,20240306,Online,Completed,33309.97
5299,4815,53,36,20231118,Marketplace,Completed,28570.79
5300,729,77,147,20260108,Marketplace,Completed,10161.7
5301,4045,80,146,20231103,Online,Completed,12152.49
5302,2341,44,32,20231227,Online,Completed,36690.82
5303,3182,75,7,20250727,Online,Completed,29698.99
5304,3041,59,10,20230904,Offline,Completed,23268.9
5305,1895,30,69,20250325,Offline,Completed,61621.31
5306,4758,7,3,20261030,Online,Completed,65908.64
5307,3450,70,49,20231228,Offline,Completed,12471.4
5308,817,3,145,20260606,Offline,Cancelled,50241.32
5309,2392,69,84,20250218,Marketplace,Completed,66510.42
5310,3205,40,100,20231109,Offline,Completed,35957.41
5311,137,3,120,20230630,Online,Completed,52054.86
5312,3943,55,138,20250311,Marketplace,Cancelled,649.46
5313,2888,73,127,20250515,Marketplace,Completed,47230.08
5314,3659,70,117,20260331,Marketplace,Completed,58217.69
5315,503,78,138,20250125,Marketplace,Completed,52350.27
5316,3198,28,140,20240111,Marketplace,Cancelled,37345.31
5317,3060,53,14,20230416,Marketplace,Completed,24297.32
5318,2678,3,8,20241109,Marketplace,Pending,38460.45
5319,2829,67,118,20260227,Marketplace,Pending,68557.64
5320,4076,43,94,20260626,Offline,Completed,59308.71
5321,2306,34,44,20250415,Offline,Completed,46900.31
5322,2753,74,108,20241201,Marketplace,Completed,28731.87
5323,2559,26,29,20251116,Marketplace,Completed,38896.08
5324,373,20,15,20251113,Marketplace,Completed,33574.18
5325,574,7,107,20240313,Online,Completed,49805.38
5326,3680,80,57,20250410,Online,Completed,45507.84
5327,2562,43,6,20230718,Offline,Pending,38673.33
5328,3865,36,112,20250607,Online,Pending,52521.53
5329,1563,19,90,20240114,Online,Completed,13422.31
5330,3982,31,81,20250120,Offline,Cancelled,73198.95
5331,992,39,117,20260505,Online,Completed,36015.19
5332,1935,16,10,20240101,Online,Cancelled,51841.51
5333,2161,45,60,20260529,Online,Completed,33914.97
5334,3753,37,103,20250831,Online,Completed,55391.18
5335,4546,11,137,20240502,Marketplace,Completed,5791.63
5336,1885,16,34,20231130,Online,Cancelled,58302.44
5337,1051,74,49,20250426,Offline,Completed,45853.89
5338,4508,63,41,20240820,Online,Completed,19386.66
5339,4036,74,102,20241028,Marketplace,Pending,58670.73
5340,323,78,21,20240710,Marketplace,Completed,38773.22
5341,244,80,98,20230929,Marketplace,Cancelled,7525.82
5342,1074,13,146,20250204,Offline,Completed,17239.8
5343,2991,57,19,20261108,Offline,Completed,37336.0
5344,2128,70,125,20250303,Online,Completed,16025.21
5345,1689,14,30,20250705,Marketplace,Pending,66549.58
5346,176,37,9,20250825,Online,Completed,40645.51
5347,2787,21,83,20241219,Online,Completed,67297.8
5348,3320,18,73,20240914,Marketplace,Pending,50368.15
5349,190,58,94,20250222,Marketplace,Completed,71084.97
5350,1388,3,119,20260425,Marketplace,Completed,38472.82
5351,1849,1,116,20230925,Online,Completed,50323.11
5352,4690,54,136,20260114,Marketplace,Completed,18242.98
5353,1858,62,1,20240321,Marketplace,Completed,71667.49
5354,4505,80,101,20260305,Offline,Completed,40152.23
5355,1183,75,93,20240606,Marketplace,Cancelled,5540.95
5356,4309,47,110,20250323,Online,Pending,11234.93
5357,606,30,124,20240831,Marketplace,Cancelled,44090.14
5358,1026,68,74,20231023,Marketplace,Completed,59088.28
5359,392,80,104,20250918,Offline,Completed,25733.76
5360,4035,49,49,20240821,Marketplace,Pending,31722.83
5361,3291,24,53,20240817,Online,Completed,9893.97
5362,2843,36,101,20230501,Offline,Completed,5228.84
5363,3559,70,60,20250607,Offline,Completed,12101.12
5364,4874,60,32,20240114,Online,Completed,72524.87
5365,4882,9,143,20241208,Marketplace,Completed,1748.82
5366,3522,17,84,20251001,Marketplace,Completed,19103.3
5367,2277,61,23,20260921,Online,Completed,20425.38
5368,4904,58,125,20251228,Online,Completed,64501.07
5369,4843,7,12,20250217,Marketplace,Completed,67341.23
5370,2382,26,41,20260607,Marketplace,Completed,10191.92
5371,1225,9,148,20260803,Marketplace,Completed,63554.44
5372,2337,76,88,20260208,Offline,Completed,25292.27
5373,4172,1,35,20251220,Marketplace,Completed,49193.05
5374,4530,74,59,20251222,Marketplace,Completed,73956.92
5375,4023,50,54,20240601,Offline,Completed,72430.01
5376,3877,21,82,20260212,Marketplace,Completed,56621.23
5377,1984,75,147,20230209,Offline,Completed,2295.76
5378,4031,14,46,20241120,Marketplace,Pending,56743.73
5379,2202,10,21,20250627,Online,Completed,30269.92
5380,1453,33,91,20231012,Offline,Completed,31227.53
5381,4756,80,115,20250915,Marketplace,Completed,67767.88
5382,4682,8,118,20241221,Marketplace,Completed,52374.5
5383,415,47,75,20261125,Online,Completed,53833.65
5384,1575,59,17,20240930,Marketplace,Completed,12903.24
5385,4085,45,72,20250707,Online,Completed,57736.27
5386,4549,43,121,20261004,Offline,Completed,39489.77
5387,167,71,73,20231014,Online,Pending,41060.52
5388,3284,7,76,20240116,Offline,Completed,40072.54
5389,2306,14,82,20250711,Marketplace,Pending,1077.41
5390,2862,40,4,20230727,Online,Completed,45890.59
5391,2023,4,30,20261004,Offline,Completed,55190.36
5392,4377,20,7,20250117,Online,Completed,51156.61
5393,3780,77,106,20261123,Marketplace,Pending,57431.95
5394,2802,59,138,20230131,Marketplace,Completed,13482.57
5395,3354,11,60,20250922,Marketplace,Completed,71811.47
5396,4467,8,31,20260430,Online,Completed,15495.16
5397,403,24,85,20250419,Online,Completed,74274.47
5398,1281,67,59,20250222,Online,Completed,22028.97
5399,56,29,147,20241115,Marketplace,Completed,5372.48
5400,3930,50,132,20240830,Marketplace,Completed,50422.49
5401,2096,33,16,20260615,Online,Completed,40608.81
5402,2192,46,36,20241208,Online,Cancelled,28955.88
5403,497,50,64,20250812,Offline,Cancelled,27548.84
5404,1052,16,21,20240420,Offline,Completed,22239.32
5405,5000,47,133,20230917,Online,Completed,30791.7
5406,3591,72,32,20261024,Online,Completed,66360.21
5407,4714,29,32,20260516,Online,Completed,33404.06
5408,2011,57,62,20250916,Marketplace,Completed,27336.97
5409,2204,3,135,20260928,Online,Completed,25708.27
5410,2464,34,49,20241221,Online,Completed,36994.87
5411,4852,73,133,20260616,Marketplace,Pending,51357.26
5412,4612,62,149,20230703,Offline,Completed,53234.37
5413,3845,59,39,20230331,Online,Completed,40219.15
5414,1491,47,125,20240327,Online,Completed,51432.38
5415,2112,66,67,20261217,Offline,Cancelled,18590.42
5416,975,55,138,20240126,Marketplace,Completed,66039.86
5417,2158,27,25,20251117,Offline,Completed,70368.57
5418,1401,35,139,20260815,Online,Completed,68627.35
5419,1028,24,38,20231120,Online,Completed,61420.16
5420,2463,57,121,20260912,Marketplace,Pending,23668.4
5421,2381,4,141,20230912,Offline,Completed,21542.72
5422,4641,80,37,20250106,Offline,Completed,46924.16
5423,4285,64,102,20260304,Marketplace,Completed,12000.96
5424,3731,34,45,20260322,Online,Cancelled,32229.51
5425,3881,6,140,20230317,Online,Cancelled,32267.15
5426,3294,34,124,20251223,Marketplace,Completed,73699.84
5427,581,77,36,20250912,Marketplace,Completed,11534.28
5428,603,69,55,20260928,Marketplace,Completed,26276.7
5429,430,48,29,20240224,Online,Completed,39644.57
5430,258,6,145,20231110,Offline,Completed,44549.01
5431,501,51,121,20250130,Online,Completed,14543.43
5432,4477,1,141,20260504,Marketplace,Completed,17165.59
5433,1819,67,15,20230413,Offline,Completed,36701.36
5434,2587,75,110,20240308,Marketplace,Cancelled,64940.03
5435,3989,44,6,20250130,Offline,Completed,40348.65
5436,1606,40,14,20230121,Online,Completed,35453.21
5437,4123,42,66,20231119,Marketplace,Cancelled,26832.52
5438,4976,50,57,20250604,Online,Completed,70943.86
5439,2826,30,140,20250607,Offline,Cancelled,62182.99
5440,4775,7,35,20231203,Marketplace,Completed,63527.06
5441,4994,18,89,20260811,Offline,Completed,61222.39
5442,348,78,78,20260507,Marketplace,Completed,37004.76
5443,4552,52,129,20250421,Marketplace,Completed,14774.33
5444,4771,29,84,20230725,Online,Completed,50473.01
5445,108,27,4,20250218,Offline,Completed,12899.12
5446,3649,71,1,20240524,Marketplace,Completed,12490.83
5447,2191,43,124,20260409,Marketplace,Completed,42016.08
5448,1452,40,98,20231221,Online,Cancelled,19303.6
5449,1935,71,56,20250615,Offline,Completed,23315.89
5450,160,47,114,20250318,Offline,Completed,37166.19
5451,3694,28,21,20230505,Marketplace,Pending,22551.37
5452,807,58,50,20260221,Online,Completed,53671.88
5453,911,26,68,20231121,Marketplace,Completed,57548.27
5454,3305,11,50,20241008,Marketplace,Completed,12615.96
5455,2494,2,43,20261020,Marketplace,Completed,54870.63
5456,1695,77,31,20230803,Offline,Completed,7641.37
5457,4073,55,113,20260821,Marketplace,Completed,6709.38
5458,3779,19,82,20240805,Online,Cancelled,74406.12
5459,2541,29,109,20250719,Marketplace,Completed,40339.92
5460,2660,10,33,20250323,Marketplace,Completed,55315.61
5461,4758,61,30,20261017,Online,Completed,24786.98
5462,2512,49,125,20241108,Online,Completed,72160.21
5463,3269,74,40,20250911,Offline,Completed,47903.16
5464,1866,4,44,20250601,Offline,Pending,55477.63
5465,1990,26,9,20230612,Online,Completed,52402.54
5466,2016,55,86,20250417,Offline,Completed,8199.61
5467,4595,35,35,20260916,Online,Completed,6221.0
5468,4730,4,137,20260806,Marketplace,Cancelled,44482.47
5469,1616,79,91,20231128,Online,Completed,71007.77
5470,2009,78,86,20261230,Online,Cancelled,37667.81
5471,4853,56,3,20231208,Marketplace,Completed,38910.72
5472,3873,69,21,20230409,Online,Pending,11585.11
5473,4028,76,56,20230815,Online,Completed,34022.19
5474,3697,4,89,20250605,Online,Completed,4002.16
5475,336,38,55,20250706,Marketplace,Completed,33527.22
5476,1166,52,113,20240516,Marketplace,Completed,23506.93
5477,4389,17,39,20230901,Offline,Completed,16622.41
5478,2252,62,136,20240803,Offline,Completed,2864.48
5479,4328,4,79,20230326,Online,Completed,7335.37
5480,1646,66,52,20250526,Online,Completed,58292.27
5481,669,8,52,20250526,Online,Completed,21414.29
5482,1447,18,45,20231204,Online,Pending,37455.39
5483,91,63,149,20240209,Offline,Pending,9711.95
5484,2557,11,13,20260304,Online,Completed,73009.61
5485,1730,53,137,20241214,Offline,Cancelled,10291.76
5486,3093,16,108,20250623,Offline,Completed,31461.85
5487,2774,79,26,20240918,Online,Completed,20492.73
5488,4965,3,95,20240824,Marketplace,Completed,26563.57
5489,1354,7,48,20250425,Offline,Completed,34008.26
5490,1797,66,73,20250227,Marketplace,Completed,41001.14
5491,1910,69,39,20230820,Online,Completed,73252.45
5492,2141,54,38,20250125,Marketplace,Completed,30191.12
5493,4085,79,23,20260226,Offline,Completed,62357.53
5494,2586,29,76,20250815,Online,Cancelled,9060.69
5495,4380,26,132,20241031,Marketplace,Completed,29104.87
5496,3805,29,80,20260830,Offline,Cancelled,39446.22
5497,130,62,119,20230225,Offline,Completed,23538.53
5498,4592,49,69,20261025,Marketplace,Completed,31472.15
5499,667,4,67,20241015,Offline,Cancelled,9826.6
5500,3733,80,56,20261123,Marketplace,Completed,55438.92
5501,1298,48,100,20250426,Marketplace,Completed,59512.5
5502,2743,66,140,20251216,Marketplace,Completed,36427.71
5503,3536,67,18,20250311,Online,Pending,3993.61
5504,2655,63,13,20260315,Offline,Completed,3154.56
5505,1267,33,150,20251208,Marketplace,Completed,435.47
5506,4827,36,150,20231123,Marketplace,Cancelled,30546.82
5507,4731,76,93,20240812,Marketplace,Completed,14348.92
5508,81,52,123,20240902,Offline,Completed,72994.37
5509,2003,30,143,20251206,Online,Pending,7922.47
5510,981,61,130,20231024,Marketplace,Cancelled,67406.13
5511,178,7,27,20260815,Online,Completed,27155.31
5512,3919,46,87,20240103,Marketplace,Completed,34043.12
5513,2348,52,135,20250726,Online,Pending,57128.49
5514,353,29,139,20240605,Marketplace,Completed,74489.45
5515,1135,46,110,20260727,Offline,Completed,28979.49
5516,1033,36,37,20240929,Offline,Pending,47041.64
5517,848,66,150,20260206,Offline,Completed,18573.45
5518,2418,48,102,20261027,Marketplace,Completed,33812.58
5519,3598,35,7,20230128,Marketplace,Completed,36151.3
5520,2766,10,21,20240426,Online,Cancelled,12123.23
5521,311,30,84,20230113,Marketplace,Completed,67710.94
5522,2959,4,104,20251116,Online,Completed,48545.13
5523,2856,37,127,20230922,Marketplace,Completed,62451.82
5524,3276,77,27,20250911,Online,Completed,46083.01
5525,1641,32,60,20250311,Online,Completed,14188.07
5526,4236,54,91,20241122,Online,Cancelled,53619.69
5527,336,79,63,20230922,Online,Completed,31816.03
5528,130,77,134,20250516,Marketplace,Completed,35139.84
5529,3786,78,108,20230313,Online,Pending,7088.07
5530,1178,41,80,20231028,Online,Completed,44420.58
5531,3987,18,53,20260628,Marketplace,Completed,74583.58
5532,4407,44,45,20250416,Offline,Completed,23014.23
5533,4539,33,127,20230601,Offline,Completed,68300.88
5534,3776,60,118,20240922,Online,Completed,32774.41
5535,166,75,3,20260225,Marketplace,Completed,16634.44
5536,499,59,123,20230420,Marketplace,Completed,37492.49
5537,2728,58,112,20260906,Marketplace,Completed,45665.29
5538,4111,21,27,20240907,Online,Completed,70537.33
5539,1398,79,15,20260110,Online,Completed,53736.11
5540,3477,20,46,20240107,Offline,Pending,22804.93
5541,2160,41,58,20260401,Marketplace,Completed,41836.88
5542,2889,56,54,20230929,Offline,Completed,60636.05
5543,2538,17,5,20260927,Offline,Completed,47632.45
5544,1535,22,128,20240626,Offline,Cancelled,45071.51
5545,124,49,101,20230105,Marketplace,Completed,44218.99
5546,3297,33,32,20250731,Marketplace,Pending,13928.71
5547,1390,75,26,20230124,Offline,Completed,23317.36
5548,1516,59,104,20260529,Offline,Cancelled,20542.13
5549,2882,11,102,20241122,Marketplace,Cancelled,52228.81
5550,4684,50,120,20251007,Marketplace,Completed,8443.38
