CampaignID,PromotionID,Channel,Cost,Impressions,Clicks,Conversions
617,105,Google Ads,23910.31,367901,8264,945
618,54,Facebook,166483.13,205624,14354,1483
619,141,SMS,16272.89,460387,8171,2839
620,31,Affiliate,140280.75,236629,14556,3054
621,90,Google Ads,66349.39,17285,15640,1762
622,85,Instagram,220340.97,288645,7573,4952
623,139,Facebook,46265.55,271967,20536,4433
624,143,Instagram,3428.44,371071,15270,4341
625,43,Email,237644.71,275938,15337,3148
626,60,Email,57893.07,451649,8946,2891
627,58,Google Ads,142803.52,294946,7264,4229
628,41,Instagram,244368.35,169930,2231,1480
629,148,SMS,186415.28,219005,717,438
630,57,Affiliate,132449.59,220823,23717,806
631,138,Instagram,200738.13,135237,17232,4623
632,75,SMS,113489.46,466622,22754,2617
633,74,SMS,225533.58,29353,13954,585
634,126,Facebook,149264.42,213590,14346,4350
635,105,Google Ads,155851.83,388485,19140,58
636,35,Google Ads,163444.74,173784,17719,3854
637,67,SMS,94998.8,269351,12807,378
638,58,YouTube,118503.32,456837,7265,4070
639,30,SMS,26577.31,112660,17211,3207
640,141,Facebook,142336.1,83359,313,155
641,33,Facebook,117516.85,217342,22168,1036
642,144,Email,128676.19,276911,18619,3819
643,11,Facebook,87772.68,195527,6421,2258
644,109,Affiliate,222218.79,6353,12207,1574
645,80,SMS,215932.81,198262,12962,3738
646,19,Facebook,238257.72,139212,16372,2352
647,96,SMS,214736.41,343943,1242,467
648,114,Google Ads,187732.17,457595,9707,2617
649,62,Instagram,237230.32,226358,21941,2909
650,104,Google Ads,233182.58,131865,323,66
651,148,SMS,162585.34,302383,7586,2525
652,101,YouTube,197824.77,22651,15805,2276
653,101,Instagram,139734.61,394865,16204,4214
654,147,Instagram,49072.54,457724,15766,3857
655,119,Instagram,108702.27,28766,19259,3353
656,18,Email,231849.21,476743,1239,882
657,44,SMS,231580.65,414091,17055,649
658,65,YouTube,66081.73,67745,23750,306
659,105,Instagram,197264.59,427101,11177,828
660,23,Facebook,139276.86,86835,15991,3293
661,30,Email,86377.2,84942,4982,3814
662,79,Instagram,160403.0,298403,1770,781
663,32,Affiliate,204260.95,495949,9678,3253
664,109,Affiliate,193364.29,266321,20111,2306
665,99,Affiliate,229465.56,16711,7115,2634
666,59,Instagram,37109.55,237170,858,266
667,144,Instagram,5691.76,222189,7680,2191
668,10,Facebook,123569.04,145786,21589,4533
669,149,Google Ads,226629.79,159124,21071,2493
670,118,Email,73414.3,393018,17249,1117
671,107,SMS,33199.5,177564,16967,3336
672,44,YouTube,21390.3,189787,4222,1181
673,81,Facebook,130337.97,235331,24118,1291
674,127,SMS,54096.96,78783,9197,233
675,64,Facebook,78719.66,278388,8314,1232
676,87,YouTube,140273.37,429268,23568,4935
677,10,Affiliate,80112.39,120950,7139,3501
678,50,Instagram,115912.42,436901,24499,3026
679,129,Email,42616.08,451034,21860,2693
680,10,Facebook,23655.63,283878,8248,3273
681,104,Google Ads,184572.81,367371,21650,3619
682,24,Instagram,73717.24,400074,13363,4310
683,7,Affiliate,75443.52,258228,11864,1534
684,147,Facebook,76898.19,125996,1495,1066
685,22,Instagram,59409.74,89282,20190,278
686,34,Email,221807.8,276424,23344,4367
687,129,YouTube,225175.75,360300,8270,2745
688,119,Affiliate,202863.26,433158,17326,3179
689,114,SMS,50833.13,178892,4261,756
690,77,SMS,60668.36,363809,19789,3027
691,110,Google Ads,248732.12,446817,19817,2746
692,66,Email,101068.95,200909,263,223
693,45,Google Ads,26687.15,473866,24830,4833
694,89,Email,197344.91,163133,20637,3768
695,85,Email,143655.45,366424,20019,3489
696,3,Google Ads,215368.51,42957,2486,1560
697,27,YouTube,161506.34,330315,4592,2298
698,103,Instagram,244433.82,139586,19050,2831
699,26,SMS,139992.03,338689,6232,816
700,77,Affiliate,199533.32,167769,1134,467
701,3,Instagram,218699.95,144136,9790,2604
702,77,Affiliate,153271.19,289992,1447,970
703,148,Affiliate,184685.47,410183,8586,4183
704,90,SMS,235968.23,382467,2915,540
705,130,YouTube,117244.94,294798,18317,3508
706,131,Facebook,195237.43,235515,19356,3136
707,38,Facebook,91307.64,34879,9435,2781
708,55,Email,41863.13,337814,7723,1994
709,58,Affiliate,112067.23,27513,329,193
710,14,YouTube,185861.56,362986,1763,347
711,73,Instagram,98494.45,249277,18229,1534
712,51,Facebook,74603.39,24412,9213,4871
713,148,Affiliate,201582.09,88133,6549,435
714,133,Instagram,144576.74,493668,5707,1594
715,73,Affiliate,134107.2,58698,3127,2224
716,96,Instagram,31487.06,354866,3310,585
717,136,Email,96864.39,180595,18311,4094
718,39,Affiliate,18138.67,90172,8133,4474
719,20,Instagram,136582.43,137389,21850,3369
720,116,Facebook,240434.35,235079,477,45
721,120,Instagram,150298.96,211783,19978,4745
722,12,Facebook,142338.05,479492,17155,2020
723,37,SMS,43274.43,306245,435,95
724,15,YouTube,235626.59,430564,17324,3157
725,5,Instagram,84290.14,482741,2155,354
726,70,Google Ads,51267.59,483823,14480,3337
727,144,Instagram,151580.75,381661,9560,2107
728,60,Affiliate,74116.33,167416,599,94
729,61,Affiliate,103571.85,489994,14095,1651
730,145,Instagram,159920.47,329001,22513,3645
731,126,Google Ads,62915.64,431500,23926,3755
732,139,Google Ads,200882.94,198165,18941,2110
733,57,Affiliate,1395.43,82114,11816,4869
734,20,Email,224641.48,187025,4442,2332
735,124,Facebook,101958.02,49226,16296,2666
736,56,Email,240194.09,28131,21722,670
737,150,Affiliate,232681.65,252815,13823,2238
738,30,Instagram,134723.3,120508,11666,4584
739,132,Google Ads,182415.4,38331,23494,856
740,51,YouTube,88208.64,298261,19494,1028
741,55,Affiliate,219177.96,35595,1649,342
742,23,Instagram,96800.42,108779,23529,547
743,74,Google Ads,12788.08,109861,2864,1742
744,94,Email,239694.1,63640,13454,1113
745,114,Facebook,226016.96,456343,16412,3992
746,133,Google Ads,60080.74,473401,9499,3675
747,53,Email,164926.53,90003,1219,83
748,111,SMS,113046.23,438844,6045,4287
749,86,Affiliate,202018.03,52812,5676,556
750,110,YouTube,189693.79,311201,18409,1356
751,31,Facebook,102946.29,210089,362,62
752,14,Instagram,29877.53,488971,22258,2978
753,125,Email,152042.95,407524,14086,3939
754,1,Affiliate,195266.17,400042,10215,511
755,73,Instagram,71510.28,353436,17334,3527
756,140,SMS,230786.93,12566,1214,1113
757,5,YouTube,91294.8,167574,21579,946
758,129,YouTube,227941.52,318698,21864,2062
759,56,Google Ads,160374.87,155254,10606,3757
760,111,Facebook,206375.34,460187,23859,1311
761,9,Google Ads,194213.26,20644,6417,1358
762,101,Affiliate,108674.26,421770,16461,119
763,6,Google Ads,190630.85,62644,21527,4185
764,117,Facebook,107059.86,205183,2513,990
765,47,SMS,50489.14,107125,6171,557
766,119,Google Ads,47975.13,324105,15374,2407
767,62,Facebook,160048.79,88680,13471,1576
768,45,SMS,92426.11,436646,12302,2636
769,148,Instagram,199748.58,464065,15313,3977
770,46,YouTube,233407.91,450159,13309,3100
771,67,Email,50627.55,358192,10169,2755
772,144,Google Ads,97920.66,253672,16720,4825
773,91,Google Ads,240866.31,147452,1589,1533
774,112,Instagram,160550.04,109244,14972,477
775,28,Google Ads,212349.63,409328,14132,2924
776,140,Google Ads,218585.86,332393,23599,1349
777,61,Facebook,204759.54,120494,4832,979
778,128,SMS,169358.06,120607,5603,4772
779,103,Affiliate,215325.83,313339,23167,2315
780,72,YouTube,34659.1,250845,4108,2228
781,47,Facebook,154196.57,123093,2491,2238
782,103,Instagram,229036.94,114605,3607,835
783,3,YouTube,114971.89,85424,852,545
784,25,Google Ads,191032.77,264003,3370,1705
785,124,SMS,206704.3,246185,23405,1333
786,83,Email,214609.18,439781,15443,3533
787,55,Facebook,120872.17,323516,23776,4020
788,120,Google Ads,220041.69,358727,15932,775
789,142,Affiliate,101052.12,422907,13166,3235
790,97,Instagram,219435.16,343794,16972,3929
791,118,Affiliate,29818.6,173611,9472,3853
792,3,Instagram,142730.65,69161,1913,808
793,48,YouTube,66149.07,215193,11217,3895
794,40,YouTube,123946.03,278826,20282,4346
795,9,SMS,89572.44,403436,12812,2555
796,50,Email,83374.22,303503,2910,1014
797,79,Affiliate,211409.08,113680,15056,4943
798,55,Affiliate,185059.6,302202,9370,2720
799,17,Facebook,142058.96,314710,16508,3751
800,6,Google Ads,45619.49,162789,11642,256
801,97,Facebook,88600.25,485575,15682,3640
802,148,Email,55972.16,418970,16167,3432
803,77,Google Ads,170171.31,462916,4346,1056
804,40,Email,234007.5,7418,18783,1756
805,34,Email,242957.39,299143,13663,1324
806,4,Facebook,183344.22,459291,10319,519
807,92,Instagram,127387.55,385238,20396,4635
808,79,SMS,12507.26,362395,11363,2239
809,103,SMS,139663.34,383892,9047,2364
810,37,Google Ads,151892.9,49660,11715,1883
811,7,Affiliate,202712.89,18791,12198,2493
812,112,SMS,182162.35,347565,20084,317
813,28,Google Ads,88325.48,297588,19675,4083
814,130,Google Ads,246230.16,231615,19112,4021
815,72,Instagram,188473.64,415573,21572,1553
816,69,Instagram,184435.5,11019,18308,726
817,69,Email,64968.18,375682,8079,3132
818,66,YouTube,141244.98,213219,24945,3578
819,83,Email,81087.98,407734,24718,4557
820,68,Facebook,146346.16,499172,2269,963
821,40,Google Ads,8407.72,107040,21501,4297
822,48,Google Ads,36922.57,49536,20421,2923
823,68,Facebook,85107.73,283687,15630,4922
824,5,Affiliate,223405.85,170193,7248,1860
825,21,Facebook,115136.93,201295,20094,1974
826,32,Facebook,219584.4,251164,14642,4814
827,1,Email,105145.62,468611,8710,549
828,129,SMS,20652.08,140752,7574,3141
829,59,Google Ads,221797.07,204465,16529,1495
830,135,YouTube,137069.64,160142,12670,2835
831,4,YouTube,157304.58,327317,3891,2589
832,27,YouTube,30158.71,197504,15041,3355
833,110,SMS,168785.98,466021,23091,1539
834,20,Facebook,138317.62,68610,2405,311
835,80,Email,40367.93,63196,10559,1819
836,106,YouTube,16544.04,132831,4673,2509
837,118,SMS,70126.94,282372,23808,994
838,126,Instagram,224285.87,306921,9709,2059
839,42,Email,214063.65,461901,10462,1603
840,141,Instagram,183951.99,497668,23342,4526
841,113,SMS,174810.69,185472,21440,4634
842,104,Email,59498.78,235583,5045,2222
843,104,Email,34704.1,255849,2938,736
844,2,Affiliate,236180.98,476639,16815,2672
845,105,SMS,188030.65,402861,9280,3229
846,104,YouTube,231599.99,38281,3066,1616
847,73,Google Ads,153981.86,211481,10580,2749
848,47,Facebook,21795.71,362648,21993,4177
849,113,Instagram,1502.66,159100,12281,312
850,29,SMS,191132.67,23301,19320,3384
851,51,Facebook,92048.64,82657,3618,2546
852,85,Email,45206.0,8314,4573,1731
853,85,YouTube,93452.52,287207,17018,2002
854,21,Affiliate,126584.78,342957,20663,2333
855,24,YouTube,11786.91,385134,14909,4979
856,88,Google Ads,217846.12,306800,12458,4697
857,20,Facebook,166144.24,337173,7550,4160
858,3,Instagram,31173.21,413541,19979,3782
859,27,Instagram,248505.93,474235,23542,732
860,74,YouTube,152642.98,417117,23740,1538
861,113,Facebook,237043.01,334007,15834,3825
862,52,Instagram,238462.29,379144,5612,3899
863,150,SMS,110941.91,211233,21542,1307
864,9,Instagram,64561.75,115633,24154,3897
865,21,Instagram,47897.09,214972,17625,4135
866,21,Facebook,15750.17,90585,11015,4078
867,96,Instagram,98298.24,387329,15328,4199
868,41,SMS,239971.98,481293,7015,355
869,22,Facebook,10148.51,260787,20657,2979
870,41,YouTube,191488.42,130819,19325,3413
871,65,Instagram,47113.59,24967,13874,1046
872,72,Google Ads,34712.82,137586,243,14
873,35,Facebook,27054.63,190416,17921,1125
874,88,Email,104239.13,390333,1680,1303
875,31,Google Ads,231486.15,120127,18208,2001
876,81,Google Ads,64268.13,67405,8475,3520
877,41,Google Ads,140430.84,228981,18387,1560
878,90,Affiliate,7660.43,99653,5792,4108
879,103,Email,20282.12,8834,1100,750
880,50,Instagram,58138.13,396253,4245,264
881,77,SMS,156218.84,222126,23465,1846
882,97,Facebook,229903.79,44533,24770,3606
883,78,SMS,227612.41,133305,1281,1025
884,54,Affiliate,36065.32,111036,13701,2990
885,149,Affiliate,153809.08,72755,17392,2632
886,47,Facebook,145363.17,141697,19708,535
887,122,Facebook,64248.29,413270,11659,4953
888,53,Affiliate,218410.71,443866,13348,1708
889,110,YouTube,205410.7,468177,16772,2978
890,36,Facebook,175925.96,313170,7634,2894
891,24,Google Ads,215390.63,334748,19815,3502
892,114,Google Ads,94006.96,187872,24542,4424
893,69,SMS,222846.27,136540,22353,4538
894,59,Facebook,110754.19,102557,204,111
895,112,SMS,35446.27,325711,1560,573
896,90,Google Ads,57688.49,35778,5063,4708
897,36,Google Ads,222293.27,474096,12263,578
898,78,Affiliate,120101.57,59687,22672,251
899,97,YouTube,26515.55,449378,5612,1092
900,138,SMS,139206.61,463988,621,547
901,58,YouTube,99564.77,230446,13325,2526
902,25,Instagram,15049.31,61893,15683,2675
903,140,Facebook,134443.52,162691,10332,2114
904,76,YouTube,21972.95,192098,23822,70
905,64,Email,92082.28,247888,16419,3685
906,49,Instagram,38637.86,81856,13721,4775
907,70,Email,105065.88,343014,18332,671
908,142,YouTube,50184.31,341068,1930,1252
909,75,Instagram,191611.99,382983,10660,2058
910,17,Facebook,163439.44,355951,21105,1956
911,65,YouTube,212128.73,364223,16183,3074
912,69,Affiliate,244877.18,373060,9814,1453
913,106,YouTube,80855.54,156713,11856,140
914,127,SMS,219504.46,440533,3082,1199
915,97,Email,155939.14,479323,12235,3193
916,95,Email,105643.16,118882,12303,3493
917,87,YouTube,108772.26,431249,23582,265
918,55,Email,219746.73,369079,13014,40
919,2,Facebook,23799.78,50043,2282,33
920,122,Facebook,89738.59,239941,17655,4245
921,96,Affiliate,31088.32,312467,10831,3735
922,16,Email,177791.36,389596,15272,3700
923,102,Email,232751.06,9375,3459,2750
924,123,Email,75085.22,307874,20880,2417
925,144,SMS,75074.44,253891,16685,887
926,79,Email,31496.03,474875,22864,1798
927,121,Instagram,43509.29,271388,12429,1211
928,40,Facebook,164746.66,450595,13650,2562
929,146,Google Ads,235108.04,109104,4675,2838
930,31,Google Ads,229784.64,389789,3154,2316
931,55,Email,15054.89,160701,5475,3760
932,52,Google Ads,145337.41,240835,23487,3216
933,73,SMS,120050.54,318532,4519,3572
934,40,Facebook,16922.21,153702,1297,242
935,1,Instagram,40866.24,177390,1026,65
936,16,Instagram,223987.34,66493,3134,254
937,143,SMS,92596.17,209798,8824,39
938,86,Instagram,154380.56,399659,777,635
939,126,YouTube,180034.24,439314,21347,1681
940,62,Affiliate,235202.85,469214,22906,3209
941,6,SMS,56875.39,299147,7621,4377
942,58,Email,18809.24,23790,9997,456
943,84,YouTube,18603.09,350055,7385,1672
944,143,SMS,53886.6,429080,22441,2644
945,40,YouTube,156502.45,418020,21503,2453
946,79,YouTube,14976.27,335871,22398,2065
947,123,Affiliate,42863.54,101670,4397,2563
948,124,SMS,207039.15,324060,14183,4200
949,32,YouTube,62253.42,468079,10230,4256
950,89,YouTube,209281.05,201382,381,283
951,137,Facebook,238689.74,43010,6697,1708
952,99,Email,227077.55,66654,10817,4067
953,109,Facebook,156333.88,487523,20751,4159
954,20,Facebook,220448.75,258661,23357,297
955,79,Affiliate,66987.4,148324,12367,3844
956,75,Affiliate,198749.3,462952,5366,4411
957,5,Email,214429.32,204312,4875,3658
958,142,Facebook,47390.92,403773,18662,2267
959,68,SMS,60299.07,119896,8183,3598
960,49,Affiliate,206074.87,213000,20350,4013
961,12,Email,162687.77,106692,12295,1225
962,53,SMS,118214.2,54180,6105,2452
963,45,Affiliate,126430.88,472941,13202,1978
964,144,Instagram,214717.25,463983,1930,1181
965,65,Google Ads,62360.47,359310,24211,3198
966,110,YouTube,216684.02,384933,15586,687
967,145,SMS,243104.86,194524,24110,4401
968,141,Instagram,118062.02,469939,2641,875
969,50,Email,24131.77,64417,19836,1168
970,82,Facebook,131460.61,256703,15784,497
971,85,SMS,63845.87,183136,7716,2969
972,25,Email,57327.27,258470,16956,2194
973,127,Email,194027.84,217070,12011,830
974,53,SMS,221210.45,141462,20536,494
975,73,SMS,223604.3,229069,901,373
976,2,Affiliate,246424.52,430576,17702,188
977,91,SMS,63813.45,257627,7196,3780
978,128,YouTube,150397.2,66300,4795,4438
979,20,Email,145917.22,202147,22245,3846
980,34,Facebook,249030.71,423112,603,505
981,148,Facebook,4706.39,321992,19751,587
982,79,Instagram,25608.93,194881,4425,2959
983,10,SMS,215832.02,199347,8208,1876
984,105,SMS,187251.29,244527,11754,1549
985,27,Instagram,230906.09,372234,24996,896
986,7,YouTube,234417.88,291089,11852,3338
987,132,Facebook,103004.32,54853,24933,2708
988,25,Email,94443.44,269511,20720,3475
989,141,Instagram,82531.43,61883,20536,1739
990,33,Email,22174.6,453624,9857,4364
991,7,SMS,217564.21,13670,21423,2666
992,54,Email,33877.61,27544,12992,224
993,30,YouTube,245496.37,352550,18381,732
994,146,Instagram,165229.54,335552,16336,3903
995,66,SMS,181277.59,410543,17885,4383
996,27,SMS,56714.37,394233,18488,4938
997,146,Email,53120.8,362404,8477,219
998,75,YouTube,207397.23,316428,23608,4209
999,84,Affiliate,5833.4,135187,17825,2449
1000,36,Facebook,180742.02,277285,20440,3598
1001,70,YouTube,94813.78,57603,19638,1923
1002,75,SMS,181574.72,404607,10266,955
1003,62,SMS,19116.51,383474,24088,2166
1004,101,Affiliate,13778.64,491654,2279,548
1005,65,Email,23179.71,393050,3253,2421
1006,44,SMS,187385.0,297878,16279,3933
1007,59,Facebook,107168.56,259028,2464,161
1008,140,Facebook,170409.43,317741,7978,2787
1009,92,SMS,195560.56,99285,6304,45
1010,75,Email,130210.69,196287,1286,700
1011,71,Email,124914.52,492167,18087,4065
1012,149,Facebook,136648.33,355507,7914,3999
1013,105,Email,42933.07,227178,3874,2152
1014,2,Google Ads,242252.98,251593,14309,4472
1015,57,Affiliate,204259.8,490963,3382,1172
1016,89,Affiliate,69511.26,462924,22708,2784
1017,97,YouTube,209191.15,240852,5961,253
1018,74,SMS,196193.07,398406,12866,2877
1019,98,Instagram,113565.15,127847,21167,1195
1020,110,YouTube,159089.21,460661,12228,1577
1021,20,Facebook,204403.57,361811,5568,4744
1022,71,SMS,101597.47,309436,14075,2075
1023,28,Affiliate,1800.36,140457,1930,1489
1024,38,Facebook,214293.53,35449,24718,1263
1025,130,Facebook,57709.74,481110,2313,1719
1026,126,Google Ads,68228.37,415483,5369,4391
1027,106,Facebook,127330.58,487118,18350,3438
1028,45,Affiliate,66737.92,199235,22383,1027
1029,142,Instagram,225736.78,350232,1313,623
1030,107,Email,160348.97,308455,6290,4069
1031,75,Email,211761.75,59545,15459,572
1032,109,YouTube,121466.99,202609,9289,2330
1033,20,Email,116441.16,81306,16912,1271
1034,18,SMS,197985.82,273041,15489,1358
1035,13,Facebook,46035.51,137497,24637,4255
1036,119,Affiliate,164062.52,246029,3709,2050
1037,12,Facebook,170986.25,272309,9166,421
1038,22,Affiliate,206544.66,192722,15867,1444
1039,74,Google Ads,209785.09,208976,15319,862
1040,93,Instagram,16500.53,375855,12024,2345
1041,69,YouTube,210685.9,346765,5164,3181
1042,96,YouTube,132124.08,332239,13968,3512
1043,119,Google Ads,85921.44,355051,6283,3488
1044,105,YouTube,151361.02,11701,18333,3755
1045,128,Facebook,223826.77,55202,15559,2370
1046,128,Instagram,164070.08,163505,20907,3689
1047,48,SMS,21652.72,44005,5870,204
1048,87,Affiliate,216001.57,380203,22033,3901
1049,31,Affiliate,144849.31,113618,15879,371
1050,71,Instagram,223732.26,264106,2776,1364
1051,57,YouTube,113169.54,412208,21126,4863
1052,86,Facebook,176637.28,65532,24500,1689
1053,3,Email,50014.24,91897,20550,537
1054,97,Affiliate,73046.5,255334,939,931
1055,132,Instagram,78330.95,206134,7771,3627
1056,142,Facebook,157475.58,150518,22195,1880
1057,103,YouTube,47552.66,279315,12091,2866
1058,21,YouTube,6175.18,30027,10610,3450
1059,138,Affiliate,166062.98,255538,14918,1692
1060,62,SMS,117929.54,77444,790,97
1061,45,YouTube,195595.72,201517,10512,3365
1062,21,Email,106936.17,199518,2893,951
1063,91,SMS,233481.34,119892,828,420
1064,148,Affiliate,11466.33,206882,20636,2273
1065,5,Email,60775.17,22654,8710,2410
1066,139,Instagram,104323.43,129050,3187,3067
1067,6,YouTube,15340.05,68250,9184,4516
1068,142,Affiliate,170205.83,358953,5771,3295
1069,27,Instagram,182166.86,498064,20704,3974
1070,54,Facebook,156398.75,481564,9132,566
1071,100,Affiliate,235535.49,415885,7094,3910
1072,91,Instagram,142086.21,441228,116,114
1073,143,Google Ads,78117.62,421016,22962,749
1074,67,SMS,235702.84,468504,14451,2921
1075,21,SMS,225847.01,212723,956,713
1076,70,Instagram,133569.98,137223,22799,2774
1077,64,Affiliate,67264.9,7532,398,215
1078,44,YouTube,218395.7,9380,11053,695
1079,67,YouTube,4547.99,459323,14315,4154
1080,148,YouTube,193288.63,136545,13291,259
1081,126,Facebook,161379.54,305039,21041,1135
1082,14,Google Ads,140622.57,262420,5870,1861
1083,150,SMS,127716.2,271259,23136,3185
1084,66,YouTube,124580.85,219288,2263,219
1085,150,Affiliate,34036.49,191422,5408,2053
1086,128,SMS,84024.3,136186,10054,4691
1087,35,Instagram,173942.84,405384,12069,1336
1088,49,Google Ads,78859.62,15811,5922,2376
1089,37,Instagram,180588.49,143802,18506,3238
1090,50,Email,247072.25,113229,17075,1970
1091,37,YouTube,143915.26,437716,12645,3535
1092,144,Instagram,235508.51,331040,23549,2840
1093,49,Facebook,204487.74,259122,1029,646
1094,61,SMS,120625.47,309293,14564,3121
1095,13,SMS,124750.3,426398,228,118
1096,139,YouTube,121974.9,141723,3284,446
1097,47,Instagram,14639.99,326996,16292,2207
1098,115,Google Ads,66503.65,77865,14798,2286
1099,42,Email,190964.07,36251,8757,4693
1100,21,Facebook,241202.46,33161,16301,518
1101,123,Google Ads,114345.09,91874,23900,2003
1102,85,YouTube,73057.69,441080,23545,17
1103,136,SMS,141748.32,327635,19582,2649
1104,83,Facebook,213559.32,285240,14146,281
1105,82,Affiliate,229056.1,444139,15338,1182
1106,66,Affiliate,123420.52,429945,4068,2392
1107,113,Instagram,99301.77,497276,2788,2524
1108,131,SMS,39800.62,314962,15881,4726
1109,101,SMS,8221.99,453808,16514,2489
1110,31,Google Ads,183144.84,334307,21589,113
1111,45,SMS,29186.57,373170,16246,4128
1112,101,Affiliate,124531.1,462051,12735,955
1113,134,Facebook,29012.34,143634,15680,3292
1114,119,Affiliate,70838.67,110147,24081,363
1115,74,Instagram,228803.14,32833,14799,933
1116,82,Facebook,1190.65,435754,11109,660
1117,75,Affiliate,87517.66,364223,1893,921
1118,82,Email,195738.08,235328,21771,4242
1119,50,Google Ads,96742.09,265981,554,120
1120,36,YouTube,75057.29,306787,21377,2970
1121,128,Affiliate,188977.06,434312,10340,2410
1122,125,Email,205695.22,493198,13972,2994
1123,143,Facebook,181165.43,430619,12630,4353
1124,62,Google Ads,191163.41,368671,11048,3440
1125,101,Google Ads,188943.77,140078,15216,3553
1126,47,Google Ads,137749.76,388487,6549,3486
1127,30,Email,215954.39,97976,22262,76
1128,107,Instagram,109525.52,294576,22702,3507
1129,116,Google Ads,45362.61,60820,2810,530
1130,73,Facebook,81973.56,298552,9008,3271
1131,54,Facebook,100783.23,130685,14646,3557
1132,102,Instagram,207597.36,140534,2247,817
1133,144,Affiliate,187790.13,297586,5637,422
1134,127,Facebook,91896.52,189083,9785,1323
1135,60,Email,19280.42,216898,7951,574
1136,144,Instagram,93609.02,77022,24632,1827
1137,62,Email,31472.03,150958,414,16
1138,97,Affiliate,128923.96,78125,2905,2467
1139,148,Affiliate,114037.1,270532,9597,162
1140,115,Instagram,129768.16,25586,5870,4539
1141,91,SMS,111226.39,460098,17364,3398
1142,2,Instagram,226144.09,251498,19782,1750
1143,85,Email,8323.41,69480,12866,3413
1144,54,Google Ads,16829.9,392374,13042,3927
1145,136,SMS,70416.19,350721,24151,3784
1146,43,Google Ads,157183.16,367903,15270,3193
1147,85,Instagram,31629.7,436812,11783,4413
1148,13,YouTube,216929.83,172042,21860,967
1149,78,YouTube,57049.34,438248,2042,1256
1150,115,SMS,190286.54,244018,23967,2893
1151,10,Email,95460.12,105220,17643,608
1152,92,YouTube,219565.51,443861,15028,1828
1153,24,Google Ads,87640.79,38496,11301,3884
1154,99,SMS,13404.09,466078,20705,4896
1155,67,Google Ads,28874.44,250426,3548,2740
1156,135,YouTube,243849.4,203591,11164,4600
1157,131,SMS,207828.75,374599,5972,308
1158,87,Instagram,130330.98,42983,694,454
1159,94,Facebook,187600.56,161964,2084,1783
1160,78,YouTube,236642.61,232308,10538,3322
1161,120,Facebook,106807.48,253931,8730,3868
1162,68,YouTube,5723.61,109691,24581,3005
1163,90,Instagram,62557.53,171733,24423,685
1164,26,SMS,84730.37,448579,16912,197
1165,7,Google Ads,125345.22,211578,11661,2736
1166,120,Instagram,119832.05,411547,5067,86
1167,41,Google Ads,68177.6,206506,5946,2829
1168,55,Affiliate,186195.23,42066,21498,3705
1169,123,Facebook,28667.04,465966,13185,2730
1170,130,Instagram,232649.68,21884,12429,202
1171,6,Google Ads,124211.54,336792,9261,4177
1172,66,Affiliate,17556.11,72027,3465,866
1173,47,Affiliate,131522.38,84063,10831,3522
1174,143,Affiliate,110491.14,430866,11697,3815
1175,16,Google Ads,15338.0,262565,22034,491
1176,24,Instagram,177737.9,293126,20812,3586
1177,7,YouTube,136587.34,113158,17813,557
1178,68,Google Ads,142044.07,435818,22549,2893
1179,12,SMS,55363.57,286189,4107,2679
1180,131,YouTube,186982.45,388930,12904,182
1181,56,Instagram,197990.53,481527,7773,1075
1182,90,Email,63489.92,98508,7339,2642
1183,24,Instagram,58567.12,344162,6295,2468
1184,74,Google Ads,55769.16,488381,717,654
1185,21,Affiliate,233168.35,486385,6509,547
1186,146,YouTube,156350.08,105957,19773,2645
1187,81,Affiliate,50433.71,418476,3951,112
1188,16,Affiliate,19236.77,79147,1048,288
1189,63,YouTube,231650.44,169169,24679,4326
1190,64,Affiliate,45910.26,224171,18739,438
1191,33,SMS,213818.3,454551,19594,596
1192,16,Email,165451.68,168510,12085,4480
1193,97,Affiliate,38573.5,377104,8117,1493
1194,10,YouTube,22857.16,333535,19495,2760
1195,135,Email,63100.0,196782,24736,2133
1196,38,Affiliate,201381.73,470707,16087,1503
1197,148,Google Ads,115417.34,88623,9531,3547
1198,8,Email,123741.29,250865,22982,150
1199,113,YouTube,10632.04,49782,2125,353
1200,72,Affiliate,214779.77,469140,7709,4821
1201,67,YouTube,126596.21,452855,8938,2291
1202,146,Instagram,25482.86,164258,3838,141
1203,27,Google Ads,49043.77,168794,16841,1917
1204,27,Facebook,117257.9,434340,10984,4684
1205,63,Affiliate,191178.39,66522,20674,3757
1206,83,Affiliate,29858.44,235792,20708,1421
1207,109,SMS,127814.33,426042,8439,1813
1208,123,Affiliate,61608.89,34991,14325,3500
1209,94,SMS,14761.91,439679,5584,4535
1210,12,Google Ads,208758.29,280271,11056,4049
1211,27,SMS,199431.69,96076,17715,406
1212,135,Instagram,169466.59,242975,21652,3305
1213,140,Google Ads,107946.37,168411,9463,3687
1214,77,Email,193249.85,420981,9482,1093
1215,122,Affiliate,191522.38,233541,19518,1209
1216,135,Affiliate,47276.02,155495,2461,764
1217,8,Google Ads,83973.36,363149,12484,2664
1218,10,Affiliate,206516.43,231013,24444,1069
1219,69,YouTube,44829.19,328475,14332,2433
1220,51,Facebook,234189.0,149827,2028,1310
1221,70,SMS,192712.82,432787,17211,4150
1222,116,SMS,231726.36,152735,23105,4887
1223,28,Google Ads,52462.89,421020,15113,363
1224,54,Affiliate,100340.33,239437,17786,1815
1225,139,Instagram,34292.3,73109,13486,2366
