ShipmentID,OrderID,Courier,DispatchDate,DeliveryDate,DeliveryStatus
7527,7527,Delhivery,2026-08-17,2026-08-19,Delivered
7528,7528,Ecom Express,2026-03-09,2026-03-15,Delivered
7529,7529,Delhivery,2024-04-13,2024-04-19,Delivered
7530,7530,Ecom Express,2025-01-08,2025-01-10,Returned
7531,7531,XpressBees,2025-11-15,2025-11-16,Delivered
7532,7532,Ecom Express,2024-09-19,2024-09-20,Pending
7533,7533,BlueDart,2025-03-13,2025-03-18,In Transit
7534,7534,Delhivery,2024-02-06,2024-02-11,Delivered
7535,7535,XpressBees,2026-10-27,2026-11-01,Delivered
7536,7536,XpressBees,2025-08-25,2025-08-27,Delivered
7537,7537,XpressBees,2026-10-20,2026-10-25,Delivered
7538,7538,Ecom Express,2023-12-11,2023-12-17,Pending
7539,7539,Delhivery,2024-12-24,2024-12-28,Pending
7540,7540,Ecom Express,2025-02-02,2025-02-06,Delivered
7541,7541,XpressBees,2024-07-28,2024-08-04,Delivered
7542,7542,Ecom Express,2025-01-27,2025-01-28,Delivered
7543,7543,DTDC,2025-06-25,2025-07-01,Delivered
7544,7544,DTDC,2025-11-04,2025-11-08,Delivered
7545,7545,Ecom Express,2023-02-16,2023-02-23,Delivered
7546,7546,BlueDart,2025-05-25,2025-05-27,Delivered
7547,7547,Ecom Express,2026-03-02,2026-03-07,Delivered
7548,7548,Delhivery,2026-10-14,2026-10-19,Delivered
7549,7549,XpressBees,2023-02-12,2023-02-14,Delivered
7550,7550,Delhivery,2026-08-11,2026-08-12,Delivered
7551,7551,Delhivery,2023-07-07,2023-07-13,Delivered
7552,7552,BlueDart,2025-02-20,2025-02-25,Delivered
7553,7553,BlueDart,2025-01-14,2025-01-21,In Transit
7554,7554,Ecom Express,2025-05-22,2025-05-24,Delivered
7555,7555,XpressBees,2024-10-13,2024-10-19,Returned
7556,7556,Delhivery,2026-01-17,2026-01-21,Delivered
7557,7557,BlueDart,2026-06-02,2026-06-09,Delivered
7558,7558,BlueDart,2024-04-24,2024-05-01,In Transit
7559,7559,XpressBees,2026-11-06,2026-11-09,Delivered
7560,7560,XpressBees,2025-09-04,2025-09-10,Returned
7561,7561,BlueDart,2024-06-02,2024-06-07,Delivered
7562,7562,DTDC,2023-05-13,2023-05-19,Delivered
7563,7563,Delhivery,2026-08-07,2026-08-11,Delivered
7564,7564,Ecom Express,2025-07-09,2025-07-15,Pending
7565,7565,Delhivery,2026-06-24,2026-07-01,Delivered
7566,7566,BlueDart,2025-05-02,2025-05-07,Delivered
7567,7567,Ecom Express,2023-04-15,2023-04-22,Delivered
7568,7568,BlueDart,2026-08-18,2026-08-23,Delivered
7569,7569,Ecom Express,2025-01-28,2025-01-29,Delivered
7570,7570,Delhivery,2023-11-22,2023-11-26,Delivered
7571,7571,Ecom Express,2023-11-07,2023-11-14,Delivered
7572,7572,Ecom Express,2024-03-20,2024-03-27,Delivered
7573,7573,Delhivery,2024-07-24,2024-07-29,Delivered
7574,7574,Ecom Express,2023-10-26,2023-11-01,Delivered
7575,7575,DTDC,2025-05-11,2025-05-14,Delivered
7576,7576,BlueDart,2026-01-18,2026-01-25,Delivered
7577,7577,BlueDart,2024-02-02,2024-02-03,In Transit
7578,7578,Ecom Express,2024-05-13,2024-05-16,Pending
7579,7579,DTDC,2025-12-13,2025-12-19,Delivered
7580,7580,Delhivery,2026-08-16,2026-08-22,Delivered
7581,7581,BlueDart,2023-09-01,2023-09-05,Delivered
7582,7582,BlueDart,2025-01-23,2025-01-29,Delivered
7583,7583,Ecom Express,2024-03-30,2024-03-31,Delivered
7584,7584,XpressBees,2024-12-17,2024-12-18,Delivered
7585,7585,Ecom Express,2023-11-05,2023-11-06,Returned
7586,7586,XpressBees,2026-12-14,2026-12-21,Delivered
7587,7587,DTDC,2025-09-14,2025-09-15,Delivered
7588,7588,BlueDart,2025-01-24,2025-01-25,In Transit
7589,7589,XpressBees,2024-09-01,2024-09-08,Delivered
7590,7590,DTDC,2025-05-09,2025-05-15,Delivered
7591,7591,DTDC,2025-02-04,2025-02-10,Delivered
7592,7592,BlueDart,2024-08-01,2024-08-06,Delivered
7593,7593,Ecom Express,2026-09-22,2026-09-25,Delivered
7594,7594,Delhivery,2024-06-05,2024-06-10,Delivered
7595,7595,BlueDart,2026-08-01,2026-08-03,Delivered
7596,7596,XpressBees,2026-11-14,2026-11-20,Delivered
7597,7597,Ecom Express,2026-04-29,2026-05-02,Delivered
7598,7598,BlueDart,2024-05-29,2024-05-31,Delivered
7599,7599,XpressBees,2026-11-06,2026-11-10,Delivered
7600,7600,XpressBees,2024-01-09,2024-01-16,Delivered
7601,7601,BlueDart,2026-10-19,2026-10-23,Delivered
7602,7602,DTDC,2023-08-20,2023-08-21,Delivered
7603,7603,Ecom Express,2026-08-27,2026-08-29,Delivered
7604,7604,Delhivery,2024-12-25,2024-12-28,Delivered
7605,7605,DTDC,2026-04-08,2026-04-15,Delivered
7606,7606,BlueDart,2023-11-06,2023-11-12,Delivered
7607,7607,BlueDart,2025-04-08,2025-04-09,Delivered
7608,7608,Ecom Express,2025-04-02,2025-04-05,Returned
7609,7609,XpressBees,2025-09-26,2025-09-28,Delivered
7610,7610,Delhivery,2024-11-14,2024-11-16,Delivered
7611,7611,BlueDart,2023-10-03,2023-10-04,Delivered
7612,7612,Ecom Express,2025-08-26,2025-08-30,Delivered
7613,7613,XpressBees,2025-10-21,2025-10-28,Delivered
7614,7614,DTDC,2023-11-24,2023-11-25,In Transit
7615,7615,Delhivery,2024-05-26,2024-05-29,Delivered
7616,7616,XpressBees,2025-09-07,2025-09-09,Pending
7617,7617,XpressBees,2024-03-01,2024-03-02,Delivered
7618,7618,Delhivery,2023-01-11,2023-01-16,Delivered
7619,7619,Delhivery,2023-10-12,2023-10-13,Delivered
7620,7620,DTDC,2023-12-09,2023-12-16,Delivered
7621,7621,XpressBees,2024-04-23,2024-04-26,Delivered
7622,7622,BlueDart,2024-10-11,2024-10-17,In Transit
7623,7623,BlueDart,2024-10-19,2024-10-24,In Transit
7624,7624,Ecom Express,2025-06-20,2025-06-24,Delivered
7625,7625,DTDC,2026-09-13,2026-09-20,Delivered
7626,7626,BlueDart,2024-01-19,2024-01-20,Delivered
7627,7627,Delhivery,2023-03-07,2023-03-13,Delivered
7628,7628,Ecom Express,2025-07-18,2025-07-23,Returned
7629,7629,BlueDart,2023-09-27,2023-09-28,In Transit
7630,7630,Delhivery,2026-09-09,2026-09-16,Pending
7631,7631,Ecom Express,2025-03-01,2025-03-02,Delivered
7632,7632,BlueDart,2024-07-19,2024-07-21,Delivered
7633,7633,XpressBees,2023-02-27,2023-03-04,Delivered
7634,7634,XpressBees,2025-05-06,2025-05-09,Delivered
7635,7635,Delhivery,2025-01-05,2025-01-08,Delivered
7636,7636,Ecom Express,2025-02-11,2025-02-14,Delivered
7637,7637,DTDC,2024-01-13,2024-01-15,Delivered
7638,7638,Ecom Express,2026-02-03,2026-02-04,Delivered
7639,7639,XpressBees,2025-09-14,2025-09-21,In Transit
7640,7640,DTDC,2025-07-09,2025-07-11,Delivered
7641,7641,Ecom Express,2023-02-19,2023-02-26,Delivered
7642,7642,Delhivery,2025-10-16,2025-10-21,Pending
7643,7643,Delhivery,2023-12-09,2023-12-12,Delivered
7644,7644,DTDC,2024-02-12,2024-02-14,In Transit
7645,7645,XpressBees,2024-03-21,2024-03-27,Delivered
7646,7646,Delhivery,2025-05-04,2025-05-11,Delivered
7647,7647,BlueDart,2024-06-26,2024-07-03,Pending
7648,7648,XpressBees,2026-10-15,2026-10-21,Delivered
7649,7649,XpressBees,2025-01-06,2025-01-09,In Transit
7650,7650,XpressBees,2025-09-05,2025-09-12,Returned
7651,7651,DTDC,2025-12-18,2025-12-19,Delivered
7652,7652,XpressBees,2025-09-27,2025-10-01,Pending
7653,7653,DTDC,2025-09-03,2025-09-08,In Transit
7654,7654,DTDC,2023-07-14,2023-07-16,Delivered
7655,7655,XpressBees,2025-07-15,2025-07-16,Delivered
7656,7656,DTDC,2026-05-18,2026-05-24,Delivered
7657,7657,DTDC,2025-09-21,2025-09-26,Delivered
7658,7658,Ecom Express,2024-07-12,2024-07-19,Delivered
7659,7659,Delhivery,2025-02-07,2025-02-10,In Transit
7660,7660,BlueDart,2023-09-29,2023-10-03,Pending
7661,7661,XpressBees,2026-12-11,2026-12-14,Delivered
7662,7662,XpressBees,2023-02-14,2023-02-16,Delivered
7663,7663,BlueDart,2026-08-22,2026-08-24,Delivered
7664,7664,XpressBees,2025-09-30,2025-10-06,Returned
7665,7665,DTDC,2024-04-03,2024-04-09,Delivered
7666,7666,Ecom Express,2024-09-05,2024-09-12,Delivered
7667,7667,BlueDart,2026-05-03,2026-05-05,In Transit
7668,7668,Delhivery,2023-12-25,2023-12-31,In Transit
7669,7669,BlueDart,2024-02-24,2024-03-01,Delivered
7670,7670,DTDC,2023-10-25,2023-10-30,Delivered
7671,7671,DTDC,2024-03-25,2024-03-26,Delivered
7672,7672,Ecom Express,2026-09-06,2026-09-09,Delivered
7673,7673,DTDC,2025-09-16,2025-09-23,In Transit
7674,7674,DTDC,2024-10-30,2024-11-06,Delivered
7675,7675,Delhivery,2026-04-18,2026-04-22,Delivered
7676,7676,Ecom Express,2025-01-04,2025-01-11,Delivered
7677,7677,BlueDart,2023-01-07,2023-01-13,Delivered
7678,7678,Ecom Express,2024-11-20,2024-11-22,In Transit
7679,7679,DTDC,2023-01-17,2023-01-23,Delivered
7680,7680,DTDC,2026-05-30,2026-05-31,Delivered
7681,7681,BlueDart,2024-11-27,2024-11-29,Pending
7682,7682,XpressBees,2025-04-15,2025-04-21,Delivered
7683,7683,Delhivery,2024-03-14,2024-03-15,Pending
7684,7684,Ecom Express,2026-11-14,2026-11-19,Pending
7685,7685,XpressBees,2025-01-11,2025-01-13,Delivered
7686,7686,Delhivery,2026-12-18,2026-12-24,Delivered
7687,7687,BlueDart,2025-02-05,2025-02-08,Delivered
7688,7688,DTDC,2023-03-17,2023-03-24,Delivered
7689,7689,XpressBees,2026-01-17,2026-01-19,Delivered
7690,7690,DTDC,2023-05-08,2023-05-12,Delivered
7691,7691,BlueDart,2025-03-03,2025-03-09,In Transit
7692,7692,DTDC,2023-07-08,2023-07-14,Delivered
7693,7693,DTDC,2026-03-28,2026-04-01,Delivered
7694,7694,DTDC,2024-05-30,2024-06-01,Delivered
7695,7695,BlueDart,2025-09-01,2025-09-03,Delivered
7696,7696,XpressBees,2025-04-18,2025-04-19,Delivered
7697,7697,DTDC,2024-10-09,2024-10-14,Pending
7698,7698,Ecom Express,2023-03-02,2023-03-05,Delivered
7699,7699,Ecom Express,2023-04-13,2023-04-19,In Transit
7700,7700,DTDC,2025-03-28,2025-03-29,Returned
7701,7701,DTDC,2024-08-09,2024-08-13,Delivered
7702,7702,Delhivery,2025-10-26,2025-11-02,Delivered
7703,7703,XpressBees,2026-02-27,2026-03-02,Delivered
7704,7704,DTDC,2023-02-18,2023-02-20,Delivered
7705,7705,DTDC,2024-05-14,2024-05-21,Delivered
7706,7706,BlueDart,2025-04-17,2025-04-22,Delivered
7707,7707,BlueDart,2023-11-12,2023-11-18,Delivered
7708,7708,Ecom Express,2023-06-01,2023-06-02,Returned
7709,7709,DTDC,2025-05-30,2025-06-05,Returned
7710,7710,Delhivery,2025-07-03,2025-07-09,Delivered
7711,7711,Delhivery,2024-08-30,2024-09-04,Delivered
7712,7712,XpressBees,2026-10-31,2026-11-05,Delivered
7713,7713,DTDC,2024-01-26,2024-01-28,Delivered
7714,7714,DTDC,2026-01-22,2026-01-24,Delivered
7715,7715,Delhivery,2023-07-05,2023-07-09,Delivered
7716,7716,Ecom Express,2026-08-23,2026-08-28,Pending
7717,7717,XpressBees,2025-01-21,2025-01-24,Delivered
7718,7718,Ecom Express,2026-04-06,2026-04-13,Delivered
7719,7719,XpressBees,2026-08-14,2026-08-20,Delivered
7720,7720,Ecom Express,2025-01-01,2025-01-08,Delivered
7721,7721,BlueDart,2026-03-19,2026-03-21,Pending
7722,7722,DTDC,2025-10-17,2025-10-24,Delivered
7723,7723,Ecom Express,2026-05-28,2026-05-31,Delivered
7724,7724,Delhivery,2026-08-16,2026-08-21,Delivered
7725,7725,DTDC,2024-03-11,2024-03-14,Delivered
7726,7726,Delhivery,2023-11-15,2023-11-21,Delivered
7727,7727,Delhivery,2024-01-06,2024-01-11,Delivered
7728,7728,Delhivery,2025-11-02,2025-11-09,Delivered
7729,7729,BlueDart,2023-11-13,2023-11-15,Delivered
7730,7730,DTDC,2023-05-19,2023-05-20,Pending
7731,7731,BlueDart,2023-06-19,2023-06-21,Delivered
7732,7732,DTDC,2026-05-05,2026-05-10,Delivered
7733,7733,Ecom Express,2024-09-01,2024-09-08,Delivered
7734,7734,BlueDart,2025-06-21,2025-06-23,Delivered
7735,7735,BlueDart,2024-10-21,2024-10-26,Delivered
7736,7736,DTDC,2026-04-24,2026-04-26,Delivered
7737,7737,DTDC,2026-05-16,2026-05-20,In Transit
7738,7738,Delhivery,2026-02-06,2026-02-10,Returned
7739,7739,DTDC,2026-12-22,2026-12-27,Delivered
7740,7740,BlueDart,2024-07-05,2024-07-07,Delivered
7741,7741,Delhivery,2025-11-28,2025-11-30,Delivered
7742,7742,Delhivery,2025-08-18,2025-08-25,Delivered
7743,7743,Ecom Express,2025-01-13,2025-01-19,Delivered
7744,7744,Delhivery,2026-08-07,2026-08-14,Delivered
7745,7745,BlueDart,2026-02-27,2026-03-03,Delivered
7746,7746,XpressBees,2024-04-23,2024-04-25,Delivered
7747,7747,Ecom Express,2024-03-16,2024-03-19,Delivered
7748,7748,Ecom Express,2024-08-23,2024-08-28,Delivered
7749,7749,DTDC,2025-01-19,2025-01-21,Delivered
7750,7750,BlueDart,2025-11-03,2025-11-06,In Transit
7751,7751,XpressBees,2024-11-24,2024-11-28,Delivered
7752,7752,Delhivery,2023-09-30,2023-10-01,Delivered
7753,7753,BlueDart,2025-02-01,2025-02-03,Returned
7754,7754,Ecom Express,2025-12-12,2025-12-17,Delivered
7755,7755,Delhivery,2026-05-28,2026-06-02,Delivered
7756,7756,BlueDart,2025-06-20,2025-06-23,Delivered
7757,7757,XpressBees,2024-11-04,2024-11-06,Delivered
7758,7758,Ecom Express,2025-12-22,2025-12-28,Delivered
7759,7759,BlueDart,2025-11-26,2025-11-28,Delivered
7760,7760,XpressBees,2026-08-07,2026-08-09,Delivered
7761,7761,BlueDart,2026-10-19,2026-10-24,Pending
7762,7762,Ecom Express,2026-01-24,2026-01-26,Delivered
7763,7763,Ecom Express,2025-03-28,2025-03-29,Delivered
7764,7764,Ecom Express,2025-07-17,2025-07-20,In Transit
7765,7765,Ecom Express,2023-12-04,2023-12-08,Delivered
7766,7766,XpressBees,2026-05-19,2026-05-24,Delivered
7767,7767,XpressBees,2026-12-01,2026-12-04,Delivered
7768,7768,Delhivery,2024-10-28,2024-11-02,Delivered
7769,7769,BlueDart,2026-03-17,2026-03-24,Delivered
7770,7770,BlueDart,2026-09-04,2026-09-10,Delivered
7771,7771,BlueDart,2026-09-08,2026-09-11,Delivered
7772,7772,XpressBees,2024-03-19,2024-03-22,Delivered
7773,7773,DTDC,2026-10-18,2026-10-21,Delivered
7774,7774,Delhivery,2025-07-19,2025-07-25,Delivered
7775,7775,Ecom Express,2026-10-07,2026-10-14,Delivered
7776,7776,BlueDart,2026-12-14,2026-12-18,Delivered
7777,7777,Delhivery,2025-10-27,2025-10-31,Delivered
7778,7778,BlueDart,2026-04-03,2026-04-06,Delivered
7779,7779,DTDC,2023-09-06,2023-09-10,Pending
7780,7780,BlueDart,2026-08-05,2026-08-10,Delivered
7781,7781,Ecom Express,2026-08-23,2026-08-29,Delivered
7782,7782,BlueDart,2025-08-22,2025-08-26,Delivered
7783,7783,XpressBees,2023-11-27,2023-11-29,Delivered
7784,7784,Ecom Express,2024-11-09,2024-11-11,Delivered
7785,7785,BlueDart,2025-07-07,2025-07-09,Delivered
7786,7786,Delhivery,2023-02-22,2023-02-28,Delivered
7787,7787,DTDC,2024-11-25,2024-12-02,Delivered
7788,7788,Delhivery,2025-03-08,2025-03-13,Delivered
7789,7789,Ecom Express,2024-07-27,2024-08-02,Delivered
7790,7790,BlueDart,2024-10-20,2024-10-25,Delivered
7791,7791,Ecom Express,2025-02-25,2025-03-02,In Transit
7792,7792,XpressBees,2025-06-25,2025-07-02,In Transit
7793,7793,Delhivery,2023-11-28,2023-12-03,Delivered
7794,7794,BlueDart,2025-06-23,2025-06-25,Delivered
7795,7795,Ecom Express,2025-08-23,2025-08-27,Pending
7796,7796,Ecom Express,2025-02-10,2025-02-17,Delivered
7797,7797,Delhivery,2023-08-28,2023-09-04,Delivered
7798,7798,DTDC,2025-03-23,2025-03-27,Delivered
7799,7799,XpressBees,2023-12-27,2023-12-31,Pending
7800,7800,Ecom Express,2026-02-01,2026-02-08,Returned
7801,7801,Delhivery,2023-06-30,2023-07-02,Pending
7802,7802,Ecom Express,2025-02-19,2025-02-22,In Transit
7803,7803,Delhivery,2026-04-20,2026-04-21,Pending
7804,7804,DTDC,2025-05-18,2025-05-24,Delivered
7805,7805,XpressBees,2026-05-28,2026-05-29,In Transit
7806,7806,DTDC,2023-10-01,2023-10-08,Pending
7807,7807,BlueDart,2026-11-25,2026-11-27,Delivered
7808,7808,Ecom Express,2026-07-14,2026-07-17,Delivered
7809,7809,Delhivery,2026-02-08,2026-02-10,Delivered
7810,7810,Ecom Express,2026-08-07,2026-08-11,Pending
7811,7811,Ecom Express,2023-01-29,2023-02-05,Delivered
7812,7812,XpressBees,2025-09-26,2025-09-30,Delivered
7813,7813,DTDC,2025-03-21,2025-03-25,Returned
7814,7814,BlueDart,2024-12-31,2025-01-02,Delivered
7815,7815,XpressBees,2025-06-24,2025-06-28,Delivered
7816,7816,Delhivery,2025-10-02,2025-10-06,Delivered
7817,7817,Ecom Express,2023-10-27,2023-10-30,Delivered
7818,7818,XpressBees,2026-01-24,2026-01-28,Pending
7819,7819,XpressBees,2025-03-30,2025-04-02,In Transit
7820,7820,DTDC,2024-02-02,2024-02-06,Delivered
7821,7821,DTDC,2025-06-23,2025-06-28,Delivered
7822,7822,BlueDart,2024-09-23,2024-09-24,Delivered
7823,7823,DTDC,2023-05-11,2023-05-13,Delivered
7824,7824,Delhivery,2023-07-27,2023-07-28,Delivered
7825,7825,Delhivery,2025-06-18,2025-06-21,Delivered
7826,7826,Ecom Express,2024-02-20,2024-02-26,Delivered
7827,7827,Ecom Express,2026-02-11,2026-02-15,In Transit
7828,7828,XpressBees,2026-04-28,2026-05-05,Delivered
7829,7829,BlueDart,2023-06-11,2023-06-12,Pending
7830,7830,BlueDart,2026-04-16,2026-04-22,Delivered
7831,7831,Ecom Express,2025-04-02,2025-04-03,Delivered
7832,7832,XpressBees,2023-01-19,2023-01-24,Pending
7833,7833,DTDC,2024-04-07,2024-04-09,Delivered
7834,7834,XpressBees,2026-02-17,2026-02-23,Returned
7835,7835,BlueDart,2025-01-30,2025-02-05,Delivered
7836,7836,Delhivery,2025-04-08,2025-04-14,Delivered
7837,7837,BlueDart,2024-08-26,2024-08-30,Delivered
7838,7838,Ecom Express,2023-07-18,2023-07-19,Delivered
7839,7839,DTDC,2025-06-22,2025-06-23,Delivered
7840,7840,DTDC,2025-11-24,2025-11-29,Delivered
7841,7841,DTDC,2024-10-21,2024-10-28,Delivered
7842,7842,DTDC,2025-05-08,2025-05-11,Delivered
7843,7843,XpressBees,2023-09-16,2023-09-17,Delivered
7844,7844,BlueDart,2025-08-04,2025-08-05,Delivered
7845,7845,XpressBees,2025-05-07,2025-05-12,Pending
7846,7846,BlueDart,2026-05-16,2026-05-23,Delivered
7847,7847,DTDC,2025-11-09,2025-11-14,In Transit
7848,7848,Ecom Express,2024-05-11,2024-05-12,Pending
7849,7849,DTDC,2026-04-02,2026-04-07,Delivered
7850,7850,DTDC,2023-10-26,2023-10-30,Delivered
7851,7851,Delhivery,2026-05-01,2026-05-07,Delivered
7852,7852,Delhivery,2023-07-04,2023-07-08,Delivered
7853,7853,XpressBees,2026-11-13,2026-11-19,In Transit
7854,7854,XpressBees,2023-10-06,2023-10-12,Delivered
7855,7855,Ecom Express,2024-09-10,2024-09-17,Delivered
7856,7856,XpressBees,2023-02-18,2023-02-19,Delivered
7857,7857,BlueDart,2025-12-28,2025-12-30,Delivered
7858,7858,Ecom Express,2026-04-11,2026-04-15,Delivered
7859,7859,XpressBees,2025-07-27,2025-07-31,Delivered
7860,7860,Delhivery,2023-08-20,2023-08-22,Pending
7861,7861,Delhivery,2024-06-16,2024-06-23,Delivered
7862,7862,XpressBees,2026-11-20,2026-11-21,Delivered
7863,7863,DTDC,2024-10-18,2024-10-20,Delivered
7864,7864,XpressBees,2026-09-05,2026-09-10,Delivered
7865,7865,DTDC,2024-01-06,2024-01-09,Delivered
7866,7866,Ecom Express,2024-12-21,2024-12-23,Delivered
7867,7867,XpressBees,2023-07-03,2023-07-08,Delivered
7868,7868,BlueDart,2025-01-16,2025-01-19,Delivered
7869,7869,XpressBees,2025-09-21,2025-09-27,Pending
7870,7870,Ecom Express,2026-05-11,2026-05-17,Delivered
7871,7871,Ecom Express,2025-07-12,2025-07-14,Delivered
7872,7872,Ecom Express,2023-08-12,2023-08-19,Delivered
7873,7873,Ecom Express,2024-02-09,2024-02-14,Pending
7874,7874,Ecom Express,2026-08-04,2026-08-10,Delivered
7875,7875,BlueDart,2025-04-10,2025-04-15,Delivered
7876,7876,XpressBees,2026-10-12,2026-10-15,Delivered
7877,7877,Ecom Express,2024-08-02,2024-08-09,Delivered
7878,7878,Delhivery,2023-01-18,2023-01-24,Delivered
7879,7879,Delhivery,2025-08-06,2025-08-07,Delivered
7880,7880,DTDC,2024-03-18,2024-03-25,Delivered
7881,7881,XpressBees,2025-12-19,2025-12-21,In Transit
7882,7882,DTDC,2025-03-19,2025-03-26,Delivered
7883,7883,BlueDart,2023-12-04,2023-12-07,Pending
7884,7884,Delhivery,2024-02-02,2024-02-04,In Transit
7885,7885,Ecom Express,2024-03-31,2024-04-02,Delivered
7886,7886,BlueDart,2023-11-09,2023-11-16,Delivered
7887,7887,Delhivery,2024-05-12,2024-05-18,Delivered
7888,7888,BlueDart,2026-04-15,2026-04-20,Delivered
7889,7889,Delhivery,2023-10-20,2023-10-27,Delivered
7890,7890,BlueDart,2024-05-29,2024-06-02,Delivered
7891,7891,Ecom Express,2025-04-28,2025-05-03,Delivered
7892,7892,Ecom Express,2023-01-14,2023-01-21,Pending
7893,7893,XpressBees,2025-12-15,2025-12-22,In Transit
7894,7894,BlueDart,2023-03-15,2023-03-19,Pending
7895,7895,XpressBees,2023-01-15,2023-01-17,In Transit
7896,7896,Delhivery,2023-05-29,2023-06-01,Pending
7897,7897,Ecom Express,2025-07-20,2025-07-22,Delivered
7898,7898,XpressBees,2025-02-05,2025-02-06,Delivered
7899,7899,XpressBees,2023-07-03,2023-07-04,Delivered
7900,7900,XpressBees,2025-12-04,2025-12-05,Delivered
7901,7901,Ecom Express,2024-07-31,2024-08-05,Delivered
7902,7902,BlueDart,2024-11-18,2024-11-24,Delivered
7903,7903,BlueDart,2024-01-06,2024-01-11,Returned
7904,7904,Ecom Express,2025-02-11,2025-02-15,Delivered
7905,7905,Delhivery,2025-12-17,2025-12-21,Delivered
7906,7906,Ecom Express,2024-03-29,2024-04-04,Delivered
7907,7907,XpressBees,2026-01-16,2026-01-21,In Transit
7908,7908,Delhivery,2025-10-13,2025-10-15,In Transit
7909,7909,BlueDart,2025-11-14,2025-11-15,Delivered
7910,7910,Ecom Express,2025-09-27,2025-09-28,Delivered
7911,7911,Ecom Express,2023-04-22,2023-04-28,Delivered
7912,7912,Delhivery,2026-11-19,2026-11-26,Delivered
7913,7913,Delhivery,2026-06-08,2026-06-11,Delivered
7914,7914,XpressBees,2025-06-30,2025-07-04,Delivered
7915,7915,Delhivery,2023-09-26,2023-10-03,Delivered
7916,7916,Delhivery,2023-03-05,2023-03-10,Delivered
7917,7917,BlueDart,2026-08-24,2026-08-31,In Transit
7918,7918,Delhivery,2024-11-30,2024-12-03,Delivered
7919,7919,BlueDart,2025-11-06,2025-11-11,Delivered
7920,7920,XpressBees,2023-02-17,2023-02-21,Delivered
7921,7921,Ecom Express,2025-03-31,2025-04-03,Delivered
7922,7922,Delhivery,2024-09-06,2024-09-12,Delivered
7923,7923,DTDC,2026-05-22,2026-05-26,Delivered
7924,7924,XpressBees,2026-05-11,2026-05-15,Delivered
7925,7925,BlueDart,2024-06-30,2024-07-06,In Transit
7926,7926,XpressBees,2024-01-03,2024-01-04,Delivered
7927,7927,Delhivery,2026-04-30,2026-05-02,Delivered
7928,7928,Ecom Express,2025-08-10,2025-08-16,Delivered
7929,7929,Delhivery,2023-03-28,2023-04-03,Pending
7930,7930,Delhivery,2024-02-05,2024-02-12,Pending
7931,7931,BlueDart,2026-07-10,2026-07-15,Delivered
7932,7932,Delhivery,2024-10-13,2024-10-18,Delivered
7933,7933,BlueDart,2026-06-13,2026-06-20,Delivered
7934,7934,XpressBees,2026-11-29,2026-12-06,Delivered
7935,7935,Delhivery,2026-03-21,2026-03-24,Delivered
7936,7936,XpressBees,2026-05-21,2026-05-26,Delivered
7937,7937,Ecom Express,2023-08-08,2023-08-10,Returned
7938,7938,BlueDart,2026-01-25,2026-01-27,Returned
7939,7939,XpressBees,2025-11-06,2025-11-13,Delivered
7940,7940,XpressBees,2025-10-01,2025-10-07,Delivered
7941,7941,BlueDart,2026-10-11,2026-10-13,Pending
7942,7942,BlueDart,2024-07-06,2024-07-09,Delivered
7943,7943,BlueDart,2024-12-26,2024-12-30,In Transit
7944,7944,Ecom Express,2023-08-17,2023-08-23,In Transit
7945,7945,Delhivery,2026-03-04,2026-03-10,Delivered
7946,7946,BlueDart,2025-05-26,2025-05-27,Pending
7947,7947,Delhivery,2024-12-16,2024-12-21,Delivered
7948,7948,XpressBees,2026-01-29,2026-01-31,Delivered
7949,7949,Delhivery,2024-01-28,2024-02-04,Delivered
7950,7950,XpressBees,2024-11-18,2024-11-23,Delivered
7951,7951,Delhivery,2025-08-20,2025-08-22,Delivered
7952,7952,BlueDart,2025-06-06,2025-06-12,Delivered
7953,7953,Ecom Express,2026-01-04,2026-01-11,Delivered
7954,7954,BlueDart,2026-12-28,2026-12-30,Delivered
7955,7955,DTDC,2026-09-09,2026-09-15,In Transit
7956,7956,Ecom Express,2026-02-23,2026-03-01,Delivered
7957,7957,Delhivery,2024-01-25,2024-01-31,Delivered
7958,7958,XpressBees,2026-09-03,2026-09-09,In Transit
7959,7959,XpressBees,2026-08-18,2026-08-25,Pending
7960,7960,Ecom Express,2023-04-23,2023-04-27,Returned
7961,7961,DTDC,2023-06-05,2023-06-09,Delivered
7962,7962,XpressBees,2025-03-15,2025-03-18,Delivered
7963,7963,DTDC,2025-03-19,2025-03-20,Delivered
7964,7964,Ecom Express,2023-08-19,2023-08-22,Delivered
7965,7965,XpressBees,2023-04-25,2023-05-01,Returned
7966,7966,XpressBees,2024-04-21,2024-04-27,Pending
7967,7967,Delhivery,2023-07-19,2023-07-25,Delivered
7968,7968,BlueDart,2025-05-20,2025-05-24,Delivered
7969,7969,Ecom Express,2025-07-12,2025-07-18,Delivered
7970,7970,DTDC,2023-02-07,2023-02-13,Pending
7971,7971,Ecom Express,2026-12-29,2026-12-30,Pending
7972,7972,Ecom Express,2024-01-02,2024-01-08,Pending
7973,7973,BlueDart,2026-07-25,2026-07-27,Delivered
7974,7974,BlueDart,2025-07-10,2025-07-14,Delivered
7975,7975,DTDC,2026-07-15,2026-07-21,Delivered
7976,7976,XpressBees,2026-11-11,2026-11-18,Delivered
7977,7977,DTDC,2025-07-07,2025-07-08,Delivered
