ReturnID,OrderID,ProductID,ReturnReason,ReturnDate,RefundAmount
558,24735,409,Damaged,2023-09-21,20422.3
559,18035,330,Damaged,2024-06-24,207.78
560,17110,656,Damaged,2023-07-10,7834.21
561,9178,29,Late Delivery,2026-04-21,22963.77
562,5705,928,Missing Parts,2023-07-21,1531.11
563,6484,349,Late Delivery,2025-04-04,23339.31
564,18916,32,Defective,2024-10-18,5402.52
565,19131,513,Changed Mind,2024-01-18,21243.66
566,13442,264,Defective,2026-01-14,24547.81
567,7476,45,Damaged,2025-05-30,11199.82
568,16887,182,Defective,2024-06-05,14328.01
569,24603,921,Late Delivery,2024-08-03,13869.39
570,1765,509,Damaged,2024-03-10,11169.69
571,14,373,Missing Parts,2025-09-14,19085.43
572,19703,435,Damaged,2023-08-01,14161.05
573,12999,260,Wrong Item,2025-08-28,20485.62
574,5876,343,Defective,2025-02-28,3366.26
575,23644,804,Changed Mind,2023-07-03,5470.03
576,394,449,Late Delivery,2023-06-06,4592.53
577,5998,310,Changed Mind,2025-05-23,18633.02
578,2208,159,Defective,2023-04-14,15460.83
579,19726,192,Damaged,2024-06-23,12103.17
580,15534,724,Damaged,2024-05-26,7681.66
581,21917,232,Late Delivery,2023-11-23,12718.0
582,24434,444,Damaged,2023-01-11,16548.4
583,12132,19,Changed Mind,2027-01-13,17748.04
584,8727,933,Damaged,2024-03-20,2428.32
585,18790,761,Wrong Item,2023-03-23,21125.14
586,18955,822,Defective,2026-02-16,8430.52
587,15069,530,Changed Mind,2027-01-03,12221.46
588,18964,850,Changed Mind,2023-11-03,15817.39
589,12496,85,Late Delivery,2023-06-27,13413.33
590,5757,488,Defective,2025-01-13,22189.96
591,20924,144,Wrong Item,2026-12-16,8375.41
592,16859,329,Damaged,2023-12-10,13416.33
593,11899,73,Damaged,2026-05-24,10309.75
594,17982,465,Late Delivery,2025-07-22,10437.8
595,18493,766,Damaged,2025-05-06,7877.88
596,4796,166,Missing Parts,2024-06-25,18996.63
597,19409,63,Changed Mind,2024-11-21,24592.96
598,21902,579,Missing Parts,2024-05-23,14817.18
599,5195,175,Defective,2023-06-19,13111.13
600,22731,380,Late Delivery,2025-05-29,21954.0
601,749,274,Late Delivery,2026-06-21,15985.31
602,6251,943,Damaged,2026-01-31,14860.34
603,23283,147,Damaged,2025-10-15,12994.08
604,10730,298,Damaged,2023-05-16,16465.21
605,9365,332,Defective,2025-11-02,11602.81
606,8112,179,Changed Mind,2025-07-04,2817.16
607,16363,779,Missing Parts,2026-01-04,14741.62
608,19399,275,Wrong Item,2023-04-06,7255.02
609,1231,749,Changed Mind,2025-09-24,6321.27
610,17738,751,Wrong Item,2024-02-13,21073.49
611,13548,231,Defective,2023-05-30,17956.69
612,13289,76,Wrong Item,2023-12-26,16553.12
613,4852,31,Defective,2025-03-04,623.4
614,18223,982,Wrong Item,2024-07-19,19217.11
615,6398,178,Late Delivery,2025-05-12,10867.8
616,17447,957,Late Delivery,2023-12-26,7405.37
617,799,820,Damaged,2025-08-24,9182.34
618,15244,297,Damaged,2023-11-09,12989.28
619,19099,468,Missing Parts,2024-08-21,2252.33
620,12529,763,Missing Parts,2024-05-06,12795.44
621,24441,387,Changed Mind,2023-06-10,22351.14
622,21402,180,Damaged,2025-02-16,23453.03
623,18604,603,Missing Parts,2023-12-04,1081.55
624,5276,179,Damaged,2024-03-27,19339.44
625,16404,245,Damaged,2023-11-08,8288.89
626,14087,819,Late Delivery,2025-01-18,21621.2
627,21345,582,Damaged,2024-07-08,1201.85
628,21940,970,Damaged,2025-01-15,22645.87
629,23479,607,Changed Mind,2024-06-12,18867.36
630,7275,830,Damaged,2025-02-25,733.14
631,17047,395,Late Delivery,2025-06-30,7517.94
632,24697,987,Wrong Item,2023-08-06,20738.2
633,17695,763,Late Delivery,2026-12-08,16670.92
634,3752,262,Late Delivery,2026-06-22,420.41
635,18349,726,Defective,2025-09-26,6859.88
636,10615,624,Damaged,2025-07-10,9498.37
637,2628,477,Damaged,2023-10-01,11650.42
638,6964,798,Changed Mind,2024-06-24,13706.91
639,5144,68,Missing Parts,2026-01-24,16996.17
640,5043,8,Defective,2023-03-09,7756.01
641,3915,700,Changed Mind,2024-03-03,20983.26
642,4241,456,Late Delivery,2023-08-08,23236.38
643,23241,336,Missing Parts,2024-01-24,22428.28
644,16736,795,Defective,2024-09-29,22792.21
645,15104,153,Missing Parts,2025-11-23,14638.47
646,11484,663,Damaged,2024-11-07,22197.59
647,730,508,Defective,2025-11-30,18819.57
648,14263,235,Wrong Item,2023-12-07,19251.67
649,13877,62,Changed Mind,2025-12-23,22796.5
650,5449,532,Defective,2025-06-22,12623.81
651,24767,169,Defective,2025-07-22,14789.74
652,22872,232,Defective,2025-06-24,9242.38
653,24643,572,Missing Parts,2026-12-30,14105.07
654,5164,113,Wrong Item,2024-05-26,21559.12
655,183,865,Missing Parts,2026-08-09,22083.93
656,5720,360,Defective,2027-01-02,12252.57
657,24752,771,Missing Parts,2023-05-23,8427.77
658,5134,23,Changed Mind,2023-08-06,22984.2
659,1325,503,Late Delivery,2023-02-28,11006.58
660,10588,180,Late Delivery,2023-10-30,10757.06
661,9992,1000,Wrong Item,2025-06-25,3202.66
662,15120,287,Wrong Item,2025-02-21,11352.46
663,9303,284,Changed Mind,2024-10-21,20763.31
664,22878,611,Late Delivery,2023-02-03,22918.32
665,516,928,Defective,2026-01-28,21972.76
666,15450,417,Wrong Item,2025-01-11,5053.35
667,17502,59,Changed Mind,2026-03-19,17299.22
668,5436,306,Late Delivery,2023-01-25,12441.67
669,24175,999,Changed Mind,2024-03-26,8745.89
670,9565,375,Missing Parts,2023-09-28,20094.82
671,12694,693,Defective,2026-03-28,2818.02
672,3307,757,Defective,2026-04-27,8692.65
673,4854,817,Damaged,2023-09-05,16414.37
674,22005,89,Missing Parts,2023-05-21,15828.75
675,24772,69,Damaged,2024-11-10,2925.2
676,8506,811,Changed Mind,2024-12-13,20321.41
677,17799,951,Changed Mind,2024-10-01,16931.25
678,24304,840,Missing Parts,2026-12-23,15980.69
679,19837,415,Damaged,2023-09-20,11177.52
680,20090,939,Damaged,2024-07-11,10725.35
681,22226,94,Missing Parts,2024-07-02,6122.9
682,19526,805,Changed Mind,2025-11-26,17108.74
683,10700,225,Missing Parts,2023-06-10,9284.94
684,5327,869,Late Delivery,2023-07-25,951.0
685,3488,90,Wrong Item,2023-05-17,21085.23
686,22447,843,Missing Parts,2024-08-04,9923.11
687,605,629,Changed Mind,2026-06-04,11520.71
688,15860,454,Defective,2023-09-30,1330.93
689,5366,348,Defective,2025-10-20,12608.76
690,21349,318,Changed Mind,2024-06-06,9517.25
691,12310,855,Defective,2026-03-03,13780.67
692,2005,672,Late Delivery,2025-01-29,11780.42
693,11649,196,Changed Mind,2023-12-10,12701.09
694,16371,341,Late Delivery,2025-06-30,17836.38
695,20568,957,Missing Parts,2024-07-01,2090.07
696,9307,923,Late Delivery,2024-04-05,2996.82
697,22747,54,Changed Mind,2025-10-30,1698.35
698,1184,39,Missing Parts,2026-11-24,1711.02
699,12891,405,Missing Parts,2026-05-08,1150.01
700,23221,697,Late Delivery,2024-08-12,16135.68
701,10141,912,Damaged,2024-05-24,22907.43
702,9351,14,Defective,2024-12-22,2767.33
703,9786,692,Defective,2026-02-17,13459.16
704,15722,31,Changed Mind,2025-11-14,6125.42
705,3650,640,Damaged,2023-01-23,15769.22
706,18968,940,Damaged,2024-07-29,4659.73
707,670,609,Late Delivery,2024-09-11,22595.02
708,23880,540,Late Delivery,2027-01-05,5703.6
709,915,612,Damaged,2023-03-25,13396.43
710,4676,321,Missing Parts,2026-09-13,24947.6
711,23746,91,Wrong Item,2025-01-19,18601.18
712,14087,430,Defective,2025-01-31,2882.75
713,24857,735,Late Delivery,2026-11-06,1308.74
714,19704,20,Damaged,2023-04-25,12413.39
715,5484,686,Damaged,2026-03-23,1620.31
716,22275,152,Wrong Item,2023-02-06,8799.63
717,6420,170,Wrong Item,2024-04-22,4388.78
718,20697,852,Missing Parts,2025-04-11,12876.47
719,3384,457,Damaged,2024-04-28,275.3
720,10525,857,Wrong Item,2023-12-07,11410.11
721,8461,837,Changed Mind,2026-09-09,16109.83
722,13213,442,Changed Mind,2023-07-15,23618.74
723,17211,215,Defective,2023-04-15,21140.3
724,10292,675,Wrong Item,2023-01-28,21512.13
725,2779,938,Missing Parts,2024-06-28,6000.89
726,15781,759,Late Delivery,2025-07-19,8070.47
727,23329,200,Damaged,2024-07-11,2221.36
728,20288,349,Late Delivery,2026-09-11,11294.2
729,22340,120,Late Delivery,2024-05-19,7022.9
730,12289,571,Late Delivery,2025-09-28,22249.74
731,17678,659,Late Delivery,2023-05-21,3088.63
732,7365,23,Wrong Item,2023-04-30,20946.62
733,667,893,Defective,2024-03-13,23624.81
734,4561,155,Damaged,2026-04-13,21870.9
735,17203,561,Damaged,2023-10-21,15343.93
736,7338,287,Wrong Item,2025-07-14,8855.62
737,3711,313,Missing Parts,2026-11-15,9657.16
738,13204,186,Damaged,2026-06-25,2417.99
739,21635,511,Wrong Item,2024-12-18,1013.02
740,7889,419,Missing Parts,2023-10-22,13748.56
741,1555,317,Changed Mind,2023-02-12,20509.59
742,5851,389,Damaged,2025-03-07,17643.44
743,11173,244,Changed Mind,2024-05-03,20004.89
744,6485,885,Late Delivery,2025-12-15,2810.76
745,22730,997,Damaged,2026-08-15,24257.11
746,19917,463,Changed Mind,2024-10-17,21791.16
747,10120,179,Defective,2025-05-05,17808.24
748,199,755,Wrong Item,2026-04-24,16319.82
749,2511,424,Defective,2023-06-24,10276.2
750,11610,597,Defective,2025-01-08,3750.51
751,19892,711,Damaged,2024-07-19,24593.07
752,14380,516,Damaged,2023-10-10,14061.51
753,5212,34,Wrong Item,2025-07-03,14069.72
754,524,442,Changed Mind,2023-06-18,3652.9
755,24367,590,Damaged,2023-11-08,585.19
756,19160,850,Late Delivery,2023-11-18,6946.05
757,7779,907,Defective,2023-09-16,20261.98
758,2185,560,Damaged,2023-06-26,9439.54
759,21232,804,Wrong Item,2026-12-09,21319.9
760,3369,865,Defective,2024-12-11,7007.0
761,16271,30,Defective,2024-03-03,4833.15
762,14602,659,Late Delivery,2024-09-09,18233.69
763,7410,764,Damaged,2025-06-27,6612.52
764,15381,43,Late Delivery,2026-10-18,14906.35
765,23406,48,Changed Mind,2023-08-15,9431.59
766,17424,650,Late Delivery,2024-03-21,6828.11
767,9953,673,Late Delivery,2025-10-11,6358.08
768,14419,985,Missing Parts,2024-03-09,10903.34
769,21628,19,Wrong Item,2025-12-08,13904.11
770,21826,709,Defective,2025-10-31,24480.33
771,10418,560,Damaged,2023-05-18,10982.06
772,16554,480,Damaged,2026-01-24,23516.89
773,8579,304,Late Delivery,2024-02-09,11807.54
774,11553,295,Wrong Item,2023-07-20,2299.49
775,20729,220,Missing Parts,2024-08-19,489.09
776,11260,164,Damaged,2026-08-18,3902.26
777,22521,721,Late Delivery,2023-12-23,7226.79
778,13818,874,Missing Parts,2025-02-23,342.33
779,24880,346,Changed Mind,2026-01-29,6069.19
780,22724,349,Late Delivery,2026-12-22,11169.23
781,9636,851,Defective,2025-03-03,9501.91
782,584,513,Late Delivery,2025-11-23,24906.56
783,5698,721,Defective,2024-07-31,20592.05
784,14431,899,Defective,2025-05-13,897.22
785,20792,767,Missing Parts,2025-08-14,16710.2
786,7853,97,Damaged,2026-11-22,8336.41
787,538,137,Missing Parts,2023-03-07,23590.2
788,10492,34,Missing Parts,2025-01-31,17598.33
789,13934,632,Late Delivery,2023-06-26,24602.02
790,20156,868,Late Delivery,2025-03-25,12849.96
791,13769,66,Defective,2025-06-28,1342.9
792,5359,992,Damaged,2025-10-02,19262.55
793,14808,802,Late Delivery,2023-10-30,23240.66
794,2073,778,Wrong Item,2024-09-13,23019.22
795,21778,127,Wrong Item,2024-04-11,7245.66
796,5357,311,Damaged,2024-09-11,12618.52
797,10822,913,Damaged,2024-12-13,20858.85
798,17215,842,Wrong Item,2025-12-17,13401.27
799,3897,835,Damaged,2026-08-13,4826.27
800,11832,313,Changed Mind,2026-09-22,20357.02
801,24145,55,Late Delivery,2025-04-17,5249.08
802,11672,374,Late Delivery,2023-04-10,10301.94
803,16316,602,Changed Mind,2024-07-19,7430.72
804,9547,474,Missing Parts,2024-10-27,14346.17
805,4584,627,Damaged,2025-08-08,18536.87
806,24625,666,Damaged,2023-02-22,8813.72
807,5743,953,Missing Parts,2025-03-23,11270.43
808,13341,441,Wrong Item,2025-09-19,4230.63
809,18317,707,Damaged,2026-08-28,22028.96
810,11868,139,Late Delivery,2026-06-01,3444.96
811,24061,350,Missing Parts,2025-12-26,20509.38
812,775,81,Missing Parts,2025-10-28,22248.69
813,780,502,Missing Parts,2024-06-10,6490.4
814,11970,816,Late Delivery,2024-01-19,9278.83
815,17035,133,Wrong Item,2026-08-19,10328.85
816,21115,349,Late Delivery,2026-06-14,7038.02
817,13229,821,Defective,2023-03-04,18914.45
818,15814,324,Late Delivery,2024-12-22,8264.67
819,18870,713,Wrong Item,2027-01-01,11055.41
820,8988,946,Wrong Item,2024-05-15,11390.76
821,2030,674,Wrong Item,2024-10-05,16281.4
822,3101,447,Defective,2024-05-24,15406.44
823,23498,207,Defective,2026-06-16,18335.61
824,9394,384,Missing Parts,2026-07-19,1691.33
825,22797,737,Late Delivery,2025-07-31,1205.2
826,7682,864,Changed Mind,2025-04-27,8465.29
827,22805,34,Late Delivery,2026-04-05,11990.14
828,19022,927,Changed Mind,2024-10-09,11036.29
829,10019,595,Missing Parts,2025-12-28,23364.3
830,19961,352,Missing Parts,2026-04-04,16998.22
831,8811,556,Late Delivery,2026-06-16,4754.75
832,23181,545,Defective,2026-09-01,20148.7
833,8573,137,Changed Mind,2026-05-23,9849.75
834,8809,527,Changed Mind,2023-11-02,6104.26
835,10222,464,Damaged,2023-05-17,22279.32
836,12321,297,Late Delivery,2024-01-22,19040.25
837,2807,476,Defective,2025-03-03,18562.17
838,19476,498,Damaged,2026-09-07,4855.48
839,7041,539,Defective,2024-05-28,11604.88
840,18089,810,Wrong Item,2024-03-30,23595.21
841,4928,692,Missing Parts,2025-04-16,2396.65
842,9439,902,Missing Parts,2023-10-04,1393.14
843,2157,467,Defective,2026-02-03,21822.23
844,14332,26,Wrong Item,2026-01-01,24497.22
845,584,601,Late Delivery,2025-11-29,11086.87
846,11793,435,Changed Mind,2025-07-31,20237.52
847,17036,477,Changed Mind,2026-06-03,19108.41
848,5240,943,Damaged,2024-05-26,12245.8
849,9253,677,Wrong Item,2025-10-08,17262.2
850,12803,288,Missing Parts,2023-07-21,15275.74
851,20656,916,Wrong Item,2024-10-01,11298.03
852,10250,365,Wrong Item,2025-01-26,16322.8
853,16058,520,Wrong Item,2024-06-20,2372.42
854,3771,236,Wrong Item,2025-10-05,18671.8
855,20909,115,Late Delivery,2024-01-29,4211.35
856,24649,955,Missing Parts,2026-05-02,10695.42
857,3205,305,Damaged,2026-06-15,17841.96
858,3798,221,Defective,2025-08-18,987.14
859,14550,238,Missing Parts,2025-12-23,24455.13
860,1572,94,Damaged,2026-08-03,1482.14
861,2717,54,Wrong Item,2025-02-07,24039.43
862,7263,49,Damaged,2024-11-22,10283.4
863,21017,553,Late Delivery,2025-03-18,22570.25
864,22607,638,Changed Mind,2026-12-28,17737.04
865,16903,372,Damaged,2025-09-12,18543.52
866,20100,458,Late Delivery,2025-07-02,13142.9
867,19789,484,Damaged,2026-04-21,20314.4
868,11680,946,Damaged,2025-03-02,374.36
869,20532,56,Wrong Item,2024-07-15,13214.64
870,21567,857,Defective,2023-09-24,22430.4
871,16725,755,Changed Mind,2024-04-12,7510.79
872,1869,31,Missing Parts,2025-05-23,12317.28
873,24051,403,Missing Parts,2024-12-02,18527.79
874,14380,307,Changed Mind,2023-10-03,23575.49
875,19203,35,Missing Parts,2025-04-23,13837.49
876,18135,263,Damaged,2025-08-10,3488.14
877,9265,773,Missing Parts,2023-02-20,1211.75
878,13101,757,Missing Parts,2025-02-02,7944.0
879,24680,481,Changed Mind,2023-11-27,23318.05
880,11087,18,Late Delivery,2024-05-04,13107.98
881,12712,747,Wrong Item,2026-07-18,17318.23
882,20074,180,Late Delivery,2023-07-26,10866.51
883,12155,644,Wrong Item,2025-03-10,12781.89
884,23066,474,Defective,2024-05-14,24086.67
885,12285,563,Missing Parts,2024-06-25,3849.09
886,17797,573,Missing Parts,2024-12-16,3705.38
887,13766,787,Defective,2023-05-20,3647.02
888,3847,991,Missing Parts,2026-10-06,7289.98
889,14178,653,Damaged,2026-12-19,21726.11
890,12231,874,Changed Mind,2024-04-14,11337.27
891,21888,772,Defective,2026-07-24,17726.85
892,7554,29,Late Delivery,2025-06-07,16732.33
893,11648,623,Damaged,2024-01-11,10669.38
894,22097,966,Wrong Item,2024-06-07,24049.15
895,48,965,Defective,2024-01-17,11414.56
896,21090,864,Wrong Item,2023-07-28,8275.04
897,26,178,Wrong Item,2026-08-23,13899.44
898,24245,173,Missing Parts,2023-05-08,3076.81
899,194,783,Missing Parts,2025-04-01,18260.34
900,2490,981,Missing Parts,2027-01-03,23212.91
901,9841,890,Changed Mind,2024-12-22,9265.05
902,2020,414,Changed Mind,2026-12-24,5395.66
903,17820,382,Wrong Item,2026-05-15,17280.23
904,6394,370,Late Delivery,2026-06-13,11354.36
905,3923,885,Wrong Item,2025-06-18,13142.34
906,16141,777,Damaged,2025-11-12,3080.32
907,19517,38,Damaged,2026-09-28,7765.9
908,5978,704,Missing Parts,2025-01-06,1931.47
909,14303,169,Damaged,2026-07-15,3489.3
910,23857,241,Changed Mind,2026-12-12,16160.02
911,15748,613,Wrong Item,2026-01-28,6474.85
912,9948,179,Damaged,2026-07-21,6703.34
913,16943,819,Changed Mind,2024-04-18,5247.09
914,16566,485,Wrong Item,2023-11-25,8792.96
915,12141,722,Late Delivery,2026-07-08,22724.79
916,14061,268,Defective,2024-08-25,11400.22
917,9204,217,Late Delivery,2024-11-09,173.12
918,4501,453,Defective,2024-06-19,12514.09
919,16741,243,Late Delivery,2023-06-07,3106.15
920,8110,666,Missing Parts,2026-10-13,6865.49
921,20642,102,Damaged,2024-12-16,3237.38
922,14166,14,Late Delivery,2024-06-01,14252.24
923,2737,693,Defective,2025-09-20,23929.47
924,16482,829,Late Delivery,2026-09-17,16911.16
925,12041,678,Damaged,2024-08-27,994.15
926,10115,519,Defective,2026-03-12,20837.05
927,4061,614,Defective,2026-08-16,15254.71
928,13143,350,Late Delivery,2023-03-21,24316.66
929,14422,285,Changed Mind,2024-04-20,22917.27
930,14263,971,Wrong Item,2023-12-06,1354.49
931,19313,9,Wrong Item,2026-09-08,21914.6
932,5240,470,Changed Mind,2024-05-19,7387.92
933,8121,514,Defective,2025-04-15,3679.01
934,23771,822,Missing Parts,2025-04-28,2585.05
935,5614,177,Missing Parts,2026-08-17,10581.91
936,6768,679,Missing Parts,2024-03-25,5283.07
937,19681,253,Changed Mind,2024-11-13,10552.94
938,506,319,Defective,2023-09-10,20697.2
939,14678,503,Wrong Item,2024-03-19,16743.55
940,14045,859,Changed Mind,2024-10-29,12888.38
941,19722,992,Missing Parts,2025-10-23,6453.83
942,748,830,Defective,2026-12-17,19265.16
943,7525,638,Damaged,2024-09-01,14386.91
944,20056,659,Wrong Item,2025-07-28,17651.82
945,11459,616,Defective,2026-02-27,2115.36
946,17994,901,Defective,2025-02-15,2741.94
947,13638,860,Defective,2025-09-24,3197.98
948,3911,672,Defective,2026-11-27,8687.31
949,18522,597,Late Delivery,2023-01-17,8323.85
950,551,214,Missing Parts,2026-02-17,9586.1
951,8616,153,Changed Mind,2025-03-01,23724.74
952,9058,534,Defective,2024-10-31,19601.76
953,10605,975,Defective,2025-10-18,3640.44
954,15325,37,Defective,2026-02-15,283.54
955,13022,396,Defective,2025-05-19,20599.37
956,21245,473,Late Delivery,2023-12-03,21464.63
957,310,292,Late Delivery,2025-05-02,18296.07
958,19770,947,Damaged,2025-04-15,4121.23
959,10578,977,Missing Parts,2026-05-26,6614.83
960,23167,263,Late Delivery,2026-09-17,22495.79
961,21629,788,Changed Mind,2025-05-03,7646.58
962,22082,49,Wrong Item,2026-05-08,15003.59
963,1032,63,Damaged,2025-02-09,19046.37
964,18224,630,Defective,2024-06-20,24277.21
965,7644,175,Damaged,2024-02-25,15841.34
966,8508,829,Damaged,2026-05-07,4970.98
967,9495,813,Defective,2026-08-06,13966.96
968,19115,71,Late Delivery,2025-12-29,3960.29
969,10393,328,Changed Mind,2023-03-25,20265.65
970,23601,101,Wrong Item,2025-09-01,5664.97
971,17237,22,Wrong Item,2026-07-10,2889.37
972,16847,314,Changed Mind,2023-07-02,21297.57
973,10724,295,Wrong Item,2024-03-04,8993.97
974,18663,600,Defective,2023-03-10,20696.82
975,15521,884,Changed Mind,2026-10-15,569.34
976,1603,272,Defective,2026-01-30,11880.81
977,11816,395,Late Delivery,2024-03-08,3177.92
978,10353,583,Damaged,2024-01-03,20177.53
979,11417,842,Late Delivery,2025-11-30,6386.0
980,5692,735,Damaged,2023-12-05,11592.84
981,8988,122,Wrong Item,2024-05-21,20013.47
982,5646,631,Missing Parts,2023-05-27,14592.82
983,20498,683,Missing Parts,2025-12-13,15256.88
984,16280,850,Changed Mind,2023-11-11,404.75
985,10269,759,Changed Mind,2025-02-28,19650.86
986,7018,445,Damaged,2026-02-06,18137.27
987,18641,157,Defective,2025-01-10,15380.67
988,12822,12,Defective,2023-06-29,23958.86
989,10926,829,Missing Parts,2025-06-15,3952.71
990,16539,765,Late Delivery,2026-12-10,22102.55
991,6818,434,Damaged,2024-05-29,442.99
992,10484,106,Changed Mind,2023-02-28,18567.6
993,5426,431,Changed Mind,2025-12-29,9246.58
994,16587,191,Defective,2024-01-03,3983.31
995,3304,73,Missing Parts,2024-05-22,24163.26
996,1197,52,Defective,2026-11-06,5361.44
997,22898,913,Changed Mind,2026-04-14,17993.81
998,19993,422,Wrong Item,2025-12-03,15215.87
999,10283,131,Changed Mind,2026-02-10,7389.23
1000,23163,722,Wrong Item,2023-11-21,8558.35
1001,10954,830,Changed Mind,2024-04-02,11909.56
1002,21222,477,Changed Mind,2023-12-02,16901.64
1003,4622,942,Damaged,2025-02-10,1987.08
1004,9404,964,Defective,2026-08-03,2665.36
1005,1544,50,Late Delivery,2025-03-01,7165.29
1006,5473,94,Damaged,2023-09-03,23707.49
1007,17601,634,Damaged,2023-10-08,7088.86
1008,12739,757,Late Delivery,2025-08-28,21398.17
1009,5290,169,Missing Parts,2024-01-23,2868.38
1010,13349,223,Defective,2023-09-17,6872.23
1011,21908,96,Defective,2025-08-13,18302.25
1012,22049,395,Late Delivery,2026-07-22,8297.31
1013,6717,743,Changed Mind,2023-09-05,8829.31
1014,16727,132,Damaged,2026-04-25,4009.8
1015,16982,607,Defective,2023-08-03,7892.78
1016,13674,47,Late Delivery,2023-04-28,5660.96
1017,3221,345,Damaged,2026-12-27,18859.08
1018,21600,510,Wrong Item,2025-10-14,16342.81
1019,9921,284,Wrong Item,2026-12-02,21501.59
1020,4969,558,Damaged,2026-04-24,12107.04
1021,17734,290,Damaged,2026-04-02,2938.8
1022,1239,567,Late Delivery,2024-12-23,6918.93
1023,5176,869,Defective,2026-07-13,3372.75
1024,23168,536,Changed Mind,2026-07-30,1357.88
1025,23639,501,Wrong Item,2023-06-23,15710.49
1026,18336,552,Defective,2026-12-11,4858.22
1027,8145,543,Damaged,2025-05-30,18513.81
1028,21098,116,Changed Mind,2024-10-19,20263.74
1029,3428,102,Defective,2025-10-28,13527.55
1030,9323,136,Missing Parts,2026-10-10,1655.01
1031,14884,543,Missing Parts,2024-05-03,12518.26
1032,13105,962,Missing Parts,2023-10-01,22181.59
1033,3629,642,Late Delivery,2026-01-23,14403.22
1034,19594,899,Changed Mind,2025-11-21,14966.57
1035,22172,145,Damaged,2023-05-14,15903.19
1036,5611,529,Missing Parts,2025-01-21,15381.96
1037,651,530,Defective,2023-05-09,14987.52
1038,19398,633,Missing Parts,2026-05-21,19286.83
1039,5554,664,Wrong Item,2025-03-12,7992.16
1040,9094,371,Defective,2024-06-16,5283.63
1041,23154,546,Defective,2025-03-11,24918.07
1042,12297,225,Missing Parts,2023-01-22,16601.96
1043,5626,682,Defective,2027-01-03,17267.48
1044,12293,684,Changed Mind,2023-12-31,5145.81
1045,18713,985,Missing Parts,2026-07-03,10301.61
1046,19004,228,Wrong Item,2026-01-24,17504.95
1047,21156,769,Wrong Item,2024-12-19,11592.6
1048,11425,307,Wrong Item,2025-11-28,15970.5
1049,14773,773,Damaged,2026-05-19,6674.83
1050,6620,245,Missing Parts,2024-03-19,15498.37
1051,23676,318,Defective,2023-03-25,385.63
1052,13435,275,Defective,2024-03-08,515.98
1053,9224,197,Missing Parts,2024-05-17,22874.67
1054,18044,959,Wrong Item,2025-03-27,7633.11
1055,3134,283,Missing Parts,2024-09-25,4030.35
1056,19465,212,Late Delivery,2023-05-18,19897.65
1057,24995,260,Late Delivery,2023-06-25,16693.97
1058,3249,181,Missing Parts,2025-08-22,11912.94
1059,4465,359,Wrong Item,2024-06-19,23678.84
1060,5625,920,Late Delivery,2025-10-27,19130.36
1061,9797,3,Damaged,2024-01-28,8104.69
1062,12985,65,Missing Parts,2025-03-24,11874.61
1063,22966,521,Changed Mind,2026-08-22,10869.96
1064,2195,88,Missing Parts,2024-08-02,9519.97
1065,14801,308,Damaged,2024-11-28,7215.14
1066,15967,699,Changed Mind,2025-01-09,10846.2
1067,10699,345,Damaged,2025-04-06,752.35
1068,23708,6,Changed Mind,2026-01-22,13704.08
1069,834,700,Changed Mind,2025-08-06,4680.2
1070,200,267,Damaged,2023-06-02,428.96
1071,6972,253,Damaged,2023-07-24,7967.41
1072,19683,40,Late Delivery,2023-05-03,3542.44
1073,2744,634,Missing Parts,2023-02-10,19082.09
1074,14829,169,Damaged,2025-02-07,24825.86
1075,4820,327,Wrong Item,2025-05-06,1269.63
1076,18910,360,Damaged,2024-04-15,21350.69
1077,4433,993,Defective,2027-01-06,22757.77
1078,7346,454,Late Delivery,2024-04-11,11020.25
1079,19173,427,Damaged,2025-03-07,18466.79
1080,22106,988,Damaged,2024-11-01,16280.68
1081,18494,95,Damaged,2024-02-10,22473.8
1082,20411,124,Changed Mind,2026-08-22,6805.25
1083,13972,698,Late Delivery,2025-01-24,17704.98
1084,12029,456,Late Delivery,2025-04-07,7006.45
1085,14078,867,Damaged,2024-02-03,2328.46
1086,20656,929,Changed Mind,2024-09-24,1750.76
1087,2964,764,Changed Mind,2026-09-11,17399.89
1088,11715,661,Defective,2023-12-04,6940.21
1089,2309,661,Defective,2023-08-29,12671.75
1090,23325,134,Defective,2024-07-02,22499.84
1091,16508,273,Missing Parts,2027-01-06,17844.55
1092,15277,190,Missing Parts,2023-10-16,5351.8
1093,23998,257,Missing Parts,2025-04-12,12594.92
1094,17876,767,Wrong Item,2023-08-01,14990.63
1095,6047,436,Wrong Item,2023-10-18,16129.22
1096,18839,118,Changed Mind,2023-04-20,8311.69
1097,20488,772,Defective,2024-01-31,13004.43
1098,14780,559,Changed Mind,2024-03-23,15572.12
1099,17916,498,Defective,2026-04-21,2661.98
1100,4602,374,Damaged,2023-04-19,19777.9
1101,15820,313,Late Delivery,2023-03-17,21541.55
1102,14753,120,Changed Mind,2026-11-21,2179.68
1103,9648,213,Damaged,2026-06-15,4054.95
1104,16280,509,Missing Parts,2023-11-15,19428.29
1105,9314,71,Late Delivery,2026-06-09,2817.42
1106,5116,305,Missing Parts,2024-12-29,9687.5
1107,18454,526,Wrong Item,2026-12-24,1108.26
1108,12489,588,Damaged,2024-04-29,14760.99
1109,8549,553,Damaged,2024-04-08,16313.21
1110,6627,501,Late Delivery,2026-06-09,2136.43
1111,15204,665,Late Delivery,2025-07-10,8142.5
