SessionID,CustomerID,VisitDate,Device,TrafficSource,SessionDuration_Min,PagesViewed,Purchased
1601,4069,2025-06-29,Desktop,Instagram,22.88,6,Yes
1602,1423,2024-11-02,Desktop,Direct,15.22,11,No
1603,1308,2024-12-06,Mobile,Organic,5.5,14,No
1604,1266,2023-03-13,Desktop,Instagram,33.32,14,No
1605,4099,2026-01-25,Mobile,Facebook,8.42,14,Yes
1606,2312,2024-10-12,Desktop,Direct,40.74,9,No
1607,2142,2025-10-16,Desktop,Email,10.04,8,No
1608,3751,2025-10-23,Tablet,Facebook,42.34,1,No
1609,4257,2024-08-31,Mobile,Direct,36.15,9,Yes
1610,4618,2025-02-08,Desktop,Facebook,14.27,10,No
1611,4838,2023-07-12,Mobile,Google Ads,2.87,9,No
1612,3389,2026-01-21,Mobile,Direct,42.48,14,Yes
1613,1769,2024-07-28,Tablet,Direct,29.52,3,No
1614,856,2026-12-12,Tablet,Referral,36.51,8,No
1615,2253,2024-09-20,Desktop,Instagram,19.12,2,No
1616,784,2024-01-07,Mobile,Organic,7.39,12,No
1617,1721,2026-10-26,Tablet,Referral,8.19,8,No
1618,2969,2023-02-10,Tablet,Google Ads,29.45,10,Yes
1619,2003,2025-12-20,Tablet,Organic,43.29,1,No
1620,2779,2024-07-06,Desktop,Email,9.55,2,No
1621,429,2026-02-13,Desktop,Google Ads,41.89,15,No
1622,1209,2023-10-23,Tablet,Google Ads,40.1,11,No
1623,3820,2026-08-11,Tablet,Email,38.19,3,No
1624,4659,2024-01-14,Tablet,Google Ads,44.0,7,No
1625,3314,2024-11-13,Desktop,Email,0.96,4,No
1626,2448,2023-02-10,Mobile,Direct,44.77,1,No
1627,3556,2025-04-12,Desktop,Instagram,41.21,15,No
1628,2712,2023-07-10,Mobile,Organic,7.59,4,No
1629,1521,2023-03-15,Mobile,Email,43.73,2,No
1630,4862,2024-05-10,Mobile,Facebook,24.41,15,No
1631,282,2026-09-01,Tablet,Google Ads,44.98,13,Yes
1632,1646,2026-12-16,Desktop,Instagram,31.12,9,No
1633,4219,2024-08-03,Tablet,Facebook,7.55,4,No
1634,2187,2024-04-07,Desktop,Organic,26.1,15,No
1635,1885,2024-08-23,Desktop,Organic,38.37,9,No
1636,2505,2023-08-02,Desktop,Google Ads,25.38,10,No
1637,1598,2025-05-19,Mobile,Organic,19.7,11,No
1638,878,2025-01-24,Tablet,Referral,29.45,9,Yes
1639,4857,2024-06-12,Desktop,Email,13.72,12,No
1640,3478,2023-06-10,Mobile,Direct,28.81,14,No
1641,4645,2025-10-24,Tablet,Instagram,13.17,5,Yes
1642,678,2026-09-26,Mobile,Facebook,9.22,7,No
1643,4419,2024-04-22,Desktop,Instagram,13.64,14,Yes
1644,1524,2024-03-24,Mobile,Direct,29.88,15,Yes
1645,2817,2025-05-25,Tablet,Google Ads,20.26,7,No
1646,107,2023-12-09,Tablet,Facebook,5.92,5,No
1647,2291,2026-11-04,Desktop,Email,27.71,14,No
1648,1828,2023-07-06,Tablet,Instagram,31.43,8,Yes
1649,4238,2026-10-25,Tablet,Instagram,6.62,15,No
1650,4382,2025-05-10,Tablet,Referral,19.78,14,No
1651,2214,2026-02-18,Tablet,Direct,3.58,5,No
1652,3037,2025-12-18,Desktop,Instagram,1.59,13,No
1653,2325,2026-01-30,Mobile,Organic,2.85,15,No
1654,2976,2024-03-06,Desktop,Direct,43.13,9,Yes
1655,3235,2024-12-26,Tablet,Referral,10.96,4,No
1656,4281,2023-10-05,Tablet,Facebook,15.56,3,No
1657,650,2024-11-01,Mobile,Facebook,30.23,12,No
1658,1808,2024-09-07,Mobile,Referral,28.68,5,No
1659,2560,2025-10-05,Desktop,Instagram,2.33,4,No
1660,1604,2024-09-06,Mobile,Direct,25.52,6,No
1661,4162,2024-06-15,Tablet,Direct,15.64,5,No
1662,1993,2026-10-05,Desktop,Email,12.9,9,No
1663,3359,2024-01-05,Tablet,Email,42.93,3,No
1664,569,2025-10-22,Tablet,Instagram,42.07,5,No
1665,4706,2026-10-31,Tablet,Referral,21.27,9,No
1666,3793,2026-12-20,Desktop,Google Ads,19.27,3,No
1667,1233,2025-02-27,Mobile,Google Ads,39.96,1,No
1668,3321,2026-06-16,Tablet,Google Ads,29.95,4,No
1669,3631,2026-10-03,Mobile,Email,0.82,14,No
1670,3420,2025-10-13,Tablet,Google Ads,18.22,2,No
1671,4455,2023-07-15,Desktop,Organic,29.9,11,No
1672,388,2023-01-30,Mobile,Instagram,29.34,6,No
1673,3510,2025-05-26,Mobile,Email,37.05,5,No
1674,4973,2023-11-15,Tablet,Facebook,23.39,11,No
1675,4789,2026-11-07,Desktop,Google Ads,32.99,7,No
1676,2068,2024-10-21,Mobile,Organic,4.95,6,Yes
1677,4465,2025-08-11,Desktop,Referral,29.02,13,No
1678,2291,2024-01-14,Tablet,Google Ads,39.57,12,Yes
1679,2776,2023-07-26,Mobile,Direct,14.14,10,No
1680,3030,2026-09-21,Mobile,Referral,39.01,12,No
1681,3186,2023-02-18,Tablet,Organic,5.49,4,Yes
1682,2881,2025-06-01,Mobile,Facebook,8.63,5,No
1683,1570,2023-02-03,Mobile,Email,22.93,9,No
1684,267,2023-11-05,Mobile,Facebook,17.14,10,No
1685,873,2023-04-17,Desktop,Instagram,10.51,13,No
1686,2425,2023-10-08,Mobile,Instagram,10.84,5,No
1687,147,2026-12-19,Tablet,Instagram,20.98,9,No
1688,4859,2023-12-17,Desktop,Organic,6.17,9,No
1689,1333,2025-10-23,Desktop,Instagram,30.23,12,No
1690,4952,2024-06-27,Tablet,Organic,26.22,9,No
1691,1004,2026-10-16,Desktop,Referral,17.34,4,No
1692,1284,2025-12-26,Mobile,Referral,13.2,14,No
1693,4706,2023-06-20,Desktop,Google Ads,32.69,12,Yes
1694,2270,2025-05-17,Desktop,Referral,7.31,3,Yes
1695,1657,2023-04-10,Mobile,Facebook,11.08,6,No
1696,2903,2024-11-18,Desktop,Google Ads,31.56,9,No
1697,147,2023-04-16,Tablet,Instagram,39.02,14,No
1698,3616,2025-04-30,Mobile,Referral,35.15,7,No
1699,2207,2025-09-02,Tablet,Referral,14.1,13,No
1700,4635,2023-10-01,Desktop,Google Ads,9.62,14,No
1701,4240,2025-08-30,Desktop,Google Ads,14.25,6,No
1702,1760,2026-02-21,Desktop,Email,40.44,12,No
1703,3721,2023-07-06,Mobile,Email,28.57,6,No
1704,2904,2025-05-23,Mobile,Referral,20.41,4,No
1705,3477,2025-01-27,Desktop,Instagram,12.45,11,Yes
1706,4291,2026-08-29,Tablet,Instagram,7.46,11,No
1707,628,2026-08-25,Tablet,Referral,35.49,9,No
1708,3264,2024-11-08,Mobile,Email,21.63,3,No
1709,3838,2023-09-25,Tablet,Facebook,35.39,2,No
1710,1592,2024-08-19,Tablet,Email,4.77,14,Yes
1711,218,2026-02-27,Mobile,Google Ads,19.97,10,No
1712,393,2023-06-29,Tablet,Direct,2.15,2,No
1713,148,2026-03-08,Desktop,Instagram,15.61,6,No
1714,3115,2023-07-30,Tablet,Instagram,18.07,12,No
1715,3355,2024-01-25,Mobile,Email,20.61,10,No
1716,1125,2026-12-20,Desktop,Email,41.48,12,No
1717,4917,2023-07-03,Mobile,Email,28.82,6,No
1718,3043,2024-12-11,Tablet,Direct,29.64,9,No
1719,4399,2026-12-07,Mobile,Instagram,6.94,6,No
1720,4614,2025-04-24,Mobile,Organic,17.55,2,No
1721,1683,2023-02-18,Tablet,Instagram,28.78,5,No
1722,1334,2024-02-21,Mobile,Google Ads,33.03,9,No
1723,1612,2023-09-26,Tablet,Direct,37.6,8,No
1724,3235,2026-03-07,Desktop,Organic,9.26,2,No
1725,4554,2025-09-14,Desktop,Instagram,11.0,8,No
1726,4987,2026-03-08,Tablet,Facebook,35.75,9,No
1727,4570,2024-05-13,Mobile,Referral,42.36,13,No
1728,3972,2025-12-13,Tablet,Email,8.03,8,No
1729,289,2025-09-10,Desktop,Email,29.57,11,No
1730,548,2024-11-29,Desktop,Facebook,25.14,8,No
1731,4715,2024-12-09,Desktop,Email,37.28,7,No
1732,3086,2026-12-23,Desktop,Organic,35.49,7,No
1733,66,2023-04-20,Tablet,Referral,15.63,10,No
1734,370,2024-03-04,Mobile,Direct,2.01,13,No
1735,4177,2025-08-04,Desktop,Instagram,13.06,1,No
1736,4517,2024-08-08,Desktop,Referral,15.03,15,No
1737,1061,2023-08-08,Desktop,Referral,10.32,6,Yes
1738,38,2025-02-24,Tablet,Facebook,6.79,5,No
1739,297,2026-08-24,Mobile,Facebook,30.63,6,No
1740,3160,2025-01-04,Desktop,Organic,41.9,9,No
1741,2219,2026-02-25,Desktop,Referral,40.43,4,No
1742,3984,2024-04-29,Desktop,Google Ads,12.42,12,Yes
1743,3140,2023-04-27,Desktop,Google Ads,3.68,13,Yes
1744,1571,2025-01-05,Tablet,Facebook,18.18,9,No
1745,4078,2025-03-29,Tablet,Email,32.17,12,No
1746,4990,2026-07-13,Mobile,Google Ads,23.55,9,No
1747,2927,2026-12-29,Desktop,Direct,38.69,3,No
1748,2585,2025-07-03,Tablet,Instagram,39.43,8,No
1749,4351,2026-09-26,Desktop,Google Ads,31.3,1,No
1750,462,2023-06-14,Tablet,Direct,2.64,10,No
1751,121,2023-08-18,Mobile,Facebook,4.16,7,No
1752,786,2023-04-30,Mobile,Referral,35.88,6,No
1753,2042,2023-06-26,Tablet,Google Ads,14.19,2,Yes
1754,3047,2025-06-16,Tablet,Facebook,3.02,13,No
1755,155,2024-03-20,Desktop,Email,33.47,15,Yes
1756,4579,2023-02-21,Mobile,Facebook,5.34,1,No
1757,2652,2025-08-08,Tablet,Organic,21.26,3,Yes
1758,3459,2026-07-18,Desktop,Email,22.65,10,Yes
1759,4642,2023-12-16,Tablet,Direct,9.34,8,No
1760,4480,2023-05-19,Mobile,Organic,11.97,7,No
1761,4022,2025-09-08,Tablet,Referral,33.1,15,No
1762,2837,2023-12-11,Tablet,Google Ads,9.83,6,No
1763,3731,2024-02-11,Desktop,Direct,4.62,2,No
1764,818,2023-11-29,Tablet,Instagram,24.07,14,No
1765,1784,2023-05-26,Mobile,Direct,26.03,7,No
1766,403,2026-01-10,Desktop,Instagram,16.28,2,Yes
1767,2972,2025-05-17,Mobile,Referral,21.81,1,No
1768,3613,2026-10-28,Mobile,Direct,21.52,3,Yes
1769,296,2023-12-17,Mobile,Facebook,10.92,3,No
1770,3109,2023-09-03,Mobile,Instagram,29.2,2,No
1771,4677,2026-09-13,Desktop,Email,27.51,6,No
1772,3582,2026-12-29,Desktop,Email,3.27,12,No
1773,4857,2023-03-21,Desktop,Referral,34.1,9,Yes
1774,3567,2025-06-23,Tablet,Google Ads,0.7,6,No
1775,1911,2023-07-14,Tablet,Organic,26.3,10,Yes
1776,2285,2024-01-04,Tablet,Direct,43.31,3,No
1777,599,2024-10-20,Tablet,Email,27.65,6,No
1778,2872,2023-06-29,Desktop,Instagram,43.24,8,No
1779,1979,2025-04-01,Tablet,Email,30.61,6,No
1780,1548,2026-02-01,Desktop,Facebook,6.95,9,No
1781,4394,2024-02-14,Desktop,Organic,20.61,5,No
1782,3247,2026-10-05,Desktop,Organic,43.58,11,No
1783,3636,2023-08-03,Mobile,Instagram,30.17,12,No
1784,2307,2024-07-28,Tablet,Referral,34.66,9,No
1785,80,2024-06-05,Mobile,Instagram,2.05,3,No
1786,700,2024-06-15,Mobile,Instagram,40.17,1,No
1787,1468,2025-02-18,Tablet,Facebook,23.2,5,No
1788,4825,2025-09-22,Tablet,Google Ads,10.86,9,No
1789,1258,2024-08-20,Tablet,Instagram,26.77,11,No
1790,452,2025-03-30,Mobile,Google Ads,40.89,7,No
1791,1559,2025-06-04,Desktop,Organic,43.78,2,Yes
1792,1593,2025-06-02,Mobile,Email,10.44,2,Yes
1793,3046,2025-03-25,Mobile,Referral,38.14,6,No
1794,4007,2024-03-30,Tablet,Email,33.45,12,No
1795,655,2026-12-11,Mobile,Facebook,26.46,5,No
1796,3382,2024-08-11,Tablet,Organic,20.4,14,No
1797,4642,2023-08-16,Desktop,Referral,40.97,2,No
1798,1781,2026-10-26,Tablet,Google Ads,9.85,1,No
1799,687,2026-07-13,Tablet,Instagram,32.08,13,No
1800,3828,2026-08-12,Desktop,Instagram,20.79,1,No
1801,4065,2026-11-27,Desktop,Email,22.4,12,No
1802,90,2024-10-21,Tablet,Email,17.32,7,No
1803,3463,2023-07-18,Mobile,Email,41.77,9,No
1804,1396,2023-06-24,Tablet,Instagram,28.35,13,Yes
1805,4532,2024-03-03,Mobile,Organic,42.61,10,No
1806,4946,2025-08-01,Desktop,Instagram,38.18,14,No
1807,229,2025-10-13,Mobile,Instagram,24.91,3,Yes
1808,4420,2024-10-13,Mobile,Email,42.0,10,No
1809,1937,2025-05-19,Desktop,Direct,42.47,8,No
1810,538,2026-04-15,Mobile,Email,21.38,14,No
1811,1813,2025-11-08,Tablet,Facebook,16.33,7,No
1812,4666,2023-08-25,Desktop,Facebook,30.02,14,No
1813,1293,2023-01-07,Desktop,Google Ads,40.55,3,No
1814,697,2026-12-14,Mobile,Instagram,11.56,15,No
1815,1738,2026-09-28,Desktop,Instagram,15.1,2,Yes
1816,3528,2025-01-07,Desktop,Google Ads,13.49,12,Yes
1817,3448,2026-08-01,Tablet,Google Ads,12.88,1,No
1818,3297,2026-08-15,Desktop,Facebook,39.23,6,No
1819,3609,2024-09-01,Mobile,Facebook,35.08,14,No
1820,4448,2026-03-21,Tablet,Facebook,18.68,2,No
1821,793,2024-12-22,Tablet,Referral,29.87,7,No
1822,3279,2023-09-23,Mobile,Organic,10.94,6,No
1823,2262,2026-04-10,Desktop,Facebook,27.93,1,No
1824,591,2025-08-20,Desktop,Instagram,4.26,7,No
1825,3843,2023-10-19,Mobile,Direct,32.06,6,No
1826,3443,2024-11-01,Mobile,Email,31.23,5,Yes
1827,884,2023-04-07,Tablet,Direct,15.36,3,No
1828,407,2023-06-29,Desktop,Facebook,24.01,5,No
1829,3081,2026-07-08,Tablet,Direct,33.05,7,No
1830,4310,2025-09-20,Desktop,Referral,17.85,8,No
1831,1355,2026-01-16,Desktop,Facebook,37.08,4,No
1832,1952,2024-06-29,Desktop,Email,15.6,7,No
1833,37,2023-07-10,Mobile,Email,20.93,6,No
1834,2269,2023-04-22,Desktop,Instagram,20.93,4,Yes
1835,4877,2024-11-16,Tablet,Email,23.84,6,Yes
1836,593,2024-05-21,Tablet,Instagram,7.31,7,No
1837,1721,2023-07-10,Desktop,Organic,16.57,12,No
1838,3700,2024-07-31,Desktop,Direct,34.75,14,No
1839,3459,2026-07-16,Desktop,Google Ads,20.93,8,No
1840,1741,2024-10-31,Mobile,Referral,5.6,13,No
1841,998,2025-10-29,Tablet,Direct,6.57,5,No
1842,2975,2025-11-08,Tablet,Organic,18.77,12,No
1843,4113,2024-07-22,Mobile,Google Ads,35.56,4,No
1844,3740,2024-07-24,Tablet,Facebook,26.35,3,No
1845,3236,2024-10-31,Desktop,Email,26.89,15,No
1846,79,2026-12-25,Tablet,Direct,4.31,2,No
1847,1393,2023-12-04,Mobile,Facebook,20.97,9,No
1848,3097,2025-10-09,Tablet,Organic,10.94,4,No
1849,3523,2024-01-23,Desktop,Google Ads,8.7,6,No
1850,20,2025-02-03,Mobile,Referral,5.67,11,No
1851,2027,2026-11-01,Mobile,Direct,8.4,7,No
1852,4248,2024-11-11,Mobile,Organic,22.12,15,No
1853,1420,2023-06-15,Desktop,Direct,19.41,11,No
1854,815,2026-01-08,Mobile,Email,13.23,15,No
1855,4188,2023-08-17,Desktop,Instagram,43.02,15,No
1856,1350,2024-03-16,Tablet,Instagram,19.13,10,No
1857,3704,2023-09-20,Mobile,Google Ads,33.73,3,No
1858,2279,2026-05-28,Mobile,Email,18.4,1,No
1859,751,2026-05-24,Mobile,Google Ads,43.58,10,No
1860,3029,2023-07-02,Tablet,Instagram,36.06,7,Yes
1861,690,2023-07-29,Mobile,Direct,11.34,1,No
1862,4565,2026-12-10,Desktop,Organic,13.26,6,No
1863,3130,2026-10-08,Mobile,Direct,12.42,4,No
1864,1309,2023-12-30,Desktop,Referral,41.76,5,No
1865,4133,2023-07-05,Mobile,Email,41.15,11,No
1866,1412,2024-03-13,Tablet,Facebook,37.75,14,No
1867,4978,2023-01-07,Mobile,Instagram,11.55,5,No
1868,4023,2023-02-04,Tablet,Referral,37.44,2,No
1869,3721,2024-09-25,Tablet,Referral,30.07,10,No
1870,884,2023-09-14,Tablet,Direct,22.42,13,Yes
1871,4713,2025-10-10,Desktop,Organic,3.0,10,No
1872,4572,2023-05-22,Desktop,Direct,25.15,12,No
1873,303,2023-01-07,Tablet,Google Ads,2.34,13,No
1874,3941,2026-05-24,Desktop,Email,5.67,6,No
1875,2935,2023-01-02,Tablet,Facebook,11.14,11,No
1876,4661,2025-03-25,Tablet,Email,5.11,12,No
1877,1474,2023-05-09,Desktop,Email,40.88,14,No
1878,4075,2025-11-18,Desktop,Facebook,32.32,4,No
1879,4126,2025-05-03,Mobile,Facebook,17.12,9,No
1880,643,2023-10-17,Tablet,Email,36.61,6,Yes
1881,1527,2026-06-29,Desktop,Instagram,17.31,1,No
1882,3096,2025-04-19,Desktop,Google Ads,14.45,5,No
1883,3764,2025-10-01,Mobile,Email,30.3,4,No
1884,1134,2026-03-21,Tablet,Google Ads,5.18,12,No
1885,1902,2026-10-25,Tablet,Instagram,28.1,7,Yes
1886,2528,2025-01-20,Desktop,Direct,21.28,11,No
1887,3869,2024-01-28,Desktop,Facebook,22.34,5,No
1888,3779,2025-11-11,Desktop,Facebook,34.79,11,No
1889,1351,2023-10-02,Tablet,Direct,2.21,14,No
1890,1216,2026-10-26,Tablet,Instagram,9.16,3,No
1891,3458,2024-08-13,Mobile,Email,25.96,2,No
1892,3889,2026-06-28,Tablet,Facebook,14.85,14,No
1893,3675,2026-12-04,Mobile,Email,1.81,1,No
1894,1829,2026-10-28,Tablet,Referral,20.55,11,Yes
1895,773,2024-12-14,Tablet,Google Ads,35.11,15,No
1896,4486,2025-06-26,Mobile,Facebook,9.38,6,No
1897,3309,2025-02-24,Desktop,Direct,36.94,6,No
1898,4334,2024-06-14,Mobile,Organic,44.86,11,No
1899,4155,2023-10-15,Tablet,Instagram,37.65,13,Yes
1900,4212,2025-08-29,Tablet,Instagram,3.85,13,No
1901,4924,2024-05-12,Tablet,Direct,8.68,7,No
1902,4885,2024-10-21,Mobile,Direct,42.1,3,Yes
1903,499,2026-11-11,Mobile,Google Ads,23.12,12,No
1904,2728,2025-07-02,Mobile,Instagram,37.12,14,No
1905,1155,2023-08-21,Mobile,Email,42.26,8,No
1906,2127,2024-05-03,Desktop,Email,34.67,8,No
1907,1844,2026-12-01,Desktop,Direct,26.79,10,No
1908,1834,2024-01-15,Mobile,Facebook,18.01,3,No
1909,1228,2024-10-17,Desktop,Instagram,33.23,14,Yes
1910,3649,2025-11-20,Tablet,Facebook,40.44,4,No
1911,1242,2024-08-29,Desktop,Direct,36.83,2,Yes
1912,2981,2023-04-30,Mobile,Organic,28.64,15,No
1913,3489,2025-03-06,Mobile,Facebook,6.06,10,Yes
1914,3092,2026-01-06,Desktop,Facebook,44.03,15,No
1915,91,2026-09-27,Mobile,Instagram,7.02,1,No
1916,2784,2026-03-06,Tablet,Referral,12.19,5,No
1917,3689,2024-08-01,Mobile,Direct,35.48,7,No
1918,4292,2023-06-12,Desktop,Referral,10.96,9,No
1919,2566,2024-02-02,Tablet,Direct,0.7,3,No
1920,2258,2026-07-30,Mobile,Instagram,11.22,14,No
1921,3642,2025-07-11,Desktop,Organic,9.64,13,No
1922,2578,2026-11-04,Mobile,Instagram,41.16,13,No
1923,4708,2023-05-21,Desktop,Google Ads,43.62,14,Yes
1924,531,2023-05-02,Desktop,Google Ads,18.87,8,No
1925,525,2023-02-12,Desktop,Facebook,32.32,3,No
1926,2018,2023-06-26,Tablet,Referral,16.15,13,No
1927,4555,2025-05-03,Mobile,Google Ads,10.11,9,No
1928,330,2023-11-28,Desktop,Email,35.67,3,No
1929,542,2023-08-10,Mobile,Instagram,3.55,1,Yes
1930,3827,2024-02-03,Desktop,Organic,6.79,3,No
1931,3593,2024-12-26,Mobile,Instagram,42.57,2,No
1932,2870,2025-03-10,Tablet,Email,8.38,4,Yes
1933,1773,2026-02-04,Desktop,Instagram,9.86,1,No
1934,804,2026-09-24,Tablet,Direct,23.85,13,Yes
1935,4603,2024-08-25,Tablet,Facebook,39.77,13,No
1936,2739,2026-02-19,Desktop,Email,24.63,10,No
1937,4965,2024-02-22,Mobile,Instagram,31.54,3,No
1938,1637,2023-05-07,Mobile,Organic,16.49,14,No
1939,2479,2025-04-11,Mobile,Instagram,42.69,7,Yes
1940,4698,2023-04-09,Mobile,Direct,33.12,14,Yes
1941,4328,2026-07-11,Desktop,Organic,39.64,14,No
1942,1362,2023-06-04,Mobile,Organic,25.37,11,No
1943,793,2023-07-21,Desktop,Organic,7.27,3,No
1944,2433,2024-10-05,Mobile,Organic,34.8,13,No
1945,3720,2025-10-20,Desktop,Email,29.84,12,No
1946,2573,2026-03-20,Tablet,Email,34.9,8,Yes
1947,4933,2024-10-17,Mobile,Google Ads,9.61,2,No
1948,3970,2023-01-06,Desktop,Instagram,23.65,7,No
1949,4501,2023-10-17,Tablet,Email,43.93,4,Yes
1950,2880,2026-07-11,Mobile,Referral,16.52,2,Yes
1951,2443,2026-08-24,Mobile,Direct,2.73,13,No
1952,827,2023-02-04,Desktop,Direct,19.68,1,No
1953,993,2023-11-23,Desktop,Organic,12.62,7,No
1954,2487,2025-08-21,Tablet,Direct,5.05,10,No
1955,337,2024-08-26,Mobile,Google Ads,18.0,13,Yes
1956,954,2024-04-21,Desktop,Facebook,39.99,4,Yes
1957,567,2025-04-23,Mobile,Referral,17.51,3,No
1958,3518,2025-04-06,Tablet,Email,16.41,7,No
1959,3044,2025-01-13,Desktop,Email,36.09,14,No
1960,2568,2024-11-09,Mobile,Organic,12.67,14,No
1961,1580,2024-02-01,Desktop,Organic,4.12,12,No
1962,1401,2023-05-23,Tablet,Organic,39.33,6,No
1963,4013,2025-07-20,Tablet,Instagram,38.68,8,No
1964,4334,2026-05-27,Tablet,Google Ads,7.59,9,No
1965,117,2026-01-16,Tablet,Direct,5.04,12,No
1966,4671,2026-12-07,Desktop,Organic,12.47,12,No
1967,4716,2026-12-26,Tablet,Direct,38.6,9,Yes
1968,1671,2024-01-22,Desktop,Referral,21.88,1,Yes
1969,2162,2025-08-12,Tablet,Facebook,3.1,6,No
1970,2250,2024-06-05,Desktop,Instagram,31.58,14,No
1971,3267,2025-11-08,Tablet,Organic,4.56,5,No
1972,3968,2023-02-21,Desktop,Organic,13.6,8,Yes
1973,894,2025-02-16,Mobile,Email,29.33,3,Yes
1974,4174,2026-04-03,Desktop,Facebook,27.76,5,No
1975,445,2026-07-08,Mobile,Organic,42.17,4,No
1976,389,2023-12-16,Mobile,Email,7.29,10,Yes
1977,1585,2023-05-17,Tablet,Instagram,26.78,4,No
1978,1209,2026-06-25,Desktop,Instagram,15.37,1,No
1979,6,2025-01-07,Mobile,Organic,31.25,8,No
1980,1744,2025-05-30,Desktop,Google Ads,19.84,8,Yes
1981,3481,2026-03-07,Desktop,Referral,36.99,15,No
1982,874,2024-03-22,Mobile,Instagram,38.46,4,Yes
1983,3813,2026-01-21,Mobile,Organic,5.73,9,No
1984,353,2026-04-06,Mobile,Direct,8.52,13,Yes
1985,846,2023-01-12,Desktop,Direct,12.4,9,Yes
1986,2406,2024-07-23,Mobile,Instagram,12.64,15,No
1987,3645,2026-09-18,Tablet,Facebook,12.75,1,No
1988,1796,2025-10-28,Mobile,Direct,36.7,4,No
1989,512,2023-02-24,Tablet,Facebook,14.49,11,No
1990,3746,2024-08-11,Mobile,Google Ads,34.94,3,No
1991,1829,2024-06-07,Desktop,Facebook,9.61,14,No
1992,2593,2025-08-15,Mobile,Direct,18.38,3,No
1993,2842,2024-12-29,Desktop,Referral,39.76,2,No
1994,1031,2025-01-17,Mobile,Email,31.27,10,Yes
1995,4545,2023-06-17,Mobile,Facebook,21.8,2,No
1996,2490,2026-10-06,Desktop,Email,29.11,2,No
1997,1815,2025-08-28,Tablet,Facebook,28.92,11,No
1998,4510,2023-04-11,Desktop,Email,24.37,7,No
1999,3379,2025-11-26,Mobile,Direct,10.93,14,No
2000,4886,2024-08-05,Desktop,Direct,43.02,3,No
2001,3539,2026-02-13,Desktop,Organic,26.94,11,Yes
2002,284,2023-02-03,Tablet,Instagram,20.22,3,No
2003,2097,2026-03-05,Desktop,Google Ads,12.86,5,No
2004,3138,2024-03-16,Desktop,Facebook,35.28,8,Yes
2005,464,2026-05-27,Mobile,Referral,43.52,1,No
2006,2019,2023-12-24,Tablet,Direct,7.46,15,No
2007,4320,2026-11-27,Desktop,Direct,2.7,12,No
2008,2090,2025-02-09,Tablet,Instagram,43.31,1,No
2009,685,2025-07-23,Mobile,Direct,39.62,15,Yes
2010,2873,2023-01-25,Mobile,Direct,10.96,3,No
2011,4894,2026-07-21,Mobile,Organic,44.92,11,No
2012,4893,2024-02-11,Tablet,Direct,31.32,12,Yes
2013,3886,2026-10-23,Desktop,Organic,22.25,9,No
2014,4457,2024-05-05,Mobile,Direct,9.28,15,No
2015,1449,2025-02-12,Mobile,Organic,6.87,10,Yes
2016,1490,2025-03-27,Desktop,Google Ads,19.58,14,No
2017,988,2024-03-22,Mobile,Email,36.71,10,Yes
2018,4165,2026-10-09,Tablet,Facebook,35.23,12,No
2019,4332,2024-08-27,Mobile,Google Ads,30.83,9,No
2020,4200,2023-05-10,Desktop,Organic,17.08,14,No
2021,1530,2024-12-14,Tablet,Organic,8.67,7,No
2022,2172,2026-07-28,Tablet,Organic,39.98,15,No
2023,474,2026-11-18,Mobile,Referral,12.08,8,No
2024,115,2026-01-17,Mobile,Organic,15.46,11,No
2025,3666,2026-03-19,Desktop,Organic,30.94,13,No
2026,4173,2024-01-17,Mobile,Facebook,38.66,3,No
2027,4501,2025-06-20,Tablet,Google Ads,44.56,3,No
2028,2565,2025-06-28,Desktop,Direct,16.22,7,No
2029,3064,2024-11-05,Tablet,Direct,11.69,7,No
2030,4108,2024-12-24,Tablet,Instagram,37.38,3,No
2031,2336,2025-05-14,Desktop,Email,31.43,9,No
2032,756,2026-01-13,Mobile,Direct,16.52,9,No
2033,3711,2026-04-29,Desktop,Organic,1.43,7,Yes
2034,2433,2026-09-11,Mobile,Organic,33.57,6,No
2035,2615,2023-07-06,Mobile,Organic,12.34,2,No
2036,348,2025-01-23,Desktop,Facebook,34.76,3,No
2037,294,2026-07-06,Mobile,Facebook,8.65,4,No
2038,889,2023-06-28,Tablet,Organic,39.3,4,No
2039,1303,2024-03-03,Tablet,Google Ads,5.86,15,No
2040,2005,2026-06-17,Desktop,Google Ads,1.15,1,Yes
2041,1291,2025-07-28,Tablet,Instagram,44.84,9,No
2042,4448,2025-04-29,Desktop,Organic,22.31,7,No
2043,1570,2024-02-29,Mobile,Facebook,33.85,2,No
2044,2226,2024-10-30,Mobile,Organic,39.33,10,No
2045,4422,2024-05-17,Tablet,Instagram,22.52,9,No
2046,2610,2024-08-08,Tablet,Email,12.11,11,No
2047,741,2023-03-03,Mobile,Email,39.19,14,No
2048,805,2024-01-03,Mobile,Organic,16.99,2,No
2049,166,2025-06-28,Desktop,Email,34.2,9,No
2050,2504,2024-12-24,Mobile,Email,21.39,13,Yes
2051,308,2026-12-08,Desktop,Instagram,39.68,1,No
2052,1105,2025-11-01,Mobile,Email,27.3,12,No
2053,443,2025-10-09,Mobile,Instagram,2.72,6,No
2054,4411,2025-05-30,Mobile,Referral,27.58,6,Yes
2055,3155,2024-08-20,Tablet,Direct,27.36,5,No
2056,3222,2026-05-17,Desktop,Referral,34.36,9,No
