InventoryID,ProductID,StoreID,StockAvailable,ReorderLevel,LastRestocked
2658,464,53,772,27,2023-06-03
2659,908,51,456,94,2026-03-21
2660,267,6,581,143,2025-11-23
2661,556,24,289,126,2025-10-31
2662,572,15,183,87,2024-05-27
2663,471,35,582,48,2025-02-23
2664,807,67,236,43,2024-12-26
2665,656,74,619,121,2024-10-26
2666,632,31,101,107,2024-04-17
2667,854,37,631,58,2025-05-10
2668,332,52,48,71,2024-02-28
2669,161,71,166,70,2024-06-12
2670,369,20,367,23,2026-02-05
2671,872,46,49,63,2025-01-24
2672,480,63,283,59,2024-01-11
2673,225,72,769,82,2023-12-19
2674,945,79,419,95,2023-11-01
2675,740,14,597,37,2023-03-14
2676,43,10,595,137,2024-12-02
2677,824,4,784,78,2024-10-09
2678,671,74,68,25,2025-02-13
2679,698,17,228,71,2024-10-24
2680,787,27,473,102,2025-11-17
2681,81,46,790,148,2025-09-13
2682,615,31,193,46,2023-09-22
2683,662,62,278,24,2025-03-26
2684,894,19,97,88,2023-04-23
2685,556,41,719,142,2023-07-19
2686,432,70,21,68,2024-08-24
2687,431,29,87,29,2024-03-07
2688,217,70,491,46,2025-05-11
2689,703,48,574,134,2024-12-14
2690,332,40,293,140,2025-04-07
2691,859,17,646,84,2026-03-19
2692,393,26,482,54,2024-09-11
2693,99,22,446,68,2024-04-09
2694,230,1,431,36,2023-08-12
2695,624,3,748,114,2025-01-08
2696,174,54,309,61,2025-02-20
2697,186,14,278,31,2023-11-13
2698,402,57,460,68,2024-12-31
2699,165,18,303,89,2025-04-15
2700,902,41,127,42,2025-10-17
2701,301,7,137,106,2023-09-02
2702,642,35,793,24,2025-10-14
2703,922,77,397,144,2025-04-21
2704,747,36,260,106,2023-01-03
2705,733,15,768,43,2025-03-28
2706,417,56,733,68,2025-05-29
2707,384,32,428,73,2025-04-15
2708,853,26,87,133,2024-06-11
2709,200,43,340,103,2024-01-24
2710,379,31,489,32,2024-06-07
2711,151,6,209,103,2023-01-18
2712,483,46,55,147,2026-02-15
2713,953,25,91,130,2024-10-25
2714,937,24,243,28,2023-10-27
2715,847,9,778,123,2025-03-16
2716,822,35,245,91,2023-04-15
2717,724,39,23,27,2023-04-23
2718,431,47,639,61,2025-05-08
2719,727,38,614,51,2023-11-04
2720,963,47,113,38,2024-10-28
2721,754,15,613,81,2026-04-08
2722,36,39,200,111,2023-04-08
2723,992,75,574,29,2024-11-15
2724,740,29,463,108,2025-04-24
2725,530,52,683,139,2024-04-07
2726,660,31,402,25,2023-08-28
2727,685,2,298,67,2025-08-21
2728,563,17,265,53,2026-04-13
2729,171,21,729,90,2024-12-25
2730,559,43,330,129,2024-02-03
2731,955,13,707,108,2024-02-15
2732,4,66,184,97,2026-01-03
2733,197,17,450,97,2024-08-02
2734,800,8,217,41,2024-11-06
2735,121,45,24,143,2024-09-28
2736,144,71,535,81,2023-08-23
2737,389,50,796,78,2025-08-12
2738,384,6,756,76,2024-10-04
2739,295,53,181,55,2025-01-29
2740,664,67,735,104,2023-01-19
2741,850,4,599,71,2023-12-18
2742,320,49,118,135,2025-04-16
2743,547,61,35,142,2025-06-21
2744,627,21,305,90,2023-12-07
2745,551,16,390,134,2024-12-23
2746,313,38,172,146,2024-02-24
2747,498,55,706,75,2023-10-24
2748,469,29,281,60,2024-06-28
2749,807,72,770,124,2024-11-29
2750,957,53,372,112,2023-03-01
2751,568,12,1,39,2025-04-09
2752,693,25,393,40,2023-04-03
2753,745,35,455,114,2025-10-07
2754,677,62,457,148,2023-05-28
2755,609,17,495,91,2023-12-25
2756,50,39,786,106,2023-09-10
2757,419,70,516,69,2023-06-08
2758,818,45,443,20,2024-04-13
2759,577,54,335,121,2025-10-25
2760,141,49,4,23,2024-05-30
2761,350,18,573,112,2024-05-12
2762,612,70,368,64,2024-01-12
2763,397,18,185,83,2026-03-22
2764,329,28,397,142,2026-01-29
2765,473,69,282,63,2023-06-09
2766,807,36,211,80,2025-09-24
2767,469,42,79,35,2023-03-28
2768,407,61,289,75,2024-07-16
2769,177,66,414,146,2023-04-26
2770,121,57,289,64,2024-09-10
2771,233,61,553,82,2023-01-19
2772,376,76,81,137,2025-07-31
2773,66,25,345,30,2025-08-13
2774,706,46,709,113,2026-01-24
2775,177,45,432,105,2025-08-23
2776,128,29,700,52,2023-10-03
2777,68,3,172,78,2025-09-28
2778,765,8,768,62,2025-05-16
2779,754,62,709,135,2024-07-18
2780,101,19,31,42,2025-09-07
2781,27,29,446,119,2024-05-12
2782,979,46,379,147,2023-02-28
2783,665,45,620,42,2023-10-27
2784,749,4,546,64,2023-02-19
2785,49,60,563,127,2025-07-18
2786,659,54,532,38,2023-03-25
2787,864,40,235,129,2025-11-16
2788,931,3,215,75,2024-02-13
2789,984,73,708,143,2026-01-01
2790,894,50,116,33,2024-10-13
2791,559,55,453,139,2023-07-08
2792,875,35,641,114,2026-01-23
2793,276,68,645,81,2026-02-15
2794,777,1,16,56,2024-09-26
2795,789,69,534,68,2023-08-13
2796,795,42,216,27,2024-11-07
2797,310,29,286,56,2025-10-20
2798,414,49,181,39,2024-10-04
2799,949,50,539,110,2025-08-27
2800,118,74,722,145,2023-05-12
2801,706,33,701,131,2025-10-05
2802,180,48,195,51,2023-03-11
2803,590,60,626,76,2025-09-13
2804,893,8,576,132,2025-12-19
2805,961,1,97,33,2023-05-10
2806,963,77,666,135,2023-09-05
2807,285,69,21,124,2025-04-23
2808,112,17,799,29,2025-02-07
2809,466,33,414,86,2024-02-10
2810,286,12,114,109,2023-10-26
2811,615,68,755,133,2025-01-31
2812,40,64,774,91,2024-04-25
2813,106,11,113,57,2024-12-24
2814,195,3,164,74,2025-03-11
2815,401,36,552,73,2025-01-17
2816,817,7,14,121,2024-07-20
2817,847,48,658,90,2024-02-23
2818,608,22,500,106,2025-01-20
2819,177,75,106,143,2023-11-03
2820,715,74,99,45,2023-08-06
2821,114,25,626,147,2024-07-15
2822,948,35,102,150,2025-11-30
2823,27,37,499,102,2025-08-03
2824,986,60,149,82,2024-03-23
2825,585,78,214,146,2023-02-18
2826,54,64,155,92,2025-09-14
2827,12,25,505,40,2024-03-21
2828,634,15,681,84,2023-08-10
2829,219,7,112,133,2023-11-11
2830,862,69,707,121,2023-12-02
2831,123,24,632,136,2023-03-13
2832,28,25,81,119,2024-03-20
2833,62,48,614,73,2024-07-26
2834,798,17,35,71,2025-06-09
2835,207,73,48,39,2024-12-16
2836,855,39,150,31,2024-08-19
2837,269,18,647,55,2023-10-15
2838,842,5,85,48,2024-10-09
2839,991,45,361,145,2026-02-08
2840,880,7,293,65,2023-02-19
2841,74,65,333,74,2025-01-18
2842,106,62,665,34,2025-11-23
2843,50,62,505,69,2024-10-25
2844,190,27,46,71,2024-05-11
2845,480,36,425,144,2025-08-03
2846,481,7,489,131,2025-03-23
2847,295,26,578,20,2023-09-27
2848,571,65,297,94,2024-02-18
2849,173,75,454,86,2023-05-06
2850,316,79,217,116,2025-04-24
2851,819,5,331,89,2026-01-06
2852,485,44,313,81,2024-12-23
2853,821,48,373,124,2025-11-26
2854,127,49,136,141,2024-06-24
2855,535,68,174,80,2023-08-03
2856,586,9,101,34,2025-07-29
2857,633,49,56,136,2024-05-31
2858,582,5,336,59,2026-03-06
2859,108,48,5,132,2025-08-07
2860,745,17,642,134,2025-04-02
2861,933,78,159,77,2023-06-19
2862,111,43,18,138,2024-12-26
2863,213,6,584,132,2026-03-01
2864,135,42,260,79,2024-04-08
2865,618,65,397,129,2023-12-26
2866,165,58,571,26,2023-08-08
2867,898,64,134,64,2023-02-20
2868,125,51,626,68,2023-03-13
2869,501,29,247,34,2023-10-19
2870,464,2,244,98,2024-12-27
2871,617,79,512,139,2024-07-08
2872,78,65,239,72,2024-10-24
2873,566,64,784,93,2025-01-02
2874,250,14,41,60,2025-01-08
2875,566,40,730,133,2023-02-20
2876,527,70,7,102,2025-12-01
2877,764,57,550,38,2024-09-29
2878,587,46,137,129,2024-09-04
2879,849,69,658,149,2023-12-04
2880,728,7,702,44,2023-07-12
2881,686,42,292,131,2026-03-17
2882,336,12,776,107,2024-11-13
2883,109,77,534,20,2025-12-05
2884,947,2,787,131,2025-07-19
2885,399,65,593,140,2023-01-23
2886,459,53,702,24,2026-02-26
2887,904,66,104,73,2024-07-23
2888,777,69,731,58,2025-01-11
2889,507,52,731,47,2024-06-18
2890,841,20,160,84,2024-11-15
2891,303,76,592,33,2023-07-01
2892,566,48,504,118,2024-08-07
2893,12,15,319,46,2025-11-04
2894,826,3,551,55,2025-09-06
2895,594,67,187,24,2023-04-28
2896,77,11,788,139,2023-10-16
2897,836,39,283,53,2024-11-19
2898,541,39,359,54,2026-01-29
2899,632,55,156,36,2024-12-18
2900,457,8,590,111,2024-05-07
2901,412,5,556,33,2025-03-02
2902,39,15,349,115,2025-04-19
2903,743,39,60,123,2025-12-04
2904,48,4,321,94,2025-10-22
2905,555,72,355,140,2023-09-16
2906,288,17,485,124,2024-10-03
2907,158,43,92,68,2023-11-20
2908,559,19,368,130,2023-07-07
2909,839,67,147,82,2024-03-24
2910,496,32,188,68,2023-11-23
2911,459,13,108,128,2025-07-18
2912,862,31,45,74,2024-03-22
2913,137,2,52,48,2025-01-26
2914,339,77,81,66,2024-11-09
2915,491,43,737,86,2023-03-20
2916,676,48,79,145,2025-03-03
2917,555,41,106,37,2024-09-01
2918,651,22,346,120,2026-02-07
2919,530,37,250,68,2024-07-08
2920,338,37,409,112,2023-11-02
2921,797,41,31,109,2025-08-20
2922,833,80,210,115,2024-09-16
2923,156,54,675,41,2025-09-23
2924,905,61,337,86,2025-03-21
2925,141,28,673,67,2024-03-08
2926,450,34,8,51,2025-05-24
2927,775,52,340,47,2026-01-10
2928,659,24,774,51,2025-05-04
2929,111,61,170,40,2023-03-12
2930,51,55,657,44,2025-12-25
2931,47,58,424,28,2024-05-26
2932,14,68,677,83,2023-07-13
2933,794,8,440,28,2024-03-22
2934,93,64,5,54,2023-09-02
2935,703,5,533,39,2024-08-01
2936,841,11,453,99,2023-03-12
2937,428,16,655,68,2023-04-23
2938,883,47,195,117,2025-03-04
2939,262,62,247,128,2025-10-09
2940,215,14,452,22,2024-09-16
2941,550,63,203,79,2025-01-15
2942,470,2,712,58,2026-01-16
2943,9,67,329,46,2025-01-26
2944,537,18,295,143,2025-07-16
2945,511,63,194,49,2025-06-28
2946,110,8,117,75,2023-02-09
2947,806,71,315,133,2023-11-27
2948,472,24,192,62,2023-12-01
2949,105,37,1,42,2025-10-19
2950,918,33,549,109,2023-03-03
2951,884,60,237,60,2024-05-16
2952,170,26,317,74,2023-01-04
2953,995,3,173,73,2024-12-30
2954,978,45,737,25,2023-06-16
2955,73,1,616,87,2023-04-25
2956,621,50,414,33,2024-05-10
2957,146,71,733,55,2025-05-17
2958,555,44,309,129,2024-04-18
2959,851,73,322,69,2024-01-04
2960,981,6,614,58,2025-10-05
2961,529,4,344,118,2023-09-26
2962,341,12,171,129,2025-09-23
2963,986,15,745,98,2025-11-13
2964,858,73,313,127,2024-12-14
2965,891,61,570,23,2023-02-19
2966,11,3,339,94,2023-09-06
2967,352,59,665,37,2023-02-11
2968,250,67,698,57,2025-04-22
2969,108,68,352,117,2023-12-11
2970,9,47,732,84,2023-01-16
2971,548,64,116,96,2023-07-13
2972,625,3,27,51,2025-06-19
2973,427,65,296,126,2024-06-04
2974,546,33,47,58,2025-05-23
2975,241,52,239,36,2025-04-13
2976,664,53,605,148,2023-01-26
2977,874,29,679,45,2024-12-10
2978,418,44,660,145,2025-11-27
2979,858,13,678,91,2024-06-19
2980,591,65,606,33,2024-04-28
2981,996,34,798,94,2025-02-16
2982,623,44,449,124,2025-05-28
2983,443,79,496,95,2024-03-12
2984,700,15,499,58,2025-04-16
2985,74,47,195,91,2025-07-29
2986,1,35,96,52,2025-08-06
2987,489,41,74,48,2025-01-31
2988,523,14,33,102,2025-03-27
2989,848,45,322,70,2024-03-18
2990,547,15,35,78,2024-04-17
2991,578,31,199,29,2023-07-12
2992,730,54,173,122,2026-03-11
2993,565,12,509,105,2025-10-08
2994,659,42,757,26,2025-01-20
2995,70,62,672,124,2023-12-10
2996,932,14,746,24,2023-10-27
2997,952,40,359,131,2025-05-08
2998,74,9,700,114,2023-09-04
2999,620,24,395,149,2023-04-07
3000,442,59,219,25,2024-10-14
3001,206,14,355,47,2024-02-05
3002,766,65,252,43,2025-06-11
3003,276,7,56,143,2024-11-28
3004,624,55,69,33,2025-02-19
3005,64,36,266,33,2025-08-13
3006,982,77,140,126,2023-05-09
3007,123,45,194,98,2023-03-11
3008,437,58,744,131,2025-06-09
3009,714,65,603,123,2026-02-07
3010,79,28,132,108,2024-09-27
3011,438,65,398,57,2025-04-05
3012,211,20,727,142,2023-09-29
3013,363,66,674,117,2025-05-28
3014,283,72,146,55,2024-06-20
3015,272,73,411,125,2026-02-28
3016,433,32,559,86,2025-04-28
3017,507,40,60,43,2024-06-11
3018,313,13,435,89,2024-09-02
3019,848,22,305,147,2024-10-12
3020,125,11,243,82,2024-01-05
3021,322,26,125,85,2023-09-08
3022,97,6,34,50,2023-03-08
3023,678,52,453,70,2025-03-26
3024,930,24,649,93,2023-08-11
3025,317,77,556,49,2025-11-09
3026,561,63,117,77,2026-01-04
3027,397,53,367,143,2025-09-14
3028,199,13,676,22,2024-06-29
3029,335,76,218,128,2024-02-16
3030,521,28,237,28,2023-07-16
3031,94,5,738,89,2025-10-25
3032,133,9,524,140,2025-11-03
3033,428,41,330,109,2023-06-20
3034,661,74,542,42,2025-04-15
3035,683,77,191,86,2025-11-29
3036,165,71,468,60,2023-05-01
3037,97,4,263,25,2024-08-08
3038,477,74,447,114,2023-03-31
3039,728,24,666,136,2024-05-31
3040,814,11,713,74,2025-06-07
3041,724,29,694,129,2023-06-20
3042,719,62,406,128,2025-12-16
3043,223,1,309,76,2025-04-09
3044,677,55,5,107,2024-02-10
3045,267,79,98,63,2023-05-02
3046,638,10,338,141,2023-06-15
3047,298,50,389,143,2024-02-08
3048,7,24,766,87,2025-09-08
3049,74,47,710,24,2023-08-11
3050,183,6,453,39,2023-11-11
3051,519,11,157,123,2024-03-10
3052,999,13,708,100,2024-08-30
3053,557,61,720,39,2024-01-16
3054,236,54,224,108,2025-10-28
3055,207,59,330,138,2025-01-17
3056,828,14,183,36,2023-03-26
3057,437,11,480,108,2023-07-22
3058,215,46,178,136,2023-08-14
3059,496,58,736,30,2024-02-04
3060,839,79,342,22,2023-11-09
3061,794,3,713,95,2023-04-15
3062,735,74,652,52,2025-10-14
3063,661,32,97,117,2025-07-03
3064,437,57,470,105,2026-01-28
3065,916,41,525,70,2023-07-11
3066,448,56,512,20,2025-11-10
3067,202,78,168,78,2024-08-21
3068,994,44,24,108,2024-02-14
3069,796,76,97,119,2025-09-10
3070,985,24,619,146,2025-03-29
3071,421,13,36,111,2023-09-24
3072,230,69,458,73,2025-12-23
3073,996,34,43,134,2023-10-21
3074,735,1,365,112,2023-10-31
3075,344,51,568,109,2024-03-17
3076,794,76,283,125,2025-07-06
3077,131,42,84,90,2024-07-10
3078,750,62,167,50,2023-04-10
3079,979,20,704,122,2023-01-17
3080,796,11,109,132,2023-02-24
3081,943,5,792,26,2023-12-03
3082,722,1,534,37,2025-08-01
3083,393,56,448,26,2025-01-06
3084,802,50,543,90,2023-06-28
3085,44,17,567,43,2024-05-17
3086,562,62,312,141,2024-01-06
3087,311,77,429,58,2025-11-23
3088,283,4,548,90,2023-10-01
3089,476,47,398,79,2025-08-24
3090,247,39,433,73,2025-09-15
3091,749,80,251,51,2024-10-30
3092,374,47,635,47,2023-12-27
3093,260,9,663,94,2023-12-21
3094,232,49,422,84,2024-03-19
3095,552,12,292,49,2023-08-01
3096,612,55,239,33,2023-06-13
3097,676,49,536,55,2023-02-24
3098,467,21,79,23,2025-05-29
3099,476,27,140,63,2025-12-18
3100,366,76,61,94,2023-09-02
3101,753,28,350,40,2025-04-13
3102,6,40,138,102,2023-02-11
3103,662,53,304,63,2025-06-20
3104,79,21,82,65,2023-08-11
3105,325,52,318,127,2024-02-13
3106,705,13,473,148,2025-08-08
3107,265,63,659,29,2024-10-19
3108,500,76,760,90,2025-07-10
3109,525,43,176,115,2026-01-04
3110,193,66,517,57,2024-01-18
3111,956,52,693,89,2026-01-16
3112,103,39,721,102,2025-06-09
3113,836,41,509,79,2024-01-29
3114,204,22,351,59,2023-03-31
3115,442,32,0,43,2026-02-26
3116,761,13,629,134,2023-02-23
3117,218,54,489,37,2025-08-28
3118,745,9,345,107,2024-10-20
3119,173,64,613,102,2023-03-26
3120,470,35,621,40,2024-11-22
3121,225,23,584,143,2024-10-03
3122,832,68,97,66,2024-10-17
3123,160,32,204,36,2024-10-26
3124,640,68,532,25,2024-10-05
3125,136,58,46,143,2023-08-04
3126,434,64,669,91,2025-08-10
3127,615,31,317,135,2024-03-26
3128,742,25,129,25,2023-06-29
3129,466,75,302,81,2026-02-06
3130,974,73,654,129,2025-04-20
3131,305,9,162,64,2026-02-18
3132,512,65,766,126,2023-09-10
3133,252,70,3,69,2024-01-26
3134,580,24,473,117,2025-04-11
3135,954,47,359,22,2025-11-21
3136,787,32,307,95,2024-10-21
3137,140,52,358,102,2025-06-10
3138,741,37,153,40,2025-04-15
3139,528,17,376,114,2026-04-05
3140,464,22,705,25,2024-04-11
3141,280,78,504,20,2023-08-10
3142,499,33,613,135,2024-04-19
3143,90,41,628,103,2024-05-22
3144,850,55,50,52,2024-07-12
3145,734,15,302,109,2025-01-29
3146,56,35,11,57,2024-03-07
3147,67,3,22,63,2023-09-04
3148,150,11,800,138,2023-07-17
3149,829,73,528,92,2023-12-04
3150,8,45,403,55,2026-03-25
3151,616,62,337,94,2023-04-09
3152,754,66,405,106,2024-09-08
3153,962,27,61,44,2023-05-13
3154,410,28,199,28,2024-06-02
3155,283,24,268,110,2023-09-04
3156,408,60,684,54,2024-10-29
3157,756,49,361,114,2024-05-11
3158,702,68,303,94,2023-02-24
3159,620,66,295,104,2025-03-03
3160,378,40,186,81,2025-04-02
3161,973,41,774,71,2026-02-21
3162,325,18,448,111,2025-07-14
3163,350,18,595,127,2023-11-29
3164,443,39,764,137,2025-11-27
3165,722,53,310,35,2024-04-03
3166,151,31,696,22,2023-07-24
3167,705,14,304,63,2025-11-03
3168,293,4,294,66,2025-12-03
3169,796,52,598,148,2023-06-03
3170,703,60,666,125,2024-01-27
3171,221,40,185,75,2026-03-14
3172,759,55,34,50,2025-02-08
3173,842,61,67,124,2024-05-26
3174,871,51,605,63,2025-12-31
3175,761,69,724,117,2023-08-26
3176,420,52,616,42,2023-10-07
3177,344,3,222,21,2025-10-16
3178,162,49,621,120,2023-12-18
3179,306,24,305,116,2023-12-06
3180,40,44,543,91,2023-04-19
3181,896,68,260,102,2024-09-10
3182,421,30,559,48,2024-12-09
3183,435,8,789,113,2024-05-28
3184,677,10,276,148,2024-03-02
3185,127,13,281,38,2024-06-06
3186,933,56,131,51,2024-02-28
3187,392,47,509,132,2024-06-03
3188,650,77,680,81,2026-02-24
3189,930,7,140,110,2024-01-27
3190,631,36,543,91,2023-04-14
3191,563,35,500,101,2024-10-08
3192,993,40,610,144,2023-09-28
3193,929,63,229,67,2023-04-01
3194,502,80,13,101,2025-06-23
3195,687,41,470,104,2023-08-06
3196,598,35,689,97,2024-10-29
3197,984,69,374,87,2023-11-23
3198,450,66,663,147,2025-12-12
3199,904,46,379,34,2025-09-14
3200,420,69,299,103,2024-11-07
3201,179,22,761,114,2025-01-06
3202,849,15,367,100,2026-01-09
3203,196,61,516,84,2024-03-20
3204,390,48,117,52,2023-01-20
3205,818,67,332,43,2023-06-25
3206,816,14,219,118,2024-12-28
3207,636,74,539,35,2023-10-27
3208,524,5,352,47,2025-10-28
3209,676,67,751,72,2023-01-23
3210,824,49,60,118,2024-02-02
3211,763,65,83,103,2023-07-04
3212,645,28,551,67,2023-02-03
3213,855,32,376,70,2025-11-13
3214,874,14,361,43,2023-12-12
3215,325,77,124,69,2024-04-04
3216,104,2,516,115,2025-07-19
3217,384,12,159,30,2025-12-06
3218,56,1,707,60,2025-12-01
3219,795,35,435,90,2024-05-06
3220,483,37,355,100,2025-05-10
3221,908,8,463,25,2023-09-15
3222,353,23,238,140,2023-09-04
3223,542,1,342,22,2024-09-19
3224,636,62,217,62,2023-11-28
3225,148,33,675,84,2025-05-29
3226,224,11,214,31,2024-06-28
3227,817,19,419,101,2023-03-10
3228,267,63,506,82,2023-09-23
3229,336,73,250,116,2024-01-05
3230,209,5,33,86,2025-05-23
3231,294,56,581,137,2025-12-19
3232,444,8,420,146,2025-01-26
3233,41,44,150,127,2024-12-28
3234,161,45,774,74,2023-12-31
3235,850,64,14,53,2024-01-17
3236,453,54,623,105,2026-04-11
3237,376,51,704,70,2023-05-23
3238,709,44,387,34,2025-12-28
3239,325,55,515,89,2025-09-21
3240,369,59,226,141,2026-03-16
3241,6,63,150,58,2026-02-17
3242,653,19,610,30,2024-09-24
3243,970,44,83,21,2024-08-05
3244,51,9,787,103,2023-09-20
3245,269,79,670,42,2023-10-21
3246,499,33,289,54,2023-05-23
3247,395,58,141,92,2023-04-16
3248,308,30,171,110,2025-06-13
3249,962,1,454,78,2023-05-16
3250,891,70,457,96,2024-06-27
3251,625,51,92,138,2025-12-25
3252,307,34,602,88,2024-08-24
3253,385,9,130,30,2023-12-08
3254,516,65,513,148,2023-06-08
3255,665,59,799,134,2024-08-11
3256,928,80,63,79,2024-10-12
3257,493,49,698,57,2024-04-26
3258,823,4,312,27,2023-05-20
3259,915,77,773,137,2026-03-30
3260,962,19,12,42,2025-03-06
3261,861,14,22,27,2025-08-26
3262,519,54,73,66,2024-01-15
3263,143,66,107,51,2024-08-17
3264,355,41,48,113,2026-03-20
3265,789,20,563,126,2026-01-01
3266,978,51,665,26,2024-05-24
3267,344,74,352,39,2025-02-04
3268,903,7,174,45,2025-10-29
3269,318,2,127,98,2025-03-09
3270,285,77,170,150,2023-05-25
3271,206,11,567,138,2023-11-17
3272,168,15,103,23,2024-05-26
3273,828,45,468,109,2024-03-10
3274,95,14,308,90,2025-03-24
3275,704,73,388,107,2023-02-14
3276,932,57,741,32,2025-02-09
3277,863,76,595,117,2025-12-06
3278,834,25,384,56,2026-04-02
3279,395,75,488,71,2026-02-28
3280,312,29,552,126,2024-02-08
3281,298,74,533,38,2025-03-18
3282,24,41,11,44,2024-08-12
3283,39,76,86,26,2023-08-03
3284,387,69,134,44,2024-01-25
3285,973,46,214,117,2024-08-07
3286,62,20,741,27,2026-04-07
3287,492,20,101,117,2025-12-16
3288,592,62,765,103,2025-08-10
3289,78,17,84,101,2024-07-28
3290,474,58,652,100,2023-03-13
3291,963,39,490,130,2024-02-18
3292,479,3,456,54,2025-05-05
3293,123,75,765,75,2025-10-07
3294,90,37,335,140,2024-08-31
3295,140,7,380,100,2025-05-03
3296,622,17,81,55,2024-12-30
3297,282,74,340,82,2023-07-21
3298,817,76,419,28,2025-11-28
3299,73,70,282,35,2025-06-25
3300,970,30,396,91,2024-03-14
3301,103,27,76,47,2025-05-31
3302,776,26,37,63,2025-12-19
3303,470,26,497,120,2025-12-09
3304,705,19,553,88,2024-06-30
3305,319,56,449,48,2023-01-18
3306,286,42,653,45,2025-10-17
3307,415,35,39,43,2024-11-02
3308,307,21,489,60,2023-09-21
3309,647,53,61,136,2023-04-08
3310,839,64,25,113,2024-06-09
3311,345,23,511,117,2025-07-14
3312,186,27,239,103,2023-08-22
3313,807,34,535,117,2024-08-07
3314,146,40,282,100,2024-06-01
3315,684,16,39,129,2025-10-02
3316,401,12,18,62,2025-03-05
3317,458,11,683,41,2024-09-25
3318,884,79,741,146,2025-06-22
3319,374,14,784,66,2026-03-13
3320,869,57,2,45,2025-10-12
3321,479,29,335,112,2024-04-25
3322,854,46,687,30,2023-05-17
3323,527,70,639,35,2025-06-24
3324,26,50,51,48,2023-02-18
3325,392,37,496,130,2025-08-08
3326,61,64,237,68,2023-11-27
3327,302,47,125,148,2026-01-13
3328,272,51,619,117,2023-06-28
3329,816,69,763,95,2025-07-02
3330,751,65,502,91,2023-11-26
3331,410,24,494,140,2025-02-13
3332,414,24,150,88,2024-07-02
3333,906,46,634,40,2024-07-19
3334,793,18,469,34,2024-09-09
3335,443,43,91,147,2024-12-16
3336,446,21,366,65,2023-08-24
3337,665,24,95,149,2025-11-19
3338,923,65,761,98,2024-07-01
3339,270,49,652,83,2023-07-27
3340,186,3,567,93,2024-12-06
3341,255,30,37,105,2023-11-04
3342,93,22,329,88,2024-01-19
3343,702,40,45,83,2024-01-14
3344,921,28,493,70,2023-08-13
3345,941,16,478,131,2023-04-27
3346,723,63,279,63,2025-11-05
3347,791,66,29,48,2024-03-31
3348,900,29,794,112,2023-06-07
3349,927,8,777,84,2023-03-02
3350,491,40,377,67,2024-09-04
3351,536,8,339,112,2023-11-19
3352,58,25,510,109,2024-10-25
3353,937,78,319,118,2025-11-05
3354,942,35,681,137,2024-08-03
3355,785,29,10,110,2025-08-30
3356,658,13,226,74,2024-02-04
3357,389,59,571,105,2026-03-27
3358,761,72,114,46,2024-03-28
3359,958,11,129,110,2023-07-04
3360,304,59,14,72,2025-08-07
3361,414,38,694,57,2023-08-14
3362,974,71,393,130,2023-01-20
3363,978,51,17,27,2026-04-03
3364,186,69,582,133,2024-06-23
3365,579,31,175,84,2025-01-10
3366,774,25,236,132,2023-10-10
3367,830,59,673,43,2026-03-04
3368,147,80,427,107,2024-10-06
3369,137,26,232,75,2024-07-13
3370,423,69,489,63,2024-04-18
3371,459,80,314,42,2024-09-27
3372,148,31,542,34,2023-01-20
3373,157,63,410,87,2024-10-05
3374,825,21,362,50,2025-07-29
3375,366,63,37,80,2025-09-02
3376,481,26,359,38,2025-05-11
3377,433,44,249,35,2023-10-24
3378,637,37,578,57,2024-08-11
3379,849,50,126,27,2024-05-16
3380,369,72,48,33,2025-01-10
3381,58,75,115,89,2024-03-06
3382,753,20,152,113,2023-03-07
3383,290,28,789,117,2023-12-31
3384,218,76,724,37,2024-02-05
3385,241,58,66,93,2025-02-28
3386,412,40,588,89,2024-08-31
3387,457,16,633,106,2023-09-22
3388,660,15,567,28,2023-12-08
3389,315,29,459,48,2025-01-29
3390,833,48,182,27,2025-02-22
3391,557,26,464,75,2025-07-21
3392,914,33,232,25,2024-05-10
3393,839,22,57,42,2024-12-06
3394,491,17,25,131,2024-07-02
3395,316,53,400,148,2024-08-09
3396,540,4,144,108,2024-06-02
3397,625,60,256,80,2023-09-27
3398,974,17,645,141,2024-06-28
3399,272,54,549,143,2026-03-14
3400,925,12,81,56,2024-06-20
3401,15,63,408,108,2024-08-08
3402,321,14,152,148,2024-09-28
3403,993,60,523,20,2023-11-30
3404,476,79,402,147,2025-07-09
3405,60,32,387,101,2025-06-01
3406,421,48,151,40,2023-03-10
3407,190,79,394,105,2024-03-28
3408,298,73,128,85,2025-10-27
3409,941,33,722,62,2023-10-05
3410,215,43,33,53,2023-02-10
3411,310,75,360,53,2026-01-07
3412,374,21,7,32,2026-03-17
3413,306,22,790,66,2023-03-10
3414,384,6,447,24,2025-05-29
3415,342,18,170,37,2026-01-02
3416,373,9,309,76,2023-09-06
3417,492,44,397,63,2025-05-03
3418,929,16,457,121,2024-01-07
3419,576,12,292,52,2023-05-16
3420,38,70,204,107,2024-03-13
3421,258,74,288,149,2023-01-30
3422,840,63,690,56,2023-08-09
3423,80,14,239,132,2025-09-11
3424,32,62,445,126,2026-03-17
3425,553,70,431,123,2023-08-03
3426,296,10,716,86,2024-10-28
3427,786,50,219,85,2024-07-17
3428,317,70,745,69,2025-03-19
3429,804,45,796,146,2024-01-03
3430,189,56,271,59,2025-08-19
3431,151,62,680,117,2025-03-11
3432,52,10,190,25,2024-11-11
