ProductID,ProductName,CategoryID,SupplierID,Brand,CostPrice,SellingPrice,LaunchDate,Rating,Status
295,Maybelline Face Wash,5,123,Maybelline,28900.37,41935.98,4/15/2022,3.5,Active
296,Lakme Body Lotion,5,6,Lakme,8325.74,10452.12,1/29/2024,3.5,Active
297,Philips Air Fryer,13,40,Philips,27086.21,32388.16,5/4/2021,3.7,Active
298,Lego Puzzle Set,18,19,Lego,29032.73,35018.19,2/10/2024,4.4,Active
299,Nivea Face Wash,14,161,Nivea,31086.36,48256.2,10/23/2023,3.9,Active
300,Nilkamal Coffee Table,2,87,Nilkamal,11294.32,14160.17,10/16/2025,4.5,Active
301,L'Oréal Perfume,14,92,L'Oréal,8667.27,11836.91,5/30/2023,4.6,Active
302,IKEA Dining Table,20,135,IKEA,3495.95,5177.09,11/2/2023,4.9,Active
303,Whirlpool Vacuum Cleaner,4,14,Whirlpool,46658.78,61325.98,2/2/2022,3.9,Active
304,Lego Puzzle Set,18,103,Lego,41798.82,53308.69,10/31/2024,4.1,Active
305,Urban Ladder Dining Table,11,194,Urban Ladder,51243.5,58314.51,1/15/2022,0,Active
306,Nilkamal Dining Table,20,138,Nilkamal,33678.79,38753.22,10/21/2023,3.9,Active
307,Lakme Perfume,14,14,Lakme,23404.97,27461.08,12/14/2023,3.6,Active
308,Apple Noise Cancelling Headphones,19,93,Apple,51670.69,78340.88,3/25/2022,4.9,Active
309,Nilkamal Dining Table,2,58,Nilkamal,45631.68,72709.01,8/28/2021,4.4,Active
310,L'Oréal Face Wash,5,6,L'Oréal,57257.85,78576.09,9/22/2021,3.9,Active
311,Acer Smart Watch,1,104,Acer,58054.82,76485.9,1/4/2021,3.5,Active
312,Puma Running Shoes,12,159,Puma,20392.54,24942.21,3/8/2023,4.5,Active
313,Lego Building Blocks,18,190,Lego,6660.18,10400.39,5/1/2024,4.8,Active
314,Urban Ladder Dining Table,2,153,Urban Ladder,6490.63,8669.38,5/10/2024,4.6,Active
315,Asus Noise Cancelling Headphones,19,60,Asus,38565.31,51260,2/10/2022,4.6,Active
316,Nike Sports Jacket,3,12,Nike,55414.77,78133.96,1/16/2025,3.5,Active
317,HP Smart Watch,19,167,HP,47341.16,55211.14,2/23/2021,3.2,Active
318,Aashirvaad Olive Oil,15,62,Aashirvaad,19254.4,27946.88,1/31/2021,4.4,Active
319,Lego Building Blocks,9,111,Lego,10866.47,12679.22,9/30/2025,4.5,Active
320,Bosch Mixer Grinder,4,5,Bosch,51201.71,80242.13,2/15/2021,3.9,Active
321,Dell Galaxy S24 Ultra,19,83,Dell,28948.33,39555.09,1/5/2025,3.6,Active
322,Cosco Yoga Mat,16,16,Cosco,12916.46,20345.61,1/1/2028,4.1,Active
323,Amul Basmati Rice,6,84,Amul,14057.09,20512.23,12/10/2022,5.8,Active
324,Levi's Sports Jacket,12,90,Levi's,9455.13,12547.88,11/21/2021,3.5,Active
325,Nivia Cricket Bat,16,132,Nivia,43031.26,67880.92,4/23/2022,4.6,Active
326,Tata Green Tea,15,157,Tata,42377.17,56048.09,8/12/2022,4.7,Active
327,HP OLED TV,19,47,HP,38482.53,48601.13,3/17/2024,4.8,Active
328,Durian Study Table,20,193,Durian,45295.73,56180.89,9/13/2024,4.3,Inactive
329,Lakme Lipstick,14,58,Lakme,32700.57,51627.49,9/23/2025,4.7,Active
330,Cosco Football,7,179,Cosco,58535.13,66104.37,10/8/2023,3.2,Active
331,L'Oréal Perfume,5,119,L'Oréal,29195.92,44062.64,9/14/2024,4.6,Active
332,Sony Mechanical Keyboard,19,107,Sony,13925.18,20866.77,1/25/2022,4.7,Active
333,Fortune Basmati Rice,15,175,Fortune,53151.61,70797.13,12/31/2021,5,Active
334,Lenovo OLED TV,19,130,Lenovo,34760.32,52647.57,10/22/2021,4.5,Active
335,Cosco Football,7,37,Cosco,22028.7,25887.35,3/26/2025,3.2,Active
336,Amul Green Tea,15,39,Amul,33420.74,39068.17,9/1/2021,3.4,Active
337,Cosco Football,7,162,Cosco,38749.5,47629.73,12/5/2021,4.8,Active
338,Sony Mechanical Keyboard,19,64,Sony,42154.77,50643.23,9/2/2023,4.5,Active
339,Lakme Body Lotion,14,162,Lakme,55858.59,71260.64,8/18/2022,4.8,Active
340,Aashirvaad Organic Honey,15,154,Aashirvaad,56215.92,86976.68,3/5/2022,4,Active
341,Urban Ladder Coffee Table,2,28,Urban Ladder,37070.11,58235.87,5/3/2022,4.4,Active
342,Yonex Football,16,154,Yonex,32131.37,42475.81,8/29/2023,4.5,Active
343,Sony iPhone 15 Pro,1,46,Sony,56106.53,76293.64,4/8/2025,4.5,Active
344,Godrej Dining Table,11,126,Godrej,9001.81,13880.92,8/16/2023,4.3,Active
345,Nilkamal Study Table,11,133,Nilkamal,54233.37,74622.67,11/16/2024,3.7,Active
346,Durian Dining Table,11,152,Durian,669.65,876.18,8/11/2024,4.7,Active
347,Apple Noise Cancelling Headphones,1,141,Apple,3771.69,4315.18,7/6/2021,4.2,Active
348,Lego Remote Control Car,18,195,Lego,29863.28,35789.15,3/26/2025,3.5,Actve
349,Lego Remote Control Car,9,154,Lego,40200.87,63806.93,7/3/2024,4.7,Active
350,IKEA Dining Table,11,57,IKEA,51583.56,59187.45,7/18/2025,4,Active
351,Lego Building Blocks,18,153,Lego,2691.59,4063.95,1/8/2022,4.3,Active
352,Van Heusen Sneakers,12,61,Van Heusen,5506.17,6587.2,6/15/2022,4.6,Active
353,Bosch Vacuum Cleaner,13,61,Bosch,34098.3,39786.44,9/16/2022,4.8,Active
354,Yonex Yoga Mat,7,78,Yonex,52586.82,73404.19,2/18/2024,4.7,Active
355,Nivea Lipstick,14,100,Nivea,45747.63,63709.41,9/25/2025,3.2,Active
356,HarperCollins Power BI Guide,17,51,HarperCollins,9561.09,12092.24,7/10/2022,4.3,Active
357,Godrej Bookshelf,2,113,Godrej,45265.07,53387.99,1/30/2024,4,Active
358,HarperCollins Power BI Guide,8,23,HarperCollins,31279.47,41920.83,10/23/2024,3.8,Active
359,Cosco Football,16,53,Cosco,52422.11,71127.66,8/11/2022,3.3,Active
360,Wilson Cricket Bat,16,153,Wilson,15941.47,21235.84,6/1/2028,4.8,Active
361,Asus Inspiron Laptop,1,46,Asus,15779.01,25077.95,7/30/2024,3.2,Active
362,Nivea Lipstick,14,90,Nivea,2768.06,3803.15,9/30/2024,3.4,Active
363,Maybelline Face Wash,14,139,Maybelline,26974.51,31584.1,8/11/2021,3.7,Active
364,Durian Bookshelf,20,132,Durian,36226.49,41741.23,7/23/2025,3.7,Active
365,Puma Running Shoes,12,171,Puma,57859.47,78355.15,7/20/2025,4.2,Active
366,Puma Formal Shirt,3,113,Puma,28812.97,40249.28,12/19/2023,4.8,Active
367,Durian Dining Table,20,81,Durian,15889.75,25004.12,9/19/2024,4.5,Active
368,Dell Galaxy S24 Ultra,10,189,Dell,29428.34,32416.17,6/15/2024,4.3,Active
369,JBL Mechanical Keyboard,1,62,JBL,51123.39,77307.64,2/15/2025,3.6,active
370,Samsung Inspiron Laptop,10,182,Samsung,28420.57,31797.5,12/23/2021,4.8,Active
371,Funskool Remote Control Car,18,18,Funskool,2284.31,2524.66,3/4/2025,3.4,Active
372,Cosco Badminton Racket,7,20,Cosco,56214.3,71568.16,8/6/2021,3.8,Active
373,Amul Basmati Rice,15,169,Amul,6044.98,7215.67,6/19/2025,4.1,Active
374,Sony Smart Watch,1,115,Sony,18432.61,27103.51,2/18/2024,4.9,Active
375,Nilkamal Bookshelf,11,118,Nilkamal,30263.7,44440.98,3/20/2021,4.9,Active
376,Asus Smart Watch,19,121,Asus,8029.3,9681.16,4/16/2023,4.2,Active
377,Adidas Formal Shirt,12,175,Adidas,21080.29,32052.34,4/20/2024,3.4,Active
378,Acer Bluetooth Speaker,19,181,Acer,2678.93,4095.28,6/24/2024,3.7,Active
379,Amul Olive Oil,6,182,Amul,45443.05,52924.4,3/1/2023,3.8,Active
380,Cosco Yoga Mat,7,124,Cosco,18887.79,24237.24,8/24/2021,4.1,ACTIVE
381,Mamaearth Face Wash,5,22,Mamaearth,39910.19,60343.09,2/9/2021,4.7,Active
382,Lakme Body Lotion,5,28,Lakme,57718.87,70492.94,8/18/2021,3.8,
383,Maybelline Face Wash,14,63,Maybelline,57720.69,76143.57,3/4/2021,3.4,Active
384,Nike Hoodie,3,127,Nike,59079.88,91218.57,9/3/2021,3.9,Active
385,Lakme Body Lotion,14,195,Lakme,47229.75,65455.02,10/11/2021,4.8,Active
386,Yonex Yoga Mat,16,42,Yonex,998.68,1405.75,12/23/2023,3.4,Active
387,Lenovo Bluetooth Speaker,1,95,Lenovo,13986.99,19645.95,6/4/2021,3.6,Active
388,Godrej Wardrobe,2,32,Godrej,51215.55,80259.86,10/6/2021,0,Active
389,Tata Almonds,6,67,Tata,31519.46,45311.39,3/25/2025,3.7,Active
390,Apple Smart Watch,10,31,Apple,31055.48,38675.16,6/9/2024,3.7,Active
391,Apple Inspiron Laptop,19,63,Apple,35655.52,56638.3,1/1/2022,4.6,Actve
392,Nilkamal Coffee Table,20,4,Nilkamal,30085.71,34541.73,12/14/2023,4,Active
393,Nestle Green Tea,6,3,Nestle,5309.82,8304.58,9/8/2021,4.8,Active
394,HP iPhone 15 Pro,1,114,HP,52451.94,69304.89,1/6/2021,4.5,Active
395,Hasbro Action Figure,18,106,Hasbro,34999.23,50368.75,12/2/2023,4.9,Active
396,Funskool Building Blocks,9,187,Funskool,42710.5,54657.38,12/21/2023,4.5,Active
397,McGraw Hill Python for Data Analysis,17,140,McGraw Hill,32917.82,41639.51,3/29/2023,4.7,Active
398,Nilkamal Office Chair,11,82,Nilkamal,22232.86,17786.29,7/1/2025,3.9,Active
399,Allen Solly Sneakers,12,127,Allen Solly,34741.42,38484.28,10/5/2022,3.3,Active
400,IKEA Coffee Table,20,129,IKEA,13488.69,21248.15,7/31/2023,4.8,Active
401,Lego Remote Control Car,9,81,Lego,49217.9,75235.94,4/30/2023,3.9,Active
402,McGraw Hill Power BI Guide,8,7,McGraw Hill,13416.05,16960.82,7/12/2022,4.8,Active
403,Cosco Cricket Bat,16,123,Cosco,19571.12,21793.1,10/27/2021,3.8,Active
404,Havells Vacuum Cleaner,4,181,Havells,47178.95,60447.04,11/3/2025,3.9,Active
405,Hasbro Action Figure,9,199,Hasbro,4695.52,6808.01,8/14/2025,3.4,Active
406,Nilkamal Coffee Table,11,70,Nilkamal,49627.24,57279.99,9/17/2023,4.1,Active
407,Yonex Cricket Bat,7,72,Yonex,10243.27,12504.33,9/21/2025,4.3,Active
408,Urban Ladder Coffee Table,2,148,Urban Ladder,24487.01,36064.15,9/20/2025,4,Active
409,Sony Mechanical Keyboard,10,55,Sony,30685.06,38658.14,8/24/2024,4.8,Active
410,Wilson Yoga Mat,16,48,Wilson,35388.84,45468.59,11/1/2022,4.6,Active
411,Aashirvaad Almonds,15,112,Aashirvaad,17666.75,22957.84,10/19/2024,4.4,Active
412,Philips Air Fryer,13,107,Philips,25535.83,36762.47,2/28/2022,3.8,Active
413,Maybelline Body Lotion,5,11,Maybelline,4689.34,6050.02,7/14/2023,3.4,Active
414,Lakme Shampoo,5,95,Lakme,1540.66,2138.4,7/8/2025,3.7,Active
415,Apple iPhone 15 Pro,19,58,Apple,14482.6,17929.31,11/30/2021,3.5,Active
416,Urban Ladder Coffee Table,20,171,Urban Ladder,7963.74,9963.67,8/6/2021,3.4,Active
417,Lego Action Figure,18,196,Lego,28909.38,43595.09,3/8/2021,3.3,Active
418,Hasbro Building Blocks,9,48,Hasbro,4147.42,5450.23,4/10/2022,3.7,Active
419,Lego Action Figure,9,130,Lego,9792.63,11844.82,9/21/2022,4.8,Active
420,Nilkamal Study Table,2,163,Nilkamal,50673.91,71489.71,10/29/2024,4.4,Active
421,Lego Action Figure,9,189,Lego,7284.64,11058.52,6/1/2023,4.3,Actve
422,Urban Ladder Wardrobe,20,35,Urban Ladder,49065.76,56603.3,2/2/2021,3.3,Actve
423,IKEA Coffee Table,2,139,IKEA,10598.73,15268.2,10/27/2025,4.1,Active
424,Whirlpool Vacuum Cleaner,4,70,Whirlpool,32354.32,44470.59,11/7/2021,3.4,Active
425,Cosco Football,7,32,Cosco,20722.81,25499.4,2/12/2024,5.8,Active
426,Van Heusen Running Shoes,12,8,Van Heusen,41569.82,50569.53,4/15/2024,3.8,Inactive
427,Mamaearth Perfume,5,106,Mamaearth,712.63,894.59,11/5/2025,4.7,Active
428,Yonex Yoga Mat,7,52,Yonex,32727.21,51440.41,7/4/2022,3.7,Active
429,JBL iPhone 15 Pro,10,17,JBL,4484.94,6919.09,2/21/2025,4,Active
430,Yonex Cricket Bat,7,135,Yonex,24740.02,30590.92,2/27/2021,3.6,Active
431,Whirlpool Mixer Grinder,4,26,Whirlpool,7480.06,9214.2,7/5/2022,4.3,Active
432,HP Galaxy S24 Ultra,10,172,HP,23890.59,36961.49,8/29/2025,3.4,Active
433,Urban Ladder Study Table,2,79,Urban Ladder,29379.12,39186.34,1/30/2025,4.9,
434,Tata Green Tea,15,51,Tata,57901.32,67924.03,2/23/2022,3.9,Active
435,IKEA Bookshelf,20,83,IKEA,37301.81,50252.06,4/19/2023,4.4,Active
436,Sony Gaming Mouse,1,128,Sony,34712.49,53364.92,3/7/2023,4.9,Active
437,Urban Ladder Coffee Table,2,74,Urban Ladder,57613.42,69388.09,4/27/2025,4.3,Active
438,IKEA Office Chair,20,73,IKEA,54622.53,72336.51,9/16/2025,4.1,Active
439,Godrej Coffee Table,20,172,Godrej,50437.42,70396.63,3/25/2022,4.7,Active
440,Van Heusen Sports Jacket,12,162,Van Heusen,50420.09,65375.95,10/29/2021,3.6,Active
441,Funskool Puzzle Set,18,181,Funskool,57205.9,91140.69,5/25/2023,3.3,Active
442,Lego Remote Control Car,9,130,Lego,13542.8,14911.1,12/31/2021,3.2,Active
443,Nilkamal Wardrobe,11,158,Nilkamal,51838.97,82725.66,12/14/2024,4,active
444,Amul Organic Honey,15,80,Amul,21524.83,25735.17,7/13/2021,3.7,Active
445,Philips Air Purifier,4,37,Philips,37793.39,45789.67,8/2/2024,4.1,Active
446,Lakme Perfume,14,56,Lakme,15687.91,19340.76,2/28/2021,4.1,Active
447,Penguin Statistics Essentials,8,156,Penguin,54217.14,63838.39,1/2/2021,3.4,Active
448,Yonex Yoga Mat,16,163,Yonex,49079,70995.78,11/27/2022,4.5,Active
449,Havells Air Fryer,4,160,Havells,54715.44,75850.72,5/23/2024,3.2,Active
450,Godrej Coffee Table,20,57,Godrej,9739.15,12094.07,7/1/2023,3.7,Active
451,McGraw Hill Statistics Essentials,8,101,McGraw Hill,39121.01,45909.95,6/2/2022,3.7,Active
452,Maybelline Body Lotion,14,83,Maybelline,51602.16,79374.86,2/23/2024,3.9,Active
453,Nivea Perfume,14,71,Nivea,2431.13,3463.74,10/16/2023,5,Active
454,Penguin Python for Data Analysis,8,58,Penguin,32254.68,45414.8,7/21/2023,4.1,Active
455,Lakme Face Wash,14,33,Lakme,15942.07,19881.04,7/10/2023,3.3,Active
456,McGraw Hill Power BI Guide,8,66,McGraw Hill,52938.78,79109.25,5/7/2025,5,Active
457,IKEA Office Chair,20,63,IKEA,21477.95,28361.41,10/14/2024,4.8,Active
458,Yonex Yoga Mat,16,148,Yonex,24920.88,37177.5,12/28/2024,4.4,Active
459,Acer Galaxy S24 Ultra,19,161,Acer,31475.14,40828.74,7/21/2021,4.1,Active
460,Lego Action Figure,9,110,Lego,8776.9,9910.61,7/24/2023,4.2,Active
461,Wilson Cricket Bat,7,156,Wilson,480.71,591.6,5/31/2024,3.9,Active
462,Tata Organic Honey,6,29,Tata,23095.98,28067.78,5/24/2021,3.7,Active
463,Aashirvaad Green Tea,15,189,Aashirvaad,17442.07,20004.01,6/24/2023,4.3,Active
464,Fortune Olive Oil,15,1,Fortune,56310.33,75353.65,8/20/2024,3.5,Active
465,Levi's Hoodie,3,22,Levi's,38886.72,60469.09,4/24/2021,4.6,Active
466,Godrej Office Chair,11,142,Godrej,33359.46,50159.37,11/18/2025,4.9,Active
467,Tata Olive Oil,6,27,Tata,39227.53,53088.36,8/14/2024,4,Active
468,Amul Olive Oil,6,89,Amul,33442.67,40270.79,6/24/2021,3.7,Active
469,Wilson Yoga Mat,7,200,Wilson,7786.72,11610.93,10/20/2023,3.4,Active
470,Maybelline Shampoo,14,76,Maybelline,13077.67,17890.3,7/2/2024,4.4,Active
471,Durian Coffee Table,20,157,Durian,10193.2,11822.89,12/9/2022,4.7,Active
472,Funskool Building Blocks,9,174,Funskool,28164.14,39513.85,1/31/2024,5.8,Active
473,Wilson Football,7,113,Wilson,50712.01,72857.48,2/21/2021,4.3,active
474,Lego Building Blocks,9,89,Lego,32087.25,43364.09,1/21/2023,3.6,Active
475,Apple Galaxy S24 Ultra,19,144,Apple,11004.92,12976.93,5/19/2024,4.9,Active
476,Cosco Yoga Mat,7,3,Cosco,7393.69,11527.2,9/28/2023,4,Active
477,LG Inspiron Laptop,19,124,LG,35108.6,52899.66,7/5/2025,3.5,Active
478,Dell Gaming Mouse,1,17,Dell,34591.78,54630.82,12/12/2024,4.9,Active
479,Nivea Lipstick,5,93,Nivea,22764.1,35666.56,9/3/2025,3.3,Active
480,Apple Noise Cancelling Headphones,19,138,Apple,54179.48,85767.24,4/22/2025,4.3,Active
481,Amul Basmati Rice,6,184,Amul,21068.98,33386.23,7/1/2025,3.5,Active
482,Maybelline Shampoo,14,174,Maybelline,9297.39,13580.55,11/14/2021,4.6,Active
483,Whirlpool Vacuum Cleaner,4,115,Whirlpool,10757.29,12671.14,7/1/2023,4.2,Active
484,Puma Formal Shirt,12,8,Puma,17078.04,23748.97,9/14/2023,4.6,Active
485,Whirlpool Air Purifier,13,9,Whirlpool,38798.01,59715.07,10/14/2022,3.7,Active
486,McGraw Hill Statistics Essentials,8,16,McGraw Hill,20946.23,23970.37,4/8/2025,4.2,Active
487,Philips Air Fryer,13,170,Philips,50111.27,70715.74,4/3/2024,4.6,Active
488,Maybelline Shampoo,5,72,Maybelline,28293.47,45230.13,8/26/2024,3.5,Active
489,Hasbro Remote Control Car,18,89,Hasbro,13428.24,15452.06,5/3/2021,3.9,Active
490,Nivea Lipstick,5,19,Nivea,36100.12,51675.95,11/15/2025,4.9,Active
491,Nilkamal Office Chair,11,2,Nilkamal,24041.44,27039.88,7/18/2024,3.8,Active
492,Durian Coffee Table,2,191,Durian,30832.2,38404.37,8/14/2024,4,Active
493,Whirlpool Air Fryer,4,144,Whirlpool,59572.53,93233.86,10/3/2023,3.7,Active
494,Mamaearth Perfume,14,170,Mamaearth,31753.29,45589.04,4/7/2025,4.6,Active
495,McGraw Hill Statistics Essentials,8,132,McGraw Hill,14137.87,16427.59,6/22/2024,5,Active
496,Lenovo Gaming Mouse,1,172,Lenovo,40936.4,64310.35,3/7/2021,4.3,active
497,JBL OLED TV,10,84,JBL,33652.09,49302.08,2/12/2023,4.7,Active
498,Wilson Yoga Mat,16,110,Wilson,57673.15,66432.84,12/28/2022,4.5,
499,HarperCollins Statistics Essentials,8,176,HarperCollins,34841.41,42285.9,9/10/2021,3.4,Active
500,JBL Smart Watch,0,134,JBL,3914.69,4306.56,10/22/2023,4.2,Active
501,Lenovo Inspiron Laptop,0,13,Lenovo,40116.71,61416.67,5/14/2023,5.8,Active
502,Dell Inspiron Laptop,0,119,Dell,29414.01,42656.63,12/14/2022,3.5,Active
503,Lego Puzzle Set,9,18,Lego,13868.21,18509.9,3/11/2021,4.7,Active
504,McGraw Hill Python for Data Analysis,17,69,McGraw Hill,55318.53,73118.61,11/17/2023,3.7,Active
505,Acer OLED TV,10,38,Acer,59157.2,73475.88,2/9/2023,4,Active
506,Nike Sneakers,12,152,Nike,16626.02,19893.01,5/3/2024,4.1,Active
507,Fortune Organic Honey,6,80,Fortune,18582.52,22998.12,8/13/2022,4.6,Active
508,Asus Inspiron Laptop,10,162,Asus,425.54,524.9,11/10/2023,4.6,Active
509,Samsung OLED TV,1,197,Samsung,32604.13,40098.05,1/15/2021,3.3,Active
510,Fortune Organic Honey,6,93,Fortune,46613.74,62516.4,4/1/2023,4.4,Active
511,Tata Green Tea,15,80,Tata,18821.31,25677.04,9/9/2022,4.8,Active
512,Dell Smart Watch,1,68,Dell,27089.4,42158.27,5/27/2024,4.5,Active
513,McGraw Hill Power BI Guide,17,151,McGraw Hill,582.35,643.89,6/26/2023,3.9,Active
514,Yonex Cricket Bat,7,62,Yonex,42874.5,52397.49,1/18/2024,4,Active
515,Nestle Green Tea,6,92,Nestle,43097.1,48274.9,9/24/2022,4.9,Active
516,Penguin Statistics Essentials,17,115,Penguin,43051.34,64140.81,2/26/2022,3.6,Active
517,Levi's Formal Shirt,12,39,Levi's,33715.36,41990.43,6/16/2022,4.4,Active
518,LG Bluetooth Speaker,1,56,LG,50530.31,56834.8,5/2/2025,4.1,Active
519,Acer Galaxy S24 Ultra,10,160,Acer,4591.5,6867.97,12/21/2021,4,Active
520,Hasbro Action Figure,9,1,Hasbro,46698.05,73724.08,8/30/2023,4.4,Active
521,Sony Gaming Mouse,10,105,Sony,14764.27,21629.59,10/18/2025,4.8,Active
522,Van Heusen Sports Jacket,12,150,Van Heusen,56044.76,76639.35,4/22/2023,3.6,Active
523,Nivia Yoga Mat,16,26,Nivia,19817.94,26613.85,9/4/2024,4.4,Active
524,Sony Galaxy S24 Ultra,19,66,Sony,44640.9,67403.65,3/27/2025,3.4,Active
525,Nestle Organic Honey,6,116,Nestle,6186.92,9137.49,11/2/2022,3.9,Active
526,Yonex Cricket Bat,16,188,Yonex,211.09,319.81,3/21/2021,3.6,Active
527,Yonex Football,7,134,Yonex,6044.71,8996.71,1/28/2023,3.9,Active
528,Amul Olive Oil,6,70,Amul,18351.35,27309.31,11/25/2025,4.4,Active
529,Sony Gaming Mouse,19,117,Sony,53880.96,77044.41,3/29/2023,3.9,Active
530,McGraw Hill SQL Cookbook,17,163,McGraw Hill,12510.77,15569.54,4/17/2022,4,Active
531,LG Galaxy S24 Ultra,19,2,LG,25688.95,35308.9,12/17/2022,3.4,Active
532,McGraw Hill SQL Cookbook,8,3,McGraw Hill,33302.9,50447.82,5/1/2024,4.7,Active
533,Penguin Statistics Essentials,17,65,Penguin,12512.82,15755.46,6/21/2023,4,Active
534,Lenovo Bluetooth Speaker,1,89,Lenovo,42629.76,67364.15,4/17/2022,4.6,Active
535,Amul Almonds,6,151,Amul,26221.66,36208.01,4/5/2024,3.6,Active
536,Funskool Puzzle Set,18,170,Funskool,16122.03,19879.22,2/26/2023,3.5,Active
537,Whirlpool Microwave Oven,13,170,Whirlpool,55321.37,61104.66,2/1/2021,4.7,Active
538,Allen Solly Running Shoes,12,114,Allen Solly,58037.95,84846.41,4/29/2022,3.5,Active
539,Levi's Slim Fit Jeans,12,140,Levi's,6840.28,10429.1,1/11/2023,4.1,Active
540,Van Heusen Sneakers,12,3,Van Heusen,22719.94,33146.03,7/28/2025,4.5,Active
541,Philips Vacuum Cleaner,4,82,Philips,5802.38,4641.9,5/22/2024,3.3,Active
542,LG Inspiron Laptop,1,140,LG,8354.82,11746.41,9/2/2025,3.7,Active
543,IKEA Dining Table,11,130,IKEA,3969.9,4558.54,4/5/2024,3.8,Active
544,Lakme Perfume,5,192,Lakme,11151.39,16497.33,2/9/2021,4.5,Active
545,Funskool Action Figure,9,113,Funskool,42547.7,66643.12,9/30/2022,4.6,Active
546,Urban Ladder Coffee Table,2,80,Urban Ladder,30713.94,42025.11,8/29/2021,4.9,Active
547,Wilson Badminton Racket,16,143,Wilson,13201.75,10561.4,8/21/2024,4.5,Active
548,IKEA Bookshelf,2,189,IKEA,1588.11,2438.05,8/5/2024,4.7,Active
549,Durian Office Chair,2,92,Durian,8197.32,12068.53,11/19/2023,4.7,Active
550,Funskool Building Blocks,18,39,Funskool,40944.65,50667.82,11/19/2023,4.8,Active
551,Amul Olive Oil,6,114,Amul,16133.92,20900.97,9/1/2024,4.1,Active
552,Aashirvaad Olive Oil,6,128,Aashirvaad,28960.27,36795.75,4/2/2024,3.4,Active
553,McGraw Hill Python for Data Analysis,17,192,McGraw Hill,17989.21,27392.45,12/6/2025,3.9,
554,Urban Ladder Study Table,2,107,Urban Ladder,56845.25,90864.62,2/20/2025,4.7,Active
555,Asus Mechanical Keyboard,1,56,Asus,41621.25,45906.55,2/14/2025,3.9,Active
556,Durian Coffee Table,20,108,Durian,12628.86,17359.29,8/12/2025,0,Active
557,Amul Green Tea,15,95,Amul,20610.53,28588.5,6/3/2025,4.8,Active
558,McGraw Hill Statistics Essentials,17,29,McGraw Hill,38220.79,50870.34,8/4/2025,3.8,Active
559,LG Galaxy S24 Ultra,1,172,LG,38383,53419.12,12/15/2022,4,Active
560,HP Mechanical Keyboard,1,185,HP,19397.44,26216.63,6/14/2023,3.7,Active
561,Puma Hoodie,3,54,Puma,40633.73,53212.87,11/7/2022,3.3,Active
562,Urban Ladder Dining Table,20,136,Urban Ladder,50281.05,79912.36,6/9/2021,4.9,Active
563,Aashirvaad Organic Honey,15,57,Aashirvaad,13603.98,18697.86,2/8/2023,4.7,Active
564,Whirlpool Air Fryer,13,198,Whirlpool,12305.58,16533.41,11/20/2024,3.7,Active
565,Penguin Statistics Essentials,17,44,Penguin,53364.48,71408.79,11/3/2024,3.8,Active
566,Lenovo Bluetooth Speaker,10,38,Lenovo,33412.41,46484.58,9/3/2022,4.4,Active
567,Allen Solly Slim Fit Jeans,3,54,Allen Solly,28468.53,33107.01,7/28/2021,4.3,Active
568,Asus Bluetooth Speaker,1,170,Asus,51102.12,40881.7,2/13/2023,3.2,Actve
569,Hasbro Building Blocks,9,85,Hasbro,22284.07,30319.98,7/3/2022,4,Active
570,Penguin Statistics Essentials,17,186,Penguin,21898.93,26108.75,7/13/2023,4.4,Active
571,Penguin SQL Cookbook,8,106,Penguin,6745.28,7799.68,9/25/2021,3.5,Active
572,Bosch Vacuum Cleaner,13,152,Bosch,45018.08,57123.81,7/12/2023,3.3,Active
573,Samsung Smart Watch,1,155,Samsung,13497.09,19254.86,2/3/2024,4.8,Active
574,Lenovo Noise Cancelling Headphones,19,163,Lenovo,51608.66,79334.89,9/23/2024,4.4,Active
575,Tata Organic Honey,15,20,Tata,57579.51,92125.78,11/7/2022,4.6,Active
576,HarperCollins Python for Data Analysis,17,140,HarperCollins,23272.82,26368.53,7/25/2025,3.7,Active
577,Lakme Perfume,5,130,Lakme,28449.86,34179.38,11/29/2021,3.3,active
578,Durian Study Table,2,112,Durian,16308.62,21436.41,9/16/2022,4.5,Active
579,Amul Basmati Rice,15,184,Amul,43429.49,57099.07,11/7/2024,3.2,Active
580,HP Mechanical Keyboard,10,14,HP,49173.04,78443.52,3/22/2024,3.5,Active
581,HP OLED TV,1,75,HP,17274.54,20140.29,12/23/2022,4.4,Active
582,Tata Almonds,15,22,Tata,21026.42,25077.92,5/14/2022,4.2,Active
583,JBL Bluetooth Speaker,1,29,JBL,21978.81,24957.86,4/28/2022,3.8,Active
584,Acer Inspiron Laptop,19,115,Acer,54779.8,43823.84,4/25/2022,3.5,Active
585,Lenovo Galaxy S24 Ultra,10,26,Lenovo,21226.42,28208.05,8/14/2024,4.5,Active
586,Funskool Action Figure,18,90,Funskool,28258.36,36449.08,4/4/2024,4.7,Active
587,Amul Almonds,15,200,Amul,32514.15,50289.5,9/1/2021,3.7,Active
588,Havells Air Purifier,4,147,Havells,49671.8,62389.43,4/17/2021,5,Active
589,Samsung Inspiron Laptop,10,135,Samsung,31226.5,35644.72,7/4/2022,3.9,Active
590,Wilson Badminton Racket,16,146,Wilson,17713.19,21622.68,7/14/2025,3.5,Active
591,Funskool Building Blocks,18,146,Funskool,44519.63,50750.01,8/26/2024,4.9,Active
